"id","region_id","experiment_id","start_datetime","stop_datetime","status","Sex","Genotype","Temperature","Treatment","Environment","Light","monitor","Batch","Sleep_Fraction_All","Sleep_Time_All","Sleep_Fraction_L","Sleep_Time_L","Sleep_Fraction_D","Sleep_Time_D","Day1_latency","Day1_first_bout_length","Day1_latency_to_longest_bout","Day1_Sleep_Fraction_All","Day1_Sleep_Time_All","Day1_Sleep_Fraction_L","Day1_Sleep_Time_L","Day1_Sleep_Fraction_D","Day1_Sleep_Time_D","Day2_latency","Day2_first_bout_length","Day2_latency_to_longest_bout","Day2_Sleep_Fraction_All","Day2_Sleep_Time_All","Day2_Sleep_Fraction_L","Day2_Sleep_Time_L","Day2_Sleep_Fraction_D","Day2_Sleep_Time_D","Day3_latency","Day3_first_bout_length","Day3_latency_to_longest_bout","Day3_Sleep_Fraction_All","Day3_Sleep_Time_All","Day3_Sleep_Fraction_L","Day3_Sleep_Time_L","Day3_Sleep_Fraction_D","Day3_Sleep_Time_D","Day4_latency","Day4_first_bout_length","Day4_latency_to_longest_bout","Day4_Sleep_Fraction_All","Day4_Sleep_Time_All","Day4_Sleep_Fraction_L","Day4_Sleep_Time_L","Day4_Sleep_Fraction_D","Day4_Sleep_Time_D","Day5_latency","Day5_first_bout_length","Day5_latency_to_longest_bout","Day5_Sleep_Fraction_All","Day5_Sleep_Time_All","Day5_Sleep_Fraction_L","Day5_Sleep_Time_L","Day5_Sleep_Fraction_D","Day5_Sleep_Time_D","Day6_latency","Day6_first_bout_length","Day6_latency_to_longest_bout","Day6_Sleep_Fraction_All","Day6_Sleep_Time_All","Day6_Sleep_Fraction_L","Day6_Sleep_Time_L","Day6_Sleep_Fraction_D","Day6_Sleep_Time_D","n_Bouts_L","mean_Bout_Length_L","n_Bouts_D","mean_Bout_Length_D"
"2025-08-02 10:00:00|Monitor10.txt|02",2,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.63395440342553,912.894340932762,0.748698368622006,359.375216938563,0.5765625,553.5,1320,1800,65580,0.6294240111034,906.370575988897,0.775467775467775,372.224532224532,0.55625,534,2340,900,22080,0.603053435114504,868.396946564886,0.713097713097713,342.286902286902,0.547916666666667,526,1680,1320,63960,0.623178348369188,897.376821651631,0.654885654885655,314.345114345114,0.607291666666667,583,360,480,78060,0.639833448993754,921.360166551006,0.752598752598753,361.247401247401,0.583333333333333,560,660,1440,75720,0.639139486467731,920.360860513532,0.794178794178794,381.205821205821,0.561458333333333,539,2100,300,16680,0.669673837612769,964.330326162387,0.802494802494803,385.197505197505,0.603125,579,24,20.1597222222222,31.1666666666667,29.7005347593583
"2025-08-02 10:00:00|Monitor10.txt|04",4,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.460942020599468,663.756509663233,0.499479347448803,239.750086775425,0.441666666666667,424,0,420,74040,0.541290770298404,779.458709229702,0.659043659043659,316.340956340956,0.482291666666667,463,2880,3180,78420,0.58292852185982,839.41707147814,0.692307692307692,332.307692307692,0.528125,507,5040,540,65760,0.385149201943095,554.614850798057,0.35966735966736,172.640332640333,0.397916666666667,382,5940,2460,20640,0.378209576682859,544.621790423317,0.438669438669439,210.561330561331,0.347916666666667,334,12960,360,50520,0.376821651630812,542.623178348369,0.237006237006237,113.762993762994,0.446875,429,4920,2220,73200,0.501040943789035,721.498959056211,0.609147609147609,292.390852390852,0.446875,429,13,41.7307692307692,16.1666666666667,54.9072164948454
"2025-08-02 10:00:00|Monitor10.txt|05",5,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.431547274620993,621.42807545423,0.355432141617494,170.607427976397,0.469618055555556,450.833333333333,4620,1020,78000,0.47883414295628,689.521165857044,0.37006237006237,177.629937629938,0.533333333333333,512,3240,900,49440,0.478140180430257,688.52185981957,0.382536382536383,183.617463617464,0.526041666666667,505,5760,1980,79980,0.458015267175573,659.541984732825,0.482328482328482,231.517671517672,0.445833333333333,428,360,300,77220,0.455239417071478,655.544760582929,0.338877338877339,162.661122661123,0.513541666666667,493,1380,480,76140,0.364330326162387,524.635669673838,0.282744282744283,135.717255717256,0.405208333333333,389,0,300,81180,0.356002775850104,512.64399722415,0.280665280665281,134.719334719335,0.39375,378,19.6666666666667,32.9152542372882,23.3333333333333,33.5285714285714
"2025-08-02 10:00:00|Monitor10.txt|06",6,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.495660224511052,713.750723295915,0.604998264491496,290.399166955918,0.440972222222222,423.333333333333,0,360,58620,0.561415683553088,808.438584316447,0.567567567567568,272.432432432432,0.558333333333333,536,480,3240,49560,0.598195697432339,861.401804302568,0.765072765072765,367.234927234927,0.514583333333333,494,1320,300,22260,0.517002081887578,744.482997918113,0.771309771309771,370.22869022869,0.389583333333333,374,4320,1080,50940,0.409437890353921,589.590562109646,0.444906444906445,213.555093555094,0.391666666666667,376,4980,300,57240,0.45940319222762,661.540596807773,0.638253638253638,306.361746361746,0.369791666666667,355,540,360,77280,0.429562803608605,618.570437196392,0.444906444906445,213.555093555094,0.421875,405,22.1666666666667,22.5338345864662,21.5,43.015503875969
"2025-08-02 10:00:00|Monitor10.txt|07",7,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.679666705242449,978.720055549126,0.78340853870184,376.036098576883,0.627777777777778,602.666666666667,1140,960,55380,0.690492713393477,994.309507286606,0.771309771309771,370.22869022869,0.65,624,540,420,51840,0.746703678001388,1075.253296322,0.854469854469854,410.14553014553,0.692708333333333,665,2040,2100,49920,0.718251214434421,1034.28174878557,0.829521829521829,398.170478170478,0.6625,636,900,1200,49500,0.693962526023595,999.306037473976,0.817047817047817,392.182952182952,0.632291666666667,607,660,660,56700,0.586398334489938,844.41360166551,0.694386694386694,333.305613305613,0.532291666666667,511,2820,300,50580,0.641915336571825,924.358084663428,0.731808731808732,351.268191268191,0.596875,573,26,18.0833333333333,23,40.9057971014493
"2025-08-02 10:00:00|Monitor10.txt|10",10,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.717625274852448,1033.38039578752,0.757375911141965,363.540437348143,0.697743055555556,669.833333333333,480,480,75840,0.676613462873005,974.323386537127,0.733887733887734,352.266112266112,0.647916666666667,622,480,900,48960,0.704371963913949,1014.29562803609,0.792099792099792,380.2079002079,0.660416666666667,634,2100,1380,60840,0.693962526023595,999.306037473976,0.727650727650728,349.272349272349,0.677083333333333,650,1260,720,52020,0.772380291464261,1112.22761970854,0.771309771309771,370.22869022869,0.772916666666667,742,1680,300,46740,0.737682165163081,1062.26231783484,0.702702702702703,337.297297297297,0.755208333333333,725,360,420,49620,0.721721027064539,1039.27827897294,0.819126819126819,393.180873180873,0.672916666666667,646,29.1666666666667,16.0514285714286,28.1666666666667,33.0355029585799
"2025-08-02 10:00:00|Monitor10.txt|11",11,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.53651197778035,772.577248003703,0.558486636584519,268.073585560569,0.525520833333333,504.5,0,300,67080,0.568355308813324,818.431644691187,0.615384615384615,295.384615384615,0.544791666666667,523,480,600,60780,0.587092297015961,845.412907702984,0.627858627858628,301.372141372141,0.566666666666667,544,600,480,63540,0.528799444829979,761.47120055517,0.501039501039501,240.498960498961,0.542708333333333,521,2820,540,57840,0.569743233865371,820.430256766135,0.567567567567568,272.432432432432,0.570833333333333,548,5520,840,67440,0.54823039555864,789.451769604441,0.613305613305613,294.386694386694,0.515625,495,2880,840,21180,0.418459403192228,602.581540596808,0.43035343035343,206.569646569647,0.4125,396,21.3333333333333,27.640625,24.5,33.8503401360544
"2025-08-02 10:00:00|Monitor10.txt|12",12,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.583613007753732,840.402731165375,0.76049982644915,365.039916695592,0.495138888888889,475.333333333333,0,420,58380,0.530187369882026,763.469812630118,0.659043659043659,316.340956340956,0.465625,447,2400,720,56160,0.531575294934074,765.468424705066,0.673596673596674,323.326403326403,0.460416666666667,442,3600,900,77400,0.521859819569743,751.47814018043,0.642411642411642,308.357588357588,0.461458333333333,443,360,900,8280,0.614850798056905,885.385149201943,0.844074844074844,405.155925155925,0.5,480,840,1860,54600,0.630811936155448,908.369188063845,0.817047817047817,392.182952182952,0.5375,516,1500,660,11160,0.673143650242887,969.326856349757,0.927234927234927,445.072765072765,0.545833333333333,524,22.3333333333333,23.5597014925373,26.1666666666667,33.7452229299363
"2025-08-02 10:00:00|Monitor10.txt|13",13,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.580835551440806,836.40319407476,0.680666435265533,326.719888927456,0.530902777777778,509.666666666667,0,300,65880,0.641915336571825,924.358084663428,0.754677754677755,362.245322245322,0.585416666666667,562,1920,300,76500,0.580152671755725,835.419847328244,0.667359667359667,320.33264033264,0.536458333333333,515,1920,2040,78180,0.612768910478834,882.387231089521,0.706860706860707,339.293139293139,0.565625,543,5160,2820,51720,0.587786259541985,846.412213740458,0.673596673596674,323.326403326403,0.544791666666667,523,1080,300,55080,0.551006245662734,793.448993754337,0.636174636174636,305.363825363825,0.508333333333333,488,1080,300,62940,0.512144344205413,737.487855655795,0.646569646569647,310.35343035343,0.444791666666667,427,27.6666666666667,16.8493975903614,21.6666666666667,43.6769230769231
"2025-08-02 10:00:00|Monitor10.txt|15",15,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.616711028816109,888.063881495197,0.696286011801458,334.2172856647,0.576909722222222,553.833333333333,0,360,66360,0.605135322692575,871.394864677307,0.704781704781705,338.295218295218,0.555208333333333,533,540,1200,81000,0.68147120055517,981.318528799445,0.735966735966736,353.264033264033,0.654166666666667,628,180,1560,76260,0.661346287300486,952.338653712699,0.715176715176715,343.284823284823,0.634375,609,1800,720,53940,0.605829285218598,872.394170714781,0.663201663201663,318.336798336798,0.577083333333333,554,420,540,23940,0.560027758501041,806.439972241499,0.607068607068607,291.392931392931,0.536458333333333,515,2400,1620,78240,0.586398334489938,844.41360166551,0.750519750519751,360.24948024948,0.504166666666667,484,22.6666666666667,21.4191176470588,27,34.4012345679012
"2025-08-02 10:00:00|Monitor10.txt|18",18,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.46881148015276,675.088531419975,0.591114196459563,283.73481430059,0.407638888888889,391.333333333333,420,1020,65940,0.502428868841083,723.497571131159,0.659043659043659,316.340956340956,0.423958333333333,407,780,1680,15300,0.528799444829979,761.47120055517,0.773388773388773,371.226611226611,0.40625,390,1860,2400,68520,0.483691880638446,696.516308119362,0.656964656964657,315.343035343035,0.396875,381,1080,300,78840,0.455239417071478,655.544760582929,0.586278586278586,281.413721413721,0.389583333333333,374,1080,660,12120,0.442748091603053,637.557251908397,0.501039501039501,240.498960498961,0.413541666666667,397,1620,300,70020,0.401110340041638,577.598889659958,0.372141372141372,178.627858627859,0.415625,399,22.1666666666667,27.5864661654135,27.3333333333333,29.6463414634146
"2025-08-02 10:00:00|Monitor10.txt|20",20,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.66485360490684,957.389191065849,0.886150642138146,425.35230822631,0.554166666666667,532,0,420,52260,0.66412213740458,956.335877862595,0.852390852390852,409.147609147609,0.569791666666667,547,540,660,12540,0.637751561415684,918.362248438584,0.937629937629938,450.06237006237,0.4875,468,960,2640,63600,0.643997224149896,927.35600277585,0.798336798336798,383.201663201663,0.566666666666667,544,420,4380,58080,0.718945176960444,1035.28105482304,0.958419958419958,460.04158004158,0.598958333333333,575,600,420,65880,0.649548924358085,935.350451075642,0.873180873180873,419.126819126819,0.5375,516,540,2760,50400,0.673143650242887,969.326856349757,0.88981288981289,427.110187110187,0.564583333333333,542,15.6666666666667,29.2978723404255,23.1666666666667,40.9280575539568
"2025-08-02 10:00:00|Monitor10.txt|22",22,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.655132507811596,943.390811248698,0.888580354043735,426.518569940993,0.538368055555556,516.833333333333,420,660,1140,0.687716863289382,990.312283136711,0.975051975051975,468.024948024948,0.54375,522,420,1380,5100,0.676613462873005,974.323386537127,0.943866943866944,453.056133056133,0.542708333333333,521,540,840,66360,0.6911866759195,995.30881332408,0.941787941787942,452.058212058212,0.565625,543,480,300,5520,0.639139486467731,920.360860513532,0.933471933471933,448.066528066528,0.491666666666667,472,780,360,78480,0.659958362248439,950.340041637752,0.814968814968815,391.185031185031,0.582291666666667,559,660,420,51360,0.57529493407356,828.424705065926,0.717255717255717,344.282744282744,0.504166666666667,484,15.8333333333333,29.5368421052632,24,39.4791666666667
"2025-08-02 10:00:00|Monitor10.txt|23",23,"2025-08-02 10:00:00|Monitor10.txt",2025-08-02T10:00:00Z,2025-08-08T11:59:00Z,"OK","M","DGRP380","21.5C","Winter","NA","08:12","M10","Batch4b_DGRP",0.625043397754889,900.062492767041,0.771607080874696,370.371398819854,0.551736111111111,529.666666666667,0,360,52920,0.637751561415684,918.362248438584,0.738045738045738,354.261954261954,0.5875,564,1920,600,51600,0.668979875086745,963.331020124913,0.802494802494803,385.197505197505,0.602083333333333,578,2340,3720,16740,0.65440666204025,942.34559333796,0.814968814968815,391.185031185031,0.573958333333333,551,900,1380,79200,0.618320610687023,890.381679389313,0.817047817047817,392.182952182952,0.51875,498,900,540,49680,0.562803608605135,810.437196391395,0.733887733887734,352.266112266112,0.477083333333333,458,5040,360,49920,0.608605135322693,876.391394864677,0.723492723492724,347.276507276507,0.551041666666667,529,25.5,17.921568627451,33,28.8282828282828
