"id","region_id","experiment_id","start_datetime","stop_datetime","status","Sex","Genotype","Temperature","Treatment","Environment","Light","monitor","Batch","Sleep_Fraction_All","Sleep_Time_All","Sleep_Fraction_L","Sleep_Time_L","Sleep_Fraction_D","Sleep_Time_D","Day1_latency","Day1_first_bout_length","Day1_latency_to_longest_bout","Day1_Sleep_Fraction_All","Day1_Sleep_Time_All","Day1_Sleep_Fraction_L","Day1_Sleep_Time_L","Day1_Sleep_Fraction_D","Day1_Sleep_Time_D","Day2_latency","Day2_first_bout_length","Day2_latency_to_longest_bout","Day2_Sleep_Fraction_All","Day2_Sleep_Time_All","Day2_Sleep_Fraction_L","Day2_Sleep_Time_L","Day2_Sleep_Fraction_D","Day2_Sleep_Time_D","Day3_latency","Day3_first_bout_length","Day3_latency_to_longest_bout","Day3_Sleep_Fraction_All","Day3_Sleep_Time_All","Day3_Sleep_Fraction_L","Day3_Sleep_Time_L","Day3_Sleep_Fraction_D","Day3_Sleep_Time_D","Day4_latency","Day4_first_bout_length","Day4_latency_to_longest_bout","Day4_Sleep_Fraction_All","Day4_Sleep_Time_All","Day4_Sleep_Fraction_L","Day4_Sleep_Time_L","Day4_Sleep_Fraction_D","Day4_Sleep_Time_D","Day5_latency","Day5_first_bout_length","Day5_latency_to_longest_bout","Day5_Sleep_Fraction_All","Day5_Sleep_Time_All","Day5_Sleep_Fraction_L","Day5_Sleep_Time_L","Day5_Sleep_Fraction_D","Day5_Sleep_Time_D","Day6_latency","Day6_first_bout_length","Day6_latency_to_longest_bout","Day6_Sleep_Fraction_All","Day6_Sleep_Time_All","Day6_Sleep_Fraction_L","Day6_Sleep_Time_L","Day6_Sleep_Fraction_D","Day6_Sleep_Time_D","n_Bouts_L","mean_Bout_Length_L","n_Bouts_D","mean_Bout_Length_D"
"2025-08-16 10:00:00|Monitor10.txt|02",2,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.542066890406203,780.576322184932,0.720236029156543,345.713293995141,0.452951388888889,434.833333333333,0,480,61560,0.599583622484386,863.400416377516,0.775467775467775,372.224532224532,0.511458333333333,491,420,2340,56100,0.632199861207495,910.367800138792,0.877338877338877,421.122661122661,0.509375,489,660,1560,54300,0.488549618320611,703.511450381679,0.762993762993763,366.237006237006,0.351041666666667,337,900,1200,58380,0.425399028452464,612.574600971548,0.596673596673597,286.403326403326,0.339583333333333,326,120,4440,55920,0.551006245662734,793.448993754337,0.598752598752599,287.401247401247,0.527083333333333,506,900,660,5460,0.556557945870923,801.443442054129,0.711018711018711,341.288981288981,0.479166666666667,460,24,23.4930555555556,18.5,46.2072072072072
"2025-08-16 10:00:00|Monitor10.txt|03",3,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.740192107394977,1065.87663464877,0.686220062478306,329.385629989587,0.7671875,736.5,420,480,71640,0.693962526023595,999.306037473976,0.735966735966736,353.264033264033,0.672916666666667,646,420,300,59400,0.723802914642609,1042.27619708536,0.752598752598753,361.247401247401,0.709375,681,840,2100,51960,0.754337265787648,1086.24566273421,0.661122661122661,317.338877338877,0.801041666666667,769,600,2040,39540,0.755725190839695,1088.24427480916,0.667359667359667,320.33264033264,0.8,768,660,3120,62760,0.721721027064539,1039.27827897294,0.638253638253638,306.361746361746,0.763541666666667,733,600,660,51180,0.791811242192922,1140.20818875781,0.663201663201663,318.336798336798,0.85625,822,33.6666666666667,13.6980198019802,41.1666666666667,22.663967611336
"2025-08-16 10:00:00|Monitor10.txt|05",5,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.483971762527485,696.919338039579,0.681707740367928,327.219715376605,0.385069444444444,369.666666666667,540,300,8700,0.451075641915337,649.548924358085,0.548856548856549,263.451143451143,0.402083333333333,386,1080,2160,41400,0.512144344205413,737.487855655795,0.711018711018711,341.288981288981,0.4125,396,60,300,5640,0.482303955586398,694.517696044414,0.765072765072765,367.234927234927,0.340625,327,1860,960,12300,0.482997918112422,695.517002081888,0.769230769230769,369.230769230769,0.339583333333333,326,1200,480,15000,0.439972241498959,633.560027758501,0.582120582120582,279.417879417879,0.36875,354,1320,3360,13980,0.535739070090215,771.46426092991,0.713097713097713,342.286902286902,0.446875,429,27,20.1358024691358,42.6666666666667,20.19140625
"2025-08-16 10:00:00|Monitor10.txt|06",6,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.543224163869922,782.242795972688,0.648385977091288,311.225269003818,0.490625,471,960,480,61080,0.54823039555864,789.451769604441,0.634095634095634,304.365904365904,0.505208333333333,485,180,300,42600,0.598889659958362,862.401110340042,0.731808731808732,351.268191268191,0.532291666666667,511,1260,360,8460,0.501040943789035,721.498959056211,0.646569646569647,310.35343035343,0.428125,411,720,2640,5040,0.543372657876475,782.456627342124,0.702702702702703,337.297297297297,0.463541666666667,445,480,1020,10440,0.571131158917419,822.428868841083,0.677754677754678,325.322245322245,0.517708333333333,497,420,720,9840,0.49618320610687,714.503816793893,0.494802494802495,237.505197505198,0.496875,477,30.5,18.9508196721311,43.5,18.8697318007663
"2025-08-16 10:00:00|Monitor10.txt|07",7,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.517995602360838,745.913667399607,0.706004859423811,338.882332523429,0.423958333333333,407,0,360,1620,0.56557945870923,814.434420541291,0.808731808731809,388.191268191268,0.44375,426,1320,8820,1320,0.650936849410132,937.34906315059,0.920997920997921,442.079002079002,0.515625,495,1200,1560,9000,0.4941013185288,711.505898681471,0.756756756756757,363.243243243243,0.3625,348,1020,600,12240,0.38029146426093,547.619708535739,0.507276507276507,243.492723492724,0.316666666666667,304,420,1740,49320,0.448993754337266,646.551006245663,0.538461538461538,258.461538461539,0.404166666666667,388,1800,600,4380,0.568355308813324,818.431644691187,0.702702702702703,337.297297297297,0.501041666666667,481,24,22.9305555555556,47.8333333333333,17.7247386759582
"2025-08-16 10:00:00|Monitor10.txt|08",8,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.533155884735563,767.744474019211,0.838250607427976,402.360291565429,0.380555555555556,365.333333333333,0,360,420,0.638445523941707,919.361554476058,0.902286902286902,433.097713097713,0.50625,486,780,9480,780,0.597501734906315,860.402498265094,0.933471933471933,448.066528066528,0.429166666666667,412,420,1020,79980,0.580846634281749,836.419153365718,0.871101871101871,418.128898128898,0.435416666666667,418,840,3600,9000,0.518390006939625,746.48160999306,0.810810810810811,389.189189189189,0.371875,357,840,5580,6660,0.514226231783484,740.485773768217,0.812889812889813,390.18711018711,0.364583333333333,350,540,300,11280,0.349757113115892,503.650242886884,0.696465696465697,334.303534303534,0.176041666666667,169,17.3333333333333,33.25,38,22.1184210526316
"2025-08-16 10:00:00|Monitor10.txt|09",9,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.422983450989469,609.096169424835,0.629642485248178,302.228392919125,0.319618055555556,306.833333333333,120,1560,9180,0.666897987508675,960.333102012491,0.968814968814969,465.031185031185,0.515625,495,2100,1200,14820,0.541290770298404,779.458709229702,0.798336798336798,383.201663201663,0.4125,396,900,1560,54720,0.331020124913255,476.668979875087,0.534303534303534,256.465696465697,0.229166666666667,220,1920,1020,55440,0.301873698820264,434.69812630118,0.451143451143451,216.548856548857,0.227083333333333,218,1440,1680,11640,0.469812630117974,676.530187369882,0.64033264033264,307.359667359667,0.384375,369,3120,1080,5700,0.227619708535739,327.772380291464,0.384615384615385,184.615384615385,0.148958333333333,143,20,35.175,19.3333333333333,36.8448275862069
"2025-08-16 10:00:00|Monitor10.txt|10",10,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.304710102997338,438.782548316167,0.604998264491496,290.399166955918,0.154513888888889,148.333333333333,1140,600,12000,0.482303955586398,694.517696044414,0.767151767151767,368.232848232848,0.339583333333333,326,420,1380,57360,0.427480916030534,615.57251908397,0.72972972972973,350.27027027027,0.276041666666667,265,540,1200,56580,0.270645385149202,389.729354614851,0.588357588357588,282.411642411642,0.111458333333333,107,120,600,5760,0.224843858431645,323.775156141568,0.596673596673597,286.403326403326,0.0385416666666667,37,900,600,13740,0.240111034004164,345.759888965996,0.58004158004158,278.419958419958,0.0697916666666667,67,1080,300,9720,0.183206106870229,263.81679389313,0.365904365904366,175.634095634096,0.0916666666666667,88,30.8333333333333,23.2162162162162,15.6666666666667,45.0531914893617
"2025-08-16 10:00:00|Monitor10.txt|11",11,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.342090035875477,492.609651660687,0.546685178757376,262.40888580354,0.239756944444444,230.166666666667,780,600,57660,0.427480916030534,615.57251908397,0.748440748440749,359.251559251559,0.266666666666667,256,360,660,7800,0.452463566967384,651.547536433033,0.604989604989605,290.39501039501,0.376041666666667,361,1020,960,7980,0.282442748091603,406.717557251908,0.488565488565489,234.511434511435,0.179166666666667,172,300,360,15600,0.271339347675226,390.728660652325,0.440748440748441,211.559251559252,0.186458333333333,179,540,420,15000,0.315752949340736,454.684247050659,0.521829521829522,250.47817047817,0.2125,204,420,660,5160,0.302567661346287,435.697432338654,0.471933471933472,226.528066528067,0.217708333333333,209,34.6666666666667,16.1826923076923,40.8333333333333,20.9673469387755
"2025-08-16 10:00:00|Monitor10.txt|15",15,"2025-08-16 10:00:00|Monitor10.txt",2025-08-16T10:00:00Z,2025-08-22T11:59:00Z,"OK","M","DGRP712","21.5C","Winter","NA","08:12","M10","Batch4c_DGRP",0.436176368475871,628.093970605254,0.713988198542173,342.714335300243,0.297222222222222,285.333333333333,900,2040,4140,0.562803608605135,810.437196391395,0.831600831600832,399.168399168399,0.428125,411,660,540,56400,0.553782095766829,797.446217904233,0.802494802494803,385.197505197505,0.429166666666667,412,300,540,16500,0.47883414295628,689.521165857044,0.852390852390852,409.147609147609,0.291666666666667,280,1200,720,60720,0.416377515614157,599.583622484386,0.550935550935551,264.449064449064,0.348958333333333,335,300,2160,9660,0.41707147814018,600.58292852186,0.754677754677755,362.245322245322,0.247916666666667,238,1620,300,9540,0.186675919500347,268.8133240805,0.484407484407485,232.515592515593,0.0375,36,28.8333333333333,16.0057803468208,30,31.3333333333333
