Genotype	Batch	slot	value	n_flies	signal	zt	nb	n	label
"CS"	"Batch14_DGRP"	36	0.00833333333333334	12	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	37	0.0238888888888889	12	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	38	0.0466666666666667	12	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	39	0.0733333333333333	12	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	40	0.0683333333333333	12	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	41	0.0827777777777778	12	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	42	0.134444444444444	12	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	43	0.205	12	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	44	0.277777777777778	12	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	45	0.33	12	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	46	0.17	12	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch14_DGRP"	47	0.113333333333333	12	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	0	0.282	30	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	1	0.295555555555556	30	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	2	0.259777777777778	30	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	3	0.217555555555556	30	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	4	0.213111111111111	30	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	5	0.226	30	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	6	0.232222222222222	30	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	7	0.204888888888889	30	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	8	0.221111111111111	30	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	9	0.216222222222222	30	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	10	0.250444444444444	30	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	11	0.243111111111111	30	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	12	0.267555555555556	30	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	13	0.268222222222222	30	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	14	0.609555555555556	30	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	15	0.617333333333333	30	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	16	0.608666666666667	30	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	17	0.648444444444445	30	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	18	0.672	30	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	19	0.700222222222222	30	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	20	0.667333333333333	30	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	21	0.553333333333333	30	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	22	0.334222222222222	30	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	23	0.195333333333333	30	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	24	0.114888888888889	30	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	25	0.0526666666666667	30	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	26	0.0391111111111111	30	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	27	0.0411111111111111	30	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	28	0.0406666666666667	30	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	29	0.0528888888888889	30	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	30	0.0384444444444445	30	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	31	0.0462222222222222	30	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	32	0.0542222222222222	30	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	33	0.0571111111111111	30	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	34	0.0602222222222222	30	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	35	0.0788888888888889	30	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	36	0.0744444444444444	30	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	37	0.0788888888888889	30	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	38	0.100666666666667	30	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	39	0.115333333333333	30	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	40	0.122666666666667	30	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	41	0.148222222222222	30	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	42	0.2	30	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	43	0.275333333333333	30	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	44	0.344666666666667	30	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	45	0.401777777777778	30	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	46	0.364666666666667	30	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch15_DGRP"	47	0.299777777777778	30	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	0	0.281449275362319	23	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	1	0.256811594202899	23	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	2	0.240579710144928	23	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	3	0.214782608695652	23	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	4	0.190144927536232	23	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	5	0.197101449275362	23	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	6	0.178260869565217	23	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	7	0.176811594202899	23	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	8	0.149855072463768	23	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	9	0.178550724637681	23	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	10	0.180869565217391	23	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	11	0.18463768115942	23	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	12	0.185797101449275	23	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	13	0.18695652173913	23	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	14	0.481449275362319	23	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	15	0.566086956521739	23	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	16	0.610434782608696	23	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	17	0.620289855072464	23	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	18	0.652173913043478	23	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	19	0.627246376811594	23	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	20	0.603188405797101	23	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	21	0.496811594202899	23	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	22	0.373623188405797	23	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	23	0.211594202898551	23	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	24	0.123188405797101	23	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	25	0.071304347826087	23	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	26	0.0565217391304348	23	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	27	0.0611594202898551	23	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	28	0.0484057971014493	23	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	29	0.0576811594202899	23	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	30	0.0649275362318841	23	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	31	0.0660869565217391	23	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	32	0.0823188405797101	23	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	33	0.0791304347826087	23	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	34	0.0991304347826087	23	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	35	0.0791304347826087	23	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	36	0.0794202898550725	23	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	37	0.0997101449275362	23	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	38	0.124057971014493	23	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	39	0.15768115942029	23	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	40	0.151304347826087	23	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	41	0.174202898550725	23	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	42	0.284347826086957	23	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	43	0.368405797101449	23	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	44	0.408985507246377	23	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	45	0.43304347826087	23	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	46	0.326376811594203	23	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch16_DGRP"	47	0.250434782608696	23	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	0	0.152063492063492	21	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	1	0.177460317460317	21	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	2	0.157142857142857	21	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	3	0.132698412698413	21	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	4	0.114285714285714	21	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	5	0.104761904761905	21	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	6	0.080952380952381	21	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	7	0.0736507936507937	21	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	8	0.0904761904761905	21	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	9	0.086984126984127	21	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	10	0.0768253968253968	21	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	11	0.0961904761904762	21	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	12	0.0825396825396825	21	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	13	0.0882539682539683	21	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	14	0.527936507936508	21	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	15	0.635555555555556	21	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	16	0.626349206349206	21	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	17	0.641269841269841	21	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	18	0.663174603174603	21	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	19	0.681587301587302	21	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	20	0.62	21	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	21	0.475873015873016	21	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	22	0.28031746031746	21	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	23	0.111428571428571	21	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	24	0.0323809523809524	21	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	25	0.00952380952380952	21	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	26	0.00825396825396825	21	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	27	0.00444444444444444	21	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	28	0.0073015873015873	21	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	29	0.00888888888888889	21	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	30	0.0123809523809524	21	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	31	0.00984126984126984	21	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	32	0.0244444444444444	21	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	33	0.0225396825396825	21	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	34	0.0234920634920635	21	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	35	0.0193650793650794	21	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	36	0.0253968253968254	21	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	37	0.026984126984127	21	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	38	0.0326984126984127	21	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	39	0.0444444444444444	21	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	40	0.0349206349206349	21	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	41	0.0415873015873016	21	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	42	0.111111111111111	21	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	43	0.232380952380952	21	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	44	0.360952380952381	21	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	45	0.395238095238095	21	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	46	0.257142857142857	21	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch18_DGRP"	47	0.150793650793651	21	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	0	0.329876543209877	27	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	1	0.34	27	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	2	0.338765432098765	27	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	3	0.291604938271605	27	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	4	0.291358024691358	27	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	5	0.263950617283951	27	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	6	0.257777777777778	27	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	7	0.237283950617284	27	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	8	0.219259259259259	27	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	9	0.20641975308642	27	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	10	0.206666666666667	27	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	11	0.221975308641975	27	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	12	0.242716049382716	27	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	13	0.254814814814815	27	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	14	0.669382716049383	27	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	15	0.720493827160494	27	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	16	0.719753086419753	27	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	17	0.751851851851852	27	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	18	0.783950617283951	27	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	19	0.796296296296296	27	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	20	0.78	27	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	21	0.656543209876543	27	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	22	0.420493827160494	27	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	23	0.237777777777778	27	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	24	0.154814814814815	27	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	25	0.120246913580247	27	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	26	0.118271604938272	27	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	27	0.136296296296296	27	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	28	0.139753086419753	27	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	29	0.14	27	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	30	0.151851851851852	27	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	31	0.136296296296296	27	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	32	0.154814814814815	27	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	33	0.161481481481481	27	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	34	0.192592592592593	27	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	35	0.188148148148148	27	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	36	0.207407407407407	27	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	37	0.211111111111111	27	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	38	0.220246913580247	27	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	39	0.213333333333333	27	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	40	0.22962962962963	27	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	41	0.32	27	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	42	0.400493827160494	27	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	43	0.460987654320988	27	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	44	0.552098765432099	27	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	45	0.601975308641975	27	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	46	0.420987654320988	27	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch19_DGRP"	47	0.362222222222222	27	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	0	0.479540229885058	29	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	1	0.505747126436782	29	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	2	0.455632183908046	29	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	3	0.392183908045977	29	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	4	0.392873563218391	29	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	5	0.362988505747126	29	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	6	0.323448275862069	29	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	7	0.274942528735632	29	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	8	0.268735632183908	29	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	9	0.274252873563218	29	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	10	0.254252873563218	29	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	11	0.247879508521601	29	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	12	0.282298850574713	29	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	13	0.276091954022988	29	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	14	0.656091954022989	29	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	15	0.616781609195402	29	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	16	0.68551724137931	29	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	17	0.713103448275862	29	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	18	0.729885057471264	29	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	19	0.731494252873563	29	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	20	0.62735632183908	29	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	21	0.460689655172414	29	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	22	0.268045977011494	29	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	23	0.160229885057471	29	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
