Genotype	Batch	slot	value	n_flies	signal	zt	nb	n	label
"CS"	"Batch22_DGRP"	24	0.114252873563218	29	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	25	0.109885057471264	29	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	26	0.12	29	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	27	0.130114942528736	29	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	28	0.145747126436782	29	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	29	0.143908045977011	29	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	30	0.146206896551724	29	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	31	0.140975029726516	29	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	32	0.157931034482759	29	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	33	0.140689655172414	29	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	34	0.153333333333333	29	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	35	0.140459770114943	29	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	36	0.155632183908046	29	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	37	0.149885057471264	29	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	38	0.159080459770115	29	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	39	0.17448275862069	29	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	40	0.165977011494253	29	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	41	0.199770114942529	29	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	42	0.294712643678161	29	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	43	0.44183908045977	29	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	44	0.560919540229885	29	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	45	0.631264367816092	29	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	46	0.502988505747126	29	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch22_DGRP"	47	0.47816091954023	29	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	0	0.354814814814815	27	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	1	0.348641975308642	27	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	2	0.34641975308642	27	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	3	0.31283950617284	27	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	4	0.315308641975309	27	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	5	0.315061728395062	27	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	6	0.315555555555556	27	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	7	0.284691358024691	27	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	8	0.278518518518519	27	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	9	0.26320987654321	27	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	10	0.273333333333333	27	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	11	0.293086419753086	27	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	12	0.28962962962963	27	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	13	0.312592592592593	27	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	14	0.658271604938272	27	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	15	0.737037037037037	27	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	16	0.737530864197531	27	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	17	0.736543209876543	27	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	18	0.734567901234568	27	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	19	0.742222222222222	27	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	20	0.733333333333333	27	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	21	0.63358024691358	27	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	22	0.462716049382716	27	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	23	0.311111111111111	27	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	24	0.214074074074074	27	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	25	0.152098765432099	27	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	26	0.154567901234568	27	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	27	0.17358024691358	27	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	28	0.174320987654321	27	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	29	0.169876543209877	27	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	30	0.176049382716049	27	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	31	0.160246913580247	27	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	32	0.186666666666667	27	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	33	0.167901234567901	27	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	34	0.196049382716049	27	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	35	0.228888888888889	27	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	36	0.234814814814815	27	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	37	0.242469135802469	27	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	38	0.26	27	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	39	0.287407407407407	27	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	40	0.306913580246914	27	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	41	0.391111111111111	27	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	42	0.450617283950617	27	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	43	0.522222222222222	27	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	44	0.584691358024691	27	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	45	0.531851851851852	27	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	46	0.433333333333333	27	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch23_DGRP"	47	0.365925925925926	27	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	0	0.347246376811594	23	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	1	0.354782608695652	23	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	2	0.308985507246377	23	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	3	0.32	23	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	4	0.258550724637681	23	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	5	0.241449275362319	23	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	6	0.248115942028986	23	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	7	0.220579710144928	23	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	8	0.228405797101449	23	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	9	0.226376811594203	23	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	10	0.225507246376812	23	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	11	0.255652173913043	23	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	12	0.28463768115942	23	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	13	0.273623188405797	23	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	14	0.551884057971015	23	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	15	0.591304347826087	23	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	16	0.625797101449275	23	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	17	0.635072463768116	23	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	18	0.702608695652174	23	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	19	0.688405797101449	23	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	20	0.632173913043478	23	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	21	0.535942028985507	23	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	22	0.348985507246377	23	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	23	0.214492753623188	23	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	24	0.114202898550725	23	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	25	0.0649275362318841	23	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	26	0.0510144927536232	23	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	27	0.0472463768115942	23	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	28	0.0426086956521739	23	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	29	0.0466666666666667	23	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	30	0.0515942028985507	23	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	31	0.0591304347826087	23	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	32	0.0582608695652174	23	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	33	0.056231884057971	23	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	34	0.0710144927536232	23	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	35	0.092463768115942	23	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	36	0.087536231884058	23	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	37	0.0997101449275362	23	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	38	0.101739130434783	23	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	39	0.11536231884058	23	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	40	0.123478260869565	23	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	41	0.150724637681159	23	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	42	0.205217391304348	23	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	43	0.291594202898551	23	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	44	0.417391304347826	23	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	45	0.531594202898551	23	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	46	0.459420289855073	23	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch24_DGRP"	47	0.415652173913044	23	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	0	0.299540229885058	29	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	1	0.294252873563218	29	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	2	0.28183908045977	29	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	3	0.254022988505747	29	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	4	0.246436781609195	29	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	5	0.244827586206897	29	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	6	0.206896551724138	29	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	7	0.208045977011494	29	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	8	0.188965517241379	29	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	9	0.212873563218391	29	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	10	0.214942528735632	29	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	11	0.219540229885057	29	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	12	0.239080459770115	29	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	13	0.251724137931035	29	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	14	0.504597701149425	29	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	15	0.625747126436782	29	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	16	0.706206896551724	29	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	17	0.703448275862069	29	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	18	0.71632183908046	29	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	19	0.73264367816092	29	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	20	0.670804597701149	29	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	21	0.513563218390805	29	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	22	0.363448275862069	29	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	23	0.191264367816092	29	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	24	0.104137931034483	29	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	25	0.0836781609195402	29	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	26	0.0751724137931035	29	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	27	0.0593103448275862	29	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	28	0.0588505747126437	29	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	29	0.0462068965517241	29	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	30	0.0381609195402299	29	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	31	0.0540229885057471	29	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	32	0.0475862068965517	29	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	33	0.063448275862069	29	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	34	0.06	29	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	35	0.0733333333333333	29	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	36	0.0793103448275862	29	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	37	0.0868965517241379	29	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	38	0.115632183908046	29	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	39	0.115862068965517	29	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	40	0.132413793103448	29	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	41	0.175862068965517	29	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	42	0.252183908045977	29	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	43	0.337931034482759	29	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	44	0.403218390804598	29	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	45	0.437931034482759	29	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	46	0.412413793103448	29	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch25_DGRP"	47	0.33264367816092	29	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	0	0.657634408602151	31	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	1	0.645806451612903	31	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	2	0.530967741935484	31	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	3	0.480645161290323	31	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	4	0.450322580645161	31	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	5	0.453548387096774	31	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	6	0.399784946236559	31	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	7	0.391182795698925	31	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	8	0.333978494623656	31	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	9	0.299569892473118	31	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	10	0.267311827956989	31	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	11	0.263870967741936	31	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	12	0.268172043010753	31	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	13	0.247956989247312	31	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	14	0.274623655913979	31	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	15	0.276344086021505	31	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	16	0.307741935483871	31	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	17	0.335698924731183	31	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	18	0.679139784946237	31	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	19	0.74989247311828	31	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	20	0.680645161290323	31	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	21	0.601720430107527	31	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	22	0.483225806451613	31	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	23	0.321720430107527	31	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	24	0.225376344086022	31	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	25	0.162365591397849	31	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	26	0.124731182795699	31	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	27	0.11505376344086	31	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	28	0.103010752688172	31	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	29	0.11247311827957	31	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	30	0.128172043010753	31	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	31	0.113763440860215	31	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	32	0.144516129032258	31	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	33	0.155913978494624	31	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	34	0.135913978494624	31	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	35	0.156129032258065	31	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	36	0.169032258064516	31	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	37	0.193763440860215	31	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	38	0.145376344086022	31	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	39	0.140215053763441	31	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	40	0.169677419354839	31	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	41	0.167956989247312	31	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	42	0.169032258064516	31	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	43	0.198924731182796	31	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	44	0.228817204301075	31	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	45	0.299354838709677	31	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	46	0.441935483870968	31	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch26_DGRP"	47	0.589247311827957	31	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	0	0.690114942528736	29	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	1	0.680689655172414	29	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	2	0.61632183908046	29	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	3	0.525977011494253	29	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	4	0.54367816091954	29	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	5	0.525057471264368	29	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	6	0.496551724137931	29	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	7	0.488505747126437	29	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	8	0.437471264367816	29	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	9	0.407126436781609	29	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	10	0.380229885057471	29	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	11	0.413333333333333	29	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
