trait	rank	n	expected	observed	low	high
"NightSleepChange"	809496	1428812	0.246760650173913	0.248122997821112	0.246138335066521	0.247384065275441
"NightSleepChange"	816714	1428812	0.242905354629368	0.24409543045842	0.242289419975347	0.243522384786589
"NightSleepChange"	823997	1428812	0.239049722023441	0.240092037971054	0.238440177881275	0.239660357217173
"NightSleepChange"	831345	1428812	0.235194061088952	0.236188050231957	0.234590917819658	0.235798290997492
"NightSleepChange"	838759	1428812	0.231338154668515	0.232342572251915	0.230741423838536	0.231935967764143
"NightSleepChange"	846238	1428812	0.227482822358343	0.228369165319224	0.226892515045987	0.228074207602053
"NightSleepChange"	853785	1428812	0.223626822863261	0.224420860184513	0.223042953126602	0.224211766234545
"NightSleepChange"	861398	1428812	0.219771482026544	0.220541321712073	0.219194062658	0.220349970771688
"NightSleepChange"	869080	1428812	0.215915583189533	0.216719737535417	0.215344630003712	0.216487601530953
"NightSleepChange"	876830	1428812	0.212059936255169	0.212865545800885	0.211495464739073	0.212625468743446
"NightSleepChange"	884649	1428812	0.208204343557205	0.209015038634799	0.20764637060144	0.208763373338767
"NightSleepChange"	892537	1428812	0.204349103535299	0.20516075602288	0.20379764664516	0.204901613141872
"NightSleepChange"	900497	1428812	0.200493059852148	0.201261675966816	0.199948139661913	0.201039028684926
"NightSleepChange"	908527	1428812	0.196637489641608	0.197349399256805	0.196099125848495	0.197176898039879
"NightSleepChange"	916628	1428812	0.192782206523815	0.193505276599615	0.192250420419121	0.193315033232264
"NightSleepChange"	924802	1428812	0.188926563529694	0.189672700518698	0.188401378854597	0.189452784842136
"NightSleepChange"	933049	1428812	0.185070869994112	0.185749073801694	0.184552311376119	0.185590461318047
"NightSleepChange"	941370	1428812	0.181214965790368	0.181774106386045	0.180703059618852	0.18172790077096
"NightSleepChange"	949764	1428812	0.177359613658635	0.177933311449436	0.176854386564656	0.17786586569982
"NightSleepChange"	958234	1428812	0.1735037392255	0.174072363794297	0.173005221345603	0.174003278224348
"NightSleepChange"	966779	1428812	0.169648105367151	0.170237082910514	0.169156327248017	0.170140900811055
"NightSleepChange"	975400	1428812	0.1657925603875	0.166350009968141	0.16530755466846	0.166278579670749
"NightSleepChange"	984098	1428812	0.161936960492026	0.162571295356726	0.161458762001291	0.162416168819596
"NightSleepChange"	992874	1428812	0.158081169578805	0.158684336673399	0.157609815439427	0.158553529860405
"NightSleepChange"	1001728	1428812	0.154225492579386	0.154821312784684	0.153761021549752	0.154690966089393
"NightSleepChange"	1010661	1428812	0.150369796670812	0.151017557555292	0.14991225005593	0.150828342136566
"NightSleepChange"	1019673	1428812	0.146514382239087	0.147124929342461	0.146063803258768	0.146965956473119
"NightSleepChange"	1028766	1428812	0.142658697407618	0.143234265612013	0.142215132899297	0.143103253604037
"NightSleepChange"	1037940	1428812	0.138803049169482	0.139287164406849	0.138366548214247	0.139240538278749
"NightSleepChange"	1047196	1428812	0.134947321719216	0.135361378499419	0.134517936604307	0.135377691485254
"NightSleepChange"	1056534	1428812	0.131091817035048	0.131520142792934	0.130669602695416	0.131515012554069
"NightSleepChange"	1065956	1428812	0.127236014260957	0.127615855308949	0.126821030047824	0.127651976212155
"NightSleepChange"	1075461	1428812	0.123380624967097	0.123775229232557	0.122972932603542	0.123789291658177
"NightSleepChange"	1085052	1428812	0.119524737346153	0.119896716888628	0.11912440428414	0.11992604135486
"NightSleepChange"	1094728	1428812	0.115669061143861	0.116054237631692	0.115276157816966	0.116062932066682
"NightSleepChange"	1104490	1428812	0.111813497479686	0.112175165497401	0.111428099197186	0.11219986003706
"NightSleepChange"	1114339	1428812	0.107957953521152	0.108292537330119	0.107580140873542	0.108336727151951
"NightSleepChange"	1124276	1428812	0.10410234231563	0.104488504531328	0.103732201633439	0.104473440718364
"NightSleepChange"	1134302	1428812	0.100246582625719	0.100581706992269	0.0998842065005892	0.100609913237457
"NightSleepChange"	1144417	1428812	0.0963909782577954	0.0967167949514393	0.0960364653577069	0.0967464424392693
"NightSleepChange"	1154622	1428812	0.0925354488615925	0.0928762933142521	0.0921889053791127	0.0928829404486261
"NightSleepChange"	1164918	1428812	0.0886799195056216	0.088939918639505	0.0883414599375545	0.0890193240294886
"NightSleepChange"	1175306	1428812	0.0848243205227635	0.0851287107990567	0.0844940685725969	0.0851555143077491
"NightSleepChange"	1185787	1428812	0.0809685873591205	0.0812040290283793	0.0806466769878085	0.0812914364717479
"NightSleepChange"	1196361	1428812	0.0771130234389501	0.077313977943673	0.0767995992901595	0.0774273832630285
"NightSleepChange"	1207030	1428812	0.0732572045633998	0.0733782333785823	0.0729524250130217	0.0735629167499364
"NightSleepChange"	1217794	1428812	0.0694014373510089	0.069602205540056	0.0691054746191511	0.069698329706798
"NightSleepChange"	1228653	1428812	0.0655460203495417	0.0657217817901171	0.0652590625318315	0.0658339048058497
"NightSleepChange"	1239610	1428812	0.0616901931349461	0.0618667086087515	0.061412449199237	0.0619688607499892
"NightSleepChange"	1250664	1428812	0.0578346136594518	0.0579845019932395	0.0575663131711748	0.0581038348941422
"NightSleepChange"	1261817	1428812	0.0539788869096929	0.0541888414446811	0.0537202863509249	0.0542384053077638
"NightSleepChange"	1273069	1428812	0.0501233166525562	0.0503192597794969	0.0498747024727777	0.0503728457903363
"NightSleepChange"	1284421	1428812	0.0462678605101095	0.0464572681487774	0.0460295560668443	0.0465070770556224
"NightSleepChange"	1295875	1428812	0.04241214504376	0.0425809320348459	0.0421845194751763	0.0426406798838839
"NightSleepChange"	1307431	1428812	0.0385564769626606	0.0387754508552735	0.0383399538920146	0.0387739064991885
"NightSleepChange"	1319090	1428812	0.0347008256658174	0.034927241936278	0.0344958984588978	0.0349066565577641
"NightSleepChange"	1330853	1428812	0.0308451642626255	0.0310783088238318	0.0306524161965716	0.0310388132574142
"NightSleepChange"	1342721	1428812	0.0269894694558993	0.027185043520133	0.0268096031093392	0.027170233999227
"NightSleepChange"	1354694	1428812	0.0231340420123278	0.0232901688891795	0.0229679229271911	0.0233010565865794
"NightSleepChange"	1366775	1428812	0.0192782214770535	0.0193091230858247	0.0191269542397031	0.0194303815194921
"NightSleepChange"	1378963	1428812	0.0154226330424212	0.0154461347482707	0.0152876838181444	0.0155584724115884
"NightSleepChange"	1391260	1428812	0.0115669461537136	0.0115708157878087	0.0114503963321072	0.011684383483347
"NightSleepChange"	1403666	1428812	0.00771146328543058	0.00770899376099579	0.00761659220471221	0.00780721926048269
"NightSleepChange"	1416183	1428812	0.00385586558368312	0.00387200732415107	0.00378905804500769	0.00392355542493027
"NightSleepChange"	1428812	1428812	1.51977502240161e-07	0	7.69547307875778e-09	1.12125317490794e-06
"MovingShapePC1"	1	1428812	6.45600508468319	5.99509852120067	5.58808118614251	7.7515489911084
"MovingShapePC1"	2	1428812	5.97888382996352	5.35728427497776	5.40899247187304	6.7707841977896
"MovingShapePC1"	3	1428812	5.75703508034717	5.31063430441807	5.2961568063128	6.36351433175329
"MovingShapePC1"	4	1428812	5.61090704466893	5.31063430441807	5.2121114320032	6.11760194399391
"MovingShapePC1"	5	1428812	5.50176257524386	5.31063430441807	5.14460870796777	5.94452607560786
"MovingShapePC1"	6	1428812	5.41461239952496	5.23682966440832	5.08796732186177	5.81217820573161
"MovingShapePC1"	7	1428812	5.34206173237635	5.21696015362486	5.03905047605807	5.70559448437545
"MovingShapePC1"	8	1428812	5.2799138256275	5.05596814227525	4.99593038895917	5.61667331889984
"MovingShapePC1"	9	1428812	5.22555616330491	5.0194417227988	4.9573321800234	5.54056528441907
"MovingShapePC1"	10	1428812	5.17725148373036	4.87187225019188	4.92236633081577	5.47415063480451
"MovingShapePC1"	11	1428812	5.13378578994927	4.77566380001747	4.89038622679355	5.41531027647687
"MovingShapePC1"	12	1428812	5.09427724866559	4.69017189049954	4.86090633120729	5.36254238705642
"MovingShapePC1"	13	1428812	5.05806507601115	4.6511073871611	4.83355233146386	5.31474570309114
"MovingShapePC1"	14	1428812	5.0246413205242	4.61197521539239	4.80802929438253	5.27108977484634
"MovingShapePC1"	15	1428812	4.99360708678423	4.58142197557446	4.78410051939201	5.23093356160598
"MovingShapePC1"	16	1428812	4.96464339084891	4.54642177272158	4.7615730318943	5.19377232715579
"MovingShapePC1"	17	1428812	4.9374911448053	4.52177125999184	4.74028735304873	5.15920183710958
"MovingShapePC1"	18	1428812	4.91193704033291	4.52099510275613	4.72011011171758	5.12689353050522
"MovingShapePC1"	19	1428812	4.88780336061619	4.51988809126112	4.70092859739	5.09657687595495
"MovingShapePC1"	20	1428812	4.86494047765669	4.51476849549125	4.68264667046555	5.06802656249515
"MovingShapePC1"	21	1428812	4.84322122796345	4.46503520760533	4.6651816418041	5.04105302333312
"MovingShapePC1"	22	1428812	4.8225366291036	4.46503520760533	4.6484618573704	5.01549530678885
"MovingShapePC1"	23	1428812	4.80279257090784	4.4257186506673	4.63242480437718	4.99121563201153
"MovingShapePC1"	24	1428812	4.78390722674747	4.41102614457474	4.61701560893327	4.96809517481626
"MovingShapePC1"	25	1428812	4.76580900465467	4.37036719420128	4.60218583159852	4.94603076561509
"MovingShapePC1"	26	1428812	4.74843490858525	4.33151064780131	4.58789249242127	4.92493227314267
"MovingShapePC1"	27	1428812	4.7317292150824	4.27586345474851	4.57409727474062	4.90472051042184
"MovingShapePC1"	28	1428812	4.71564239518894	4.26649217689216	4.56076586968157	4.88532554307219
"MovingShapePC1"	29	1428812	4.70013022901069	4.26531135763183	4.54786743243036	4.86668531091841
"MovingShapePC1"	30	1428812	4.68515307304104	4.25147862483928	4.53537412809687	4.84874449597357
"MovingShapePC1"	31	1428812	4.67067524967242	4.22284587543665	4.52326074995958	4.8314535859386
"MovingShapePC1"	32	1428812	4.6566645352296	4.22074631822202	4.51150439663313	4.81476809417196
"MovingShapePC1"	33	1428812	4.64309172804033	4.22010350191454	4.50008419753777	4.79864790586659
"MovingShapePC1"	34	1428812	4.62993028198236	4.21387137102553	4.48898107822383	4.78305672677114
"MovingShapePC1"	35	1428812	4.61715599394593	4.1926828502871	4.47817755878253	4.76796161580023
"MovingShapePC1"	36	1428812	4.60474673596411	4.17786789530943	4.46765757988234	4.75333258671202
"MovingShapePC1"	37	1428812	4.59268222456273	4.17693025729974	4.45740635199538	4.73914226699294
"MovingShapePC1"	38	1428812	4.58094382129149	4.16886255546565	4.44741022418974	4.72536560439363
"MovingShapePC1"	39	1428812	4.5695143595107	4.16557484529973	4.43765656950901	4.71197961336818
"MovingShapePC1"	40	1428812	4.55837799339274	4.15858984395392	4.42813368447743	4.69896315509654
"MovingShapePC1"	41	1428812	4.54752006580454	4.15503599153466	4.41883070068595	4.68629674590496
"MovingShapePC1"	42	1428812	4.53692699230711	4.15180780291681	4.40973750675243	4.6739623898084
"MovingShapePC1"	43	1428812	4.52658615896889	4.14419806957305	4.40084467922468	4.66194343162948
"MovingShapePC1"	44	1428812	4.51648583206457	4.13926262618643	4.39214342122064	4.65022442774122
"MovingShapePC1"	45	1428812	4.50661507803827	4.13926262618643	4.38362550778608	4.63879103196214
"MovingShapePC1"	46	1428812	4.49696369236209	4.13467034567354	4.37528323710372	4.62762989452687
"MovingShapePC1"	47	1428812	4.48752213612925	4.1334120086925	4.36710938681564	4.61672857237929
"MovingShapePC1"	48	1428812	4.47828147939434	4.13262680611774	4.35909717482733	4.60607544930273
"MovingShapePC1"	49	1428812	4.46923335041694	4.12383529443043	4.35124022405132	4.59565966462421
"MovingShapePC1"	50	1428812	4.46036989008564	4.12383529443043	4.34353253062318	4.58547104941395
"MovingShapePC1"	51	1428812	4.45168371090054	4.10244932927205	4.3359684351865	4.57550006925685
"MovingShapePC1"	52	1428812	4.44316785997801	4.1024443807709	4.32854259689695	4.56573777280166
"MovingShapePC1"	53	1428812	4.43481578561325	4.08603311225902	4.32124996984148	4.55617574540389
"MovingShapePC1"	54	1428812	4.42662130699798	4.08417663082938	4.31408578160757	4.54680606727022
"MovingShapePC1"	55	1428812	4.41857858674256	4.08399268311667	4.30704551377098	4.53762127559151
"MovingShapePC1"	56	1428812	4.41068210589653	4.08334395413932	4.30012488409889	4.52861433021763
"MovingShapePC1"	57	1428812	4.40292664119977	4.08083924256633	4.29331983029031	4.51977858248511
"MovingShapePC1"	58	1428812	4.39530724432957	4.07991947888062	4.28662649509651	4.51110774685711
"MovingShapePC1"	59	1428812	4.38781922293702	4.07590325938293	4.28004121268318	4.50259587507736
"MovingShapePC1"	60	1428812	4.38045812329065	4.06739687948075	4.27356049611138	4.49423733257601
"MovingShapePC1"	61	1428812	4.37321971436674	4.0644972685961	4.26718102582905	4.48602677689644
"MovingShapePC1"	62	1428812	4.36609997324379	4.06384630817503	4.26089963907612	4.47795913793948
"MovingShapePC1"	63	1428812	4.35909507167513	4.06039788990202	4.2547133201176	4.47002959984458
"MovingShapePC1"	64	1428812	4.35220136372723	4.05850148707325	4.24861919122797	4.4622335843483
"MovingShapePC1"	65	1428812	4.34541537438394	4.05709797290941	4.24261450435826	4.45456673547828
"MovingShapePC1"	66	1428812	4.33873378902742	4.04344788807235	4.23669663342482	4.44702490545632
"MovingShapePC1"	67	1428812	4.3321534437161	4.03672371393475	4.23086306716453	4.43960414169803
"MovingShapePC1"	68	1428812	4.32567131618818	4.03403342889512	4.22511140250734	4.43230067480853
"MovingShapePC1"	69	1428812	4.31928451752678	4.03147128949238	4.21943933842166	4.42511090748414
"MovingShapePC1"	70	1428812	4.31299028442909	4.02514073447093	4.21384467019257	4.41803140423951
"MovingShapePC1"	71	1428812	4.30678597202781	4.02263266227599	4.20832528409672	4.41105888188763
"MovingShapePC1"	72	1428812	4.30066904721812	4.02236006160163	4.20287915244143	4.40419020070777
"MovingShapePC1"	73	1428812	4.29463708244821	4.01657986000587	4.19750432893826	4.39742235624254
"MovingShapePC1"	74	1428812	4.28868774993501	4.0160671541735	4.19219894438444	4.39075247167126
"MovingShapePC1"	75	1428812	4.28281881627091	4.00470447752289	4.18696120262774	4.38417779071178
"MovingShapePC1"	76	1428812	4.27702813739002	4.00470447752289	4.18178937679277	4.37769567100751
"MovingShapePC1"	77	1428812	4.27131365386559	4.00175243477906	4.1766818057485	4.37130357796052
"MovingShapePC1"	78	1428812	4.26567338651289	3.99709561736929	4.17163689079887	4.36499907897517
"MovingShapePC1"	79	1428812	4.26010543227395	3.98950499394254	4.16665309257951	4.35877983807985
"MovingShapePC1"	80	1428812	4.25460796036273	3.98265775336041	4.16172892814561	4.35264361089766
"MovingShapePC1"	81	1428812	4.24917920865134	3.97999939780742	4.15686296823665	4.34658823993911
"MovingShapePC1"	82	1428812	4.24381748027923	3.9719047801482	4.15205383470548	4.34061165019262
"MovingShapePC1"	83	1428812	4.23852114046928	3.97123766724569	4.14730019809988	4.33471184499035
"MovingShapePC1"	84	1428812	4.2332886135356	3.96885825424528	4.14260077538591	4.32888690212919
"MovingShapePC1"	85	1428812	4.22811838006951	3.96666069887342	4.13795432780307	4.32313497022821
"MovingShapePC1"	86	1428812	4.22300897429103	3.95169806334662	4.13335965884241	4.31745426530554
"MovingShapePC1"	87	1428812	4.21795898155439	3.95136789441423	4.12881561233893	4.31184306755902
"MovingShapePC1"	88	1428812	4.21296703599689	3.944109686543	4.12432107067082	4.30629971833623
"MovingShapePC1"	89	1428812	4.20803181832138	3.944109686543	4.11987495305835	4.30082261728087
"MovingShapePC1"	90	1428812	4.20315205370329	3.94392643670175	4.11547621395575	4.29541021964307
"MovingShapePC1"	91	1428812	4.198326509814	3.92984017844977	4.11112384153022	4.29006103374277
"MovingShapePC1"	92	1428812	4.19355399495276	3.92661895438266	4.10681685622233	4.28477361857569
"MovingShapePC1"	93	1428812	4.18883335628017	3.9224976477812	4.10255430938257	4.27954658155235
"MovingShapePC1"	94	1428812	4.18416347814669	3.91995103242115	4.09833528197952	4.27437857636159
"MovingShapePC1"	95	1428812	4.17954328050994	3.91947452354077	4.09415888337479	4.26926830095024
"MovingShapePC1"	96	1428812	4.17497171743546	3.91769944361815	4.090024250161	4.26421449561159
"MovingShapePC1"	97	1428812	4.17044777567541	3.91624662242999	4.08593054505858	4.25921594117574
"MovingShapePC1"	98	1428812	4.16597047332067	3.91411744345475	4.0818769558682	4.25427145729523
"MovingShapePC1"	99	1428812	4.16153885852159	3.91195609787086	4.07786269447519	4.24937990082024
"MovingShapePC1"	100	1428812	4.15715200827348	3.91195609787086	4.07388699590305	4.24454016425762
"MovingShapePC1"	101	1428812	4.1528090272627	3.90990779384607	4.06994911741315	4.23975117430869
"MovingShapePC1"	102	1428812	4.14850904676997	3.90951974111036	4.06604833764784	4.23501189048108
"MovingShapePC1"	103	1428812	4.14425122362743	3.90951974111036	4.06218395581459	4.23032130377011
"MovingShapePC1"	104	1428812	4.14003473922627	3.90896296227248	4.05835529090881	4.22567843540554
"MovingShapePC1"	105	1428812	4.13585879857213	3.90846317441559	4.05456168097304	4.22108233566002
"MovingShapePC1"	106	1428812	4.13172262938549	3.90601130041926	4.05080248239066	4.21653208271537
"MovingShapePC1"	107	1428812	4.12762548124445	3.90302050543322	4.04707706921207	4.21202678158366
"MovingShapePC1"	108	1428812	4.12356662476758	3.90302050543322	4.04338483251164	4.20756556307965
"MovingShapePC1"	109	1428812	4.11954535083466	3.90112794030686	4.03972517977368	4.20314758284195
"MovingShapePC1"	110	1428812	4.11556096984307	3.89917816105305	4.036097534306	4.19877202039996
"MovingShapePC1"	111	1428812	4.11161281099807	3.89869981953232	4.0325013346794	4.19443807828424
"MovingShapePC1"	112	1428812	4.10770022163502	3.89437742414352	4.02893603419188	4.19014498117765
"MovingShapePC1"	113	1428812	4.10382256657182	3.89437742414352	4.02540110035623	4.18589197510536
"MovingShapePC1"	114	1428812	4.09997922749006	3.89186136233755	4.02189601440968	4.18167832666133
"MovingShapePC1"	115	1428812	4.0961696023433	3.8847224086041	4.01842027084471	4.17750332226952
"MovingShapePC1"	116	1428812	4.09239310479104	3.88218865857369	4.01497337695961	4.17336626747782
"MovingShapePC1"	117	1428812	4.08864916365717	3.88110397176813	4.01155485242814	4.16926648628315
"MovingShapePC1"	118	1428812	4.08493722241145	3.88016697511301	4.00816422888705	4.16520332048586
"MovingShapePC1"	119	1428812	4.08125673867308	3.86507738794676	4.00480104954074	4.16117612907223
"MovingShapePC1"	120	1428812	4.07760718373505	3.86431091743641	4.00146486878211	4.15718428762328
"MovingShapePC1"	121	1428812	4.07398804210832	3.86002336564947	3.99815525182892	4.15322718774886
"MovingShapePC1"	122	1428812	4.07039881108487	3.85621103382175	3.99487177437477	4.14930423654552
"MovingShapePC1"	123	1428812	4.06683900031865	3.85621103382175	3.99161402225412	4.14541485607707
"MovingShapePC1"	124	1428812	4.06330813142352	3.85621103382175	3.98838159112058	4.14155848287673
"MovingShapePC1"	125	1428812	4.05980573758745	3.84733868956681	3.98517408613794	4.13773456746967
"MovingShapePC1"	126	1428812	4.05633136320215	3.84431484509539	3.98199112168324	4.13394257391515
"MovingShapePC1"	127	1428812	4.05288456350737	3.83644805497748	3.97883232106137	4.13018197936711
"MovingShapePC1"	128	1428812	4.04946490424923	3.8362365186586	3.9756973162307	4.12645227365244
"MovingShapePC1"	129	1428812	4.04607196135189	3.8362365186586	3.97258574753914	4.12275295886603
"MovingShapePC1"	130	1428812	4.04270532060193	3.8362365186586	3.96949726347027	4.11908354898188
"MovingShapePC1"	131	1428812	4.0393645773449	3.8348209862264	3.96643152039895	4.11544356947941
"MovingShapePC1"	132	1428812	4.03604933619343	3.8348209862264	3.96338818235613	4.11183255698433
"MovingShapePC1"	133	1428812	4.03275921074638	3.83416830428525	3.96036692080234	4.1082500589234
"MovingShapePC1"	134	1428812	4.02949382331861	3.83416830428525	3.95736741440952	4.10469563319243
"MovingShapePC1"	135	1428812	4.02625280468078	3.83416830428525	3.95438934885079	4.10116884783686
"MovingShapePC1"	136	1428812	4.02303579380878	3.83157323504014	3.95143241659793	4.09766928074446
"MovingShapePC1"	137	1428812	4.01984243764243	3.83047838926121	3.94849631672603	4.09419651934951
"MovingShapePC1"	138	1428812	4.01667239085292	3.83047838926121	3.9455807547252	4.090750160348
"MovingShapePC1"	139	1428812	4.01352531561874	3.83047838926121	3.94268544231895	4.08732980942336
"MovingShapePC1"	140	1428812	4.01040088140959	3.83047838926121	3.93981009728896	4.08393508098222
"MovingShapePC1"	141	1428812	4.00729876477811	3.82283591211117	3.93695444330592	4.08056559789981
"MovingShapePC1"	142	1428812	4.00421864915889	3.81729154203091	3.93411820976637	4.07722099127455
"MovingShapePC1"	143	1428812	4.00116022467468	3.81729154203091	3.93130113163504	4.07390090019143
"MovingShapePC1"	144	1428812	3.99812318794919	3.81688111768276	3.92850294929268	4.07060497149389
"MovingShapePC1"	145	1428812	3.99510724192664	3.81260620194008	3.92572340838899	4.06733285956366
"MovingShapePC1"	146	1428812	3.99211209569728	3.81104059669711	3.92296225970061	4.06408422610846
"MovingShapePC1"	147	1428812	3.98913746432908	3.8042940252529	3.92021925899376	4.06085873995697
"MovingShapePC1"	148	1428812	3.98618306870502	3.80392334642396	3.91749416689157	4.05765607686106
"MovingShapePC1"	149	1428812	3.98324863536597	3.80313049270563	3.91478674874572	4.05447591930468
"MovingShapePC1"	150	1428812	3.98033389635876	3.80026127360665	3.91209677451234	4.05131795631937
"MovingShapePC1"	151	1428812	3.97743858908934	3.79167153179779	3.90942401863197	4.04818188330603
"MovingShapePC1"	152	1428812	3.97456245618088	3.79142160442614	3.90676825991338	4.04506740186267
"MovingShapePC1"	153	1428812	3.9717052453364	3.7893123663521	3.90412928142114	4.04197421961792
"MovingShapePC1"	154	1428812	3.968866709206	3.78558006070426	3.90150687036686	4.03890205007015
"MovingShapePC1"	155	1428812	3.96604660525835	3.78423821914754	3.8989008180038	4.03585061243184
"MovingShapePC1"	156	1428812	3.96324469565635	3.78346200474659	3.89631091952483	4.03281963147908
"MovingShapePC1"	157	1428812	3.96046074713674	3.78312976565471	3.89373697396368	4.02980883740602
"MovingShapePC1"	158	1428812	3.95769453089358	3.78192423945753	3.89117878409914	4.02681796568397
"MovingShapePC1"	159	1428812	3.95494582246543	3.77627308514961	3.88863615636238	4.02384675692511
"MovingShapePC1"	160	1428812	3.952214401626	3.77258124915643	3.88610890074696	4.02089495675052
"MovingShapePC1"	161	1428812	3.94950005227831	3.77165354643964	3.88359683072177	4.01796231566241
"MovingShapePC1"	162	1428812	3.94680256235208	3.76897410586041	3.88109976314648	4.01504858892043
"MovingShapePC1"	163	1428812	3.94412172370431	3.76673983757975	3.87861751818965	4.0121535364218
"MovingShapePC1"	164	1428812	3.9414573320229	3.76673983757975	3.87614991924922	4.00927692258526
"MovingShapePC1"	165	1428812	3.93880918673321	3.76333176456753	3.87369679287547	4.00641851623854
"MovingShapePC1"	166	1428812	3.93617709090747	3.75073803230119	3.87125796869617	4.00357809050937
"MovingShapePC1"	167	1428812	3.93356085117687	3.74647784632857	3.86883327934404	4.0007554227198
"MovingShapePC1"	168	1428812	3.93096027764634	3.74489159269917	3.86642256038623	3.99795029428373
"MovingShapePC1"	169	1428812	3.92837518381185	3.74279676974473	3.86402565025599	3.99516249060756
"MovingShapePC1"	170	1428812	3.9258053864801	3.74000497819798	3.86164239018618	3.99239180099382
"MovingShapePC1"	171	1428812	3.92325070569069	3.73720967606834	3.85927262414486	3.98963801854774
"MovingShapePC1"	172	1428812	3.92071096464041	3.73589557202131	3.85691619877256	3.98690094008647
"MovingShapePC1"	173	1428812	3.91818598960991	3.73566630743275	3.85457296332144	3.98418036605113
"MovingShapePC1"	174	1428812	3.91567560989231	3.72906974171824	3.85224276959622	3.98147610042137
"MovingShapePC1"	175	1428812	3.91317965772401	3.72493523804978	3.8499254718966	3.97878795063242
"MovingShapePC1"	176	1428812	3.91069796821736	3.72447673381261	3.8476209269615	3.9761157274946
"MovingShapePC1"	177	1428812	3.90823037929536	3.72146360059304	3.84532899391472	3.97345924511508
"MovingShapePC1"	178	1428812	3.90577673162809	3.71990216863557	3.84304953421214	3.97081832082201
"MovingShapePC1"	179	1428812	3.90333686857099	3.7150123727768	3.84078241159043	3.96819277509068
"MovingShapePC1"	180	1428812	3.90091063610487	3.71141545503271	3.83852749201703	3.96558243147186
"MovingShapePC1"	181	1428812	3.89849788277753	3.70681208224882	3.8362846436417	3.96298711652216
"MovingShapePC1"	182	1428812	3.89609845964707	3.70681208224882	3.83405373674916	3.96040665973633
"MovingShapePC1"	183	1428812	3.89371222022671	3.70219792114133	3.83183464371318	3.95784089348142
"MovingShapePC1"	184	1428812	3.8913390204311	3.70138050151543	3.82962723895183	3.95528965293287
"MovingShapePC1"	185	1428812	3.88897871852412	3.70123422773812	3.8274313988839	3.95275277601224
"MovingShapePC1"	186	1428812	3.88663117506814	3.69553101514583	3.82524700188653	3.95023010332672
"MovingShapePC1"	187	1428812	3.8842962528745	3.69474969102695	3.82307392825393	3.94772147811033
"MovingShapePC1"	188	1428812	3.88197381695547	3.69298130643708	3.82091206015721	3.94522674616662
"MovingShapePC1"	189	1428812	3.87966373447739	3.68863399935741	3.8187612816052	3.942745755813
"MovingShapePC1"	190	1428812	3.87736587471511	3.68483815241585	3.81662147840634	3.94027835782653
"MovingShapePC1"	191	1428812	3.87508010900757	3.68469734456802	3.81449253813156	3.93782440539119
"MovingShapePC1"	192	1428812	3.87280631071456	3.68273499686504	3.81237435007809	3.9353837540465
"MovingShapePC1"	193	1428812	3.87054435517468	3.68119607309797	3.81026680523419	3.93295626163757
"MovingShapePC1"	194	1428812	3.86829411966427	3.68101893550528	3.80816979624479	3.9305417882664
"MovingShapePC1"	195	1428812	3.86605548335748	3.68100643440478	3.806083217378	3.92814019624451
"MovingShapePC1"	196	1428812	3.86382832728732	3.68100643440478	3.80400696449249	3.92575135004676
"MovingShapePC1"	197	1428812	3.86161253430776	3.6765663799799	3.80194093500562	3.9233751162664
"MovingShapePC1"	198	1428812	3.85940798905673	3.67578547284803	3.79988502786243	3.92101136357128
"MovingShapePC1"	199	1428812	3.85721457792007	3.67354329091287	3.79783914350536	3.91865996266112
"MovingShapePC1"	200	1428812	3.85503218899644	3.67328736771881	3.79580318384476	3.91632078622599
"MovingShapePC1"	201	1428812	3.852860712063	3.67138190593235	3.79377705223005	3.91399370890573
"MovingShapePC1"	203	1428812	3.84855006146852	3.66766255054697	3.78975389356372	3.90937535968206
"MovingShapePC1"	205	1428812	3.84428177667584	3.66074338892982	3.78576892203334	3.90480394962786
"MovingShapePC1"	206	1428812	3.84216326280712	3.66025250457787	3.78379052932957	3.90253555301134
"MovingShapePC1"	208	1428812	3.83795698797109	3.65510690617647	3.77986148710751	3.89803280427879
"MovingShapePC1"	210	1428812	3.83379106171689	3.6528203058642	3.77596885976213	3.8935747047193
"MovingShapePC1"	212	1428812	3.82966471730814	3.64104157757134	3.7721119729179	3.88916038484128
"MovingShapePC1"	214	1428812	3.82557720965816	3.63351353768661	3.76829017083749	3.88478900020332
"MovingShapePC1"	216	1428812	3.82152781452245	3.62718001832103	3.7645028157394	3.88045973046349
"MovingShapePC1"	218	1428812	3.81751582772855	3.62275569132035	3.76074928714675	3.87617177847321
"MovingShapePC1"	220	1428812	3.81354056444106	3.6172753278818	3.75702898126522	3.87192436941333
"MovingShapePC1"	222	1428812	3.80960135846012	3.61686352516839	3.75334131038885	3.86771674996989
"MovingShapePC1"	224	1428812	3.80569756155125	3.61651496699129	3.74968570233208	3.86354818754759
"MovingShapePC1"	226	1428812	3.80182854280522	3.60925913304708	3.74606159988666	3.85941796951873
"MovingShapePC1"	228	1428812	3.79799368802607	3.60816545830671	3.74246846030215	3.85532540250595
"MovingShapePC1"	230	1428812	3.79419239914592	3.60614763860929	3.73890575478882	3.85126981169669
"MovingShapePC1"	232	1428812	3.79042409366523	3.60447267207127	3.73537296804174	3.84725054018798
