Batch,file,region_id,status,start_datetime,stop_datetime,Sex,Genotype,Temperature,Treatment,Environment,Light,monitor
Batch8_DGRP,Monitor5.txt,1,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,2,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,3,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,4,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,5,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,6,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,7,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,8,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,9,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,10,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,11,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,12,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,13,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,14,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,15,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
Batch8_DGRP,Monitor5.txt,16,OK,2025-09-20 10:00:00,2025-09-26 10:20:00,M,DGRP40,21.5C,Winter,NA,08:12,M5
