trait	Genotype	FID	batchFE	raw	n_batches	total_flies
"NightPDoze"	"DGRP38"	"line_38"	-0.924746294394708	-1.20312208951916	1	25
"NightPDoze"	"DGRP380"	"line_380"	-1.52793953363974	-1.59337222029537	3	63
"NightPDoze"	"DGRP381"	"line_381"	-0.618549912335871	-0.703983330101813	1	27
"NightPDoze"	"DGRP382"	"line_382"	-0.912524875023499	-1.13532337045313	1	17
"NightPDoze"	"DGRP383"	"line_383"	-1.91644157970476	-1.2249981255759	1	21
"NightPDoze"	"DGRP385"	"line_385"	-0.022413001957123	-0.107846419723066	1	29
"NightPDoze"	"DGRP386"	"line_386"	-1.24950461785103	-1.23821654331457	2	41
"NightPDoze"	"DGRP390"	"line_390"	-1.27187480141843	-1.35730821918437	1	23
"NightPDoze"	"DGRP391"	"line_391"	-0.878436033740117	-0.896189390066402	4	89
"NightPDoze"	"DGRP392"	"line_392"	-1.03180366298497	-0.34036020885611	1	31
"NightPDoze"	"DGRP395"	"line_395"	-1.00734127949172	-0.315897825362866	1	25
"NightPDoze"	"DGRP397"	"line_397"	-1.33163055136279	-0.640187097233929	1	28
"NightPDoze"	"DGRP399"	"line_399"	-0.701725999126362	-0.781191150431525	2	46
"NightPDoze"	"DGRP40"	"line_40"	-0.808667980409818	-0.750642343944297	3	48
"NightPDoze"	"DGRP405"	"line_405"	-1.88439618570464	-1.19295273157578	1	24
"NightPDoze"	"DGRP406"	"line_406"	-1.95749679820612	-1.26605334407726	1	22
"NightPDoze"	"DGRP409"	"line_409"	-0.672542257982871	-0.550005332045228	2	31
"NightPDoze"	"DGRP41"	"line_41"	-0.860696176332091	-1.03786824197381	1	25
"NightPDoze"	"DGRP426"	"line_426"	-1.3099536115925	-0.618510157463638	1	15
"NightPDoze"	"DGRP427"	"line_427"	-1.42732311456536	-0.735879660436499	1	22
"NightPDoze"	"DGRP437"	"line_437"	-1.9281215900061	-1.84993730978754	3	49
"NightPDoze"	"DGRP439"	"line_439"	-1.72463549979094	-1.03319204566208	1	27
"NightPDoze"	"DGRP440"	"line_440"	-1.72245032554522	-1.03100687141636	1	25
"NightPDoze"	"DGRP441"	"line_441"	-0.849470550063735	-0.640732213198519	3	61
"NightPDoze"	"DGRP443"	"line_443"	-2.20028841887038	-1.50884496474152	1	25
"NightPDoze"	"DGRP45"	"line_45"	-0.445212611302679	-0.622384676944401	1	21
"NightPDoze"	"DGRP461"	"line_461"	-0.770213679236616	-0.727150743248902	1	12
"NightPDoze"	"DGRP48"	"line_48"	-0.702471013641023	-0.879643079282746	1	22
"NightPDoze"	"DGRP486"	"line_486"	-0.958399395006157	-0.89512775809775	2	38
"NightPDoze"	"DGRP491"	"line_491"	-0.528446483589153	-0.618314263310109	2	39
"NightPDoze"	"DGRP492"	"line_492"	-0.645794808901845	-0.764714921318145	3	42
"NightPDoze"	"DGRP502"	"line_502"	-1.05370303269006	-1.03195609498771	2	43
"NightPDoze"	"DGRP505"	"line_505"	-0.737781328612001	-0.694718392624286	1	19
"NightPDoze"	"DGRP509"	"line_509"	-0.779009410128788	-0.735946474141074	1	21
"NightPDoze"	"DGRP513"	"line_513"	-0.634513521674618	-0.582428265102446	3	55
"NightPDoze"	"DGRP517"	"line_517"	-0.59369164992095	-0.594954075370271	2	38
"NightPDoze"	"DGRP528"	"line_528"	-1.19100634159344	-1.22696970765194	2	44
"NightPDoze"	"DGRP531"	"line_531"	-1.38461032455201	-1.61147869955586	1	15
"NightPDoze"	"DGRP535"	"line_535"	-2.03205631705754	-2.05255186646511	2	51
"NightPDoze"	"DGRP551"	"line_551"	-1.74314145044564	-1.70007851445792	1	25
"NightPDoze"	"DGRP555"	"line_555"	-0.307382092675417	-0.386847243980575	2	45
"NightPDoze"	"DGRP559"	"line_559"	-1.48208356426404	-1.57052042803867	1	21
"NightPDoze"	"DGRP563"	"line_563"	-1.38188749510739	-1.47032435888203	1	28
"NightPDoze"	"DGRP566"	"line_566"	-2.11133136289668	-2.19976822667132	1	23
"NightPDoze"	"DGRP57"	"line_57"	-2.46389510069772	-2.64106716633944	1	20
"NightPDoze"	"DGRP584"	"line_584"	-1.147568609246	-1.21373114927226	2	28
"NightPDoze"	"DGRP589"	"line_589"	-1.62435595363668	-1.59911415732901	1	21
"NightPDoze"	"DGRP59"	"line_59"	-0.639034842781492	-0.68292305905938	1	27
"NightPDoze"	"DGRP595"	"line_595"	-1.70371463180601	-1.93058300680987	1	31
"NightPDoze"	"DGRP596"	"line_596"	-0.505340605670336	-0.732208980674188	1	30
"NightPDoze"	"DGRP627"	"line_627"	-1.11615020709189	-1.20458707086652	1	15
"NightPDoze"	"DGRP630"	"line_630"	-0.85097385378561	-0.898217441486712	2	41
"NightPDoze"	"DGRP634"	"line_634"	-1.86287359565339	-2.08974197065724	1	24
"NightPDoze"	"DGRP639"	"line_639"	-1.0421510408876	-0.978879403979197	2	32
"NightPDoze"	"DGRP69"	"line_69"	-0.451618301082923	-0.443599822507873	2	29
"NightPDoze"	"DGRP703"	"line_703"	-2.59376000188334	-2.53336537001543	1	31
"NightPDoze"	"DGRP705"	"line_705"	-1.4612467298223	-1.5878782214046	2	39
"NightPDoze"	"DGRP707"	"line_707"	-0.84895536785808	-0.911857678423669	2	27
"NightPDoze"	"DGRP712"	"line_712"	-1.54293678068887	-1.47966514378046	2	39
"NightPDoze"	"DGRP714"	"line_714"	-0.0746048453330301	-0.101957146726454	1	8
"NightPDoze"	"DGRP716"	"line_716"	-1.91003630513843	-1.84964167327053	1	19
"NightPDoze"	"DGRP721"	"line_721"	-1.02762046636044	-1.11605733013507	1	21
"NightPDoze"	"DGRP73"	"line_73"	-0.137952455812942	-0.196332094249564	2	25
"NightPDoze"	"DGRP730"	"line_730"	-0.898593771432161	-0.978058922737324	2	58
"NightPDoze"	"DGRP732"	"line_732"	-1.23346713296755	-1.17019549605914	2	41
"NightPDoze"	"DGRP737"	"line_737"	-1.05750014942573	-0.997105517557825	1	29
"NightPDoze"	"DGRP738"	"line_738"	-1.02845694492736	-1.12202735455907	1	28
"NightPDoze"	"DGRP748"	"line_748"	-1.12587816210865	-1.17312174980975	2	42
"NightPDoze"	"DGRP75"	"line_75"	-0.851421807954699	-1.02859387359642	1	24
"NightPDoze"	"DGRP757"	"line_757"	-0.903556622647802	-0.893770271115684	2	40
"NightPDoze"	"DGRP761"	"line_761"	-0.0374852003649585	-0.124684761824547	1	17
"NightPDoze"	"DGRP765"	"line_765"	-2.02837252455777	-2.05736173359054	3	76
"NightPDoze"	"DGRP774"	"line_774"	-0.67755817781325	-0.704910479206685	1	26
"NightPDoze"	"DGRP776"	"line_776"	-0.840737299200996	-0.92917416297563	1	23
"NightPDoze"	"DGRP783"	"line_783"	-1.78522944434357	-1.82768514586642	2	56
"NightPDoze"	"DGRP786"	"line_786"	0.417016058360812	0.389663756967396	1	15
"NightPDoze"	"DGRP787"	"line_787"	-1.00989070379377	-0.949496071925866	1	29
"NightPDoze"	"DGRP790"	"line_790"	-0.980716612536093	-1.01027632794975	1	20
"NightPDoze"	"DGRP796"	"line_796"	-1.69792397220223	-1.74181218848012	1	22
"NightPDoze"	"DGRP799"	"line_799"	-1.63341275974894	-1.66076506114236	1	30
"NightPDoze"	"DGRP801"	"line_801"	-0.0574952106650019	-0.14469477212459	1	24
"NightPDoze"	"DGRP802"	"line_802"	-1.50948069958791	-1.48423890328024	1	23
"NightPDoze"	"DGRP805"	"line_805"	-0.925947277727493	-1.01314683918708	1	26
"NightPDoze"	"DGRP808"	"line_808"	-0.502806538357111	-0.442411906489208	1	24
"NightPDoze"	"DGRP810"	"line_810"	-1.3017233692972	-1.27648157298953	1	30
"NightPDoze"	"DGRP812"	"line_812"	-0.90991165334677	-0.809820661393821	1	17
"NightPDoze"	"DGRP818"	"line_818"	-1.10385208326956	-1.19105164472915	1	18
"NightPDoze"	"DGRP819"	"line_819"	-0.618510685560135	-0.705710247019723	1	30
"NightPDoze"	"DGRP820"	"line_820"	-1.38811837670224	-1.58965975040869	2	44
"NightPDoze"	"DGRP821"	"line_821"	-0.894877220688564	-0.885281478348514	2	30
"NightPDoze"	"DGRP822"	"line_822"	-1.31656481788336	-1.54343319288721	1	28
"NightPDoze"	"DGRP83"	"line_83"	-1.35410641032916	-1.40299567654874	1	17
"NightPDoze"	"DGRP832"	"line_832"	-0.824283713071435	-0.802536775369084	2	25
"NightPDoze"	"DGRP837"	"line_837"	-1.02901959207965	-1.05631711019806	2	36
"NightPDoze"	"DGRP843"	"line_843"	-0.724202071483296	-0.720676610754366	1	22
"NightPDoze"	"DGRP85"	"line_85"	-1.5278152066315	-1.70498727227322	1	21
"NightPDoze"	"DGRP850"	"line_850"	-1.72196803456281	-1.62187704260986	1	19
"NightPDoze"	"DGRP852"	"line_852"	-0.901061626155385	-0.928413927548803	1	23
"NightPDoze"	"DGRP855"	"line_855"	-0.370105049403446	-0.270014057450498	1	22
"NightPDoze"	"DGRP857"	"line_857"	-1.80836828651176	-1.70827729455881	1	28
"NightPDoze"	"DGRP859"	"line_859"	-1.55763860268365	-1.58499090407706	1	31
"NightPDoze"	"DGRP861"	"line_861"	-2.83081130652012	-2.73072031456717	1	20
"NightPDoze"	"DGRP879"	"line_879"	-0.95273502244882	-0.852644030495871	1	19
"NightPDoze"	"DGRP88"	"line_88"	-0.434441327688181	-0.712817122812635	1	22
"NightPDoze"	"DGRP890"	"line_890"	-1.23917475286847	-1.32241162443644	2	55
"NightPDoze"	"DGRP897"	"line_897"	-1.16490762143068	-1.16138216070176	1	23
"NightPDoze"	"DGRP900"	"line_900"	-1.06688208022599	-0.966791088273039	1	28
"NightPDoze"	"DGRP907"	"line_907"	-0.400484515866	-0.340089883998097	1	30
"NightPDoze"	"DGRP908"	"line_908"	-0.482885154583715	-0.422490522715812	1	18
"NightPDoze"	"DGRP91"	"line_91"	-1.43502231693008	-1.46458203234374	1	24
"NightPDoze"	"DGRP911"	"line_911"	-0.658533745922363	-0.63329194961469	1	24
"NightPDoze"	"DGRP913"	"line_913"	-1.03526918347571	-1.03174372274678	1	20
"NightPDoze"	"DGRP93"	"line_93"	-0.334195499330477	-0.380033426772672	1	30
"LDHarmonicR2"	"DGRP100"	"line_100"	0.312877543671527	0.35172682290377	1	28
"LDHarmonicR2"	"DGRP101"	"line_101"	0.232168535627095	0.168636472780922	1	27
"LDHarmonicR2"	"DGRP105"	"line_105"	0.423230941855877	0.365368484090633	1	20
"LDHarmonicR2"	"DGRP109"	"line_109"	0.301231867701924	0.340081146934167	1	30
"LDHarmonicR2"	"DGRP129"	"line_129"	0.223570168993267	0.262419448225509	1	29
"LDHarmonicR2"	"DGRP136"	"line_136"	0.565535199929442	0.480893521194851	1	22
"LDHarmonicR2"	"DGRP142"	"line_142"	0.346616137899173	0.385465417131416	1	30
"LDHarmonicR2"	"DGRP149"	"line_149"	0.453567545750407	0.492416824982649	1	29
"LDHarmonicR2"	"DGRP161"	"line_161"	0.623707026038992	0.663235865299312	2	35
"LDHarmonicR2"	"DGRP176"	"line_176"	0.551327276293627	0.553827451695081	1	29
"LDHarmonicR2"	"DGRP181"	"line_181"	0.650816606503919	0.604443664950965	2	43
"LDHarmonicR2"	"DGRP189"	"line_189"	0.38551021067935	0.393067600159094	2	39
"LDHarmonicR2"	"DGRP195"	"line_195"	0.339174577193055	0.316668660950366	2	33
"LDHarmonicR2"	"DGRP208"	"line_208"	0.581621973561236	0.608860757987833	2	54
"LDHarmonicR2"	"DGRP21"	"line_21"	0.542882699558261	0.545382874959714	1	17
"LDHarmonicR2"	"DGRP217"	"line_217"	0.460178320115247	0.404758499360748	2	41
"LDHarmonicR2"	"DGRP228"	"line_228"	0.379957944269612	0.43198035134316	1	23
"LDHarmonicR2"	"DGRP229"	"line_229"	0.392476345476141	0.431325624708384	1	30
"LDHarmonicR2"	"DGRP235"	"line_235"	0.35211890964689	0.345526328143702	2	28
"LDHarmonicR2"	"DGRP239"	"line_239"	0.423278815106647	0.382689501592518	2	44
"LDHarmonicR2"	"DGRP26"	"line_26"	0.28238456737163	0.309305620609358	2	39
"LDHarmonicR2"	"DGRP280"	"line_280"	0.566034469916259	0.568534645317714	1	27
"LDHarmonicR2"	"DGRP287"	"line_287"	0.334868958325888	0.386891365399436	1	24
"LDHarmonicR2"	"DGRP301"	"line_301"	0.453158242267174	0.384854561299791	1	23
"LDHarmonicR2"	"DGRP303"	"line_303"	0.315849684764539	0.329924419292628	2	42
"LDHarmonicR2"	"DGRP304"	"line_304"	0.547306065591669	0.561380800119758	2	48
"LDHarmonicR2"	"DGRP306"	"line_306"	0.397664339327321	0.400164514728776	1	30
"LDHarmonicR2"	"DGRP307"	"line_307"	0.352644856414002	0.366719590942085	2	51
"LDHarmonicR2"	"DGRP309"	"line_309"	0.138780567311793	0.140789983915269	2	40
"LDHarmonicR2"	"DGRP31"	"line_31"	0.54633500924862	0.482802946402447	1	24
"LDHarmonicR2"	"DGRP310"	"line_310"	0.536760001730705	0.545955115457733	2	49
"LDHarmonicR2"	"DGRP313"	"line_313"	0.592228339562822	0.606303074090906	2	58
"LDHarmonicR2"	"DGRP317"	"line_317"	0.476577359988046	0.517503821309058	1	25
"LDHarmonicR2"	"DGRP318"	"line_318"	0.332002308136661	0.268470245290488	1	24
"LDHarmonicR2"	"DGRP319"	"line_319"	0.404817642043041	0.366147951025192	3	44
"LDHarmonicR2"	"DGRP32"	"line_32"	0.180619471753859	0.271369206343375	1	29
"LDHarmonicR2"	"DGRP320"	"line_320"	0.352826487318853	0.354835903922328	2	31
"LDHarmonicR2"	"DGRP321"	"line_321"	0.716731517368457	0.677180794898714	2	47
"LDHarmonicR2"	"DGRP324"	"line_324"	0.372118129359683	0.386192863887772	2	55
"LDHarmonicR2"	"DGRP332"	"line_332"	0.32230779279468	0.324317209398155	2	39
"LDHarmonicR2"	"DGRP335"	"line_335"	0.274695668493873	0.243917115057234	3	40
"LDHarmonicR2"	"DGRP336"	"line_336"	0.380231240359027	0.310893460348436	4	61
"LDHarmonicR2"	"DGRP338"	"line_338"	0.366527485744434	0.274747501191097	2	39
"LDHarmonicR2"	"DGRP348"	"line_348"	0.449459118573621	0.490385579894633	1	20
"LDHarmonicR2"	"DGRP350"	"line_350"	0.461314280462344	0.502240741783356	1	20
"LDHarmonicR2"	"DGRP352"	"line_352"	0.724371855442745	0.765298316763757	1	25
"LDHarmonicR2"	"DGRP354"	"line_354"	0.242502703347963	0.289030250669978	2	51
"LDHarmonicR2"	"DGRP355"	"line_355"	0.264556398117238	0.316685031440258	1	29
"LDHarmonicR2"	"DGRP356"	"line_356"	0.575465516667405	0.541515880198665	2	44
"LDHarmonicR2"	"DGRP357"	"line_357"	0.430343485991504	0.616709139647313	1	24
"LDHarmonicR2"	"DGRP358"	"line_358"	0.444131285497868	0.458206020025954	2	47
"LDHarmonicR2"	"DGRP359"	"line_359"	0.457483483077048	0.509612116400067	1	23
"LDHarmonicR2"	"DGRP360"	"line_360"	0.632925287606767	0.647000022134855	2	47
"LDHarmonicR2"	"DGRP361"	"line_361"	0.346501311884244	0.35946664715855	2	27
"LDHarmonicR2"	"DGRP362"	"line_362"	0.554761622311075	0.568836356839164	2	59
"LDHarmonicR2"	"DGRP365"	"line_365"	0.709692762397565	0.641389081430182	1	23
"LDHarmonicR2"	"DGRP370"	"line_370"	0.463509121441445	0.515637754764465	1	25
"LDHarmonicR2"	"DGRP371"	"line_371"	0.399482701880009	0.451611335203028	1	28
"LDHarmonicR2"	"DGRP373"	"line_373"	0.335623236321337	0.338123411722791	1	24
"LDHarmonicR2"	"DGRP374"	"line_374"	0.269514927912927	0.311638480041612	1	26
"LDHarmonicR2"	"DGRP375"	"line_375"	0.590204752584615	0.604279487112703	2	44
"LDHarmonicR2"	"DGRP377"	"line_377"	0.58406057655593	0.63618920987895	1	22
"LDHarmonicR2"	"DGRP379"	"line_379"	0.404281204468479	0.346418746703235	1	24
"LDHarmonicR2"	"DGRP38"	"line_38"	0.457172480338576	0.498098941659589	1	25
"LDHarmonicR2"	"DGRP380"	"line_380"	0.670710098708322	0.689860512235059	3	63
"LDHarmonicR2"	"DGRP381"	"line_381"	0.419432501587704	0.471561134910724	1	28
"LDHarmonicR2"	"DGRP382"	"line_382"	0.385564484664283	0.365641664128042	2	32
"LDHarmonicR2"	"DGRP383"	"line_383"	0.461779974671581	0.4362910577687	1	21
"LDHarmonicR2"	"DGRP385"	"line_385"	0.487144987048413	0.539273620371432	1	29
"LDHarmonicR2"	"DGRP386"	"line_386"	0.411325974373142	0.379755665233771	2	41
"LDHarmonicR2"	"DGRP390"	"line_390"	0.249748710303422	0.301877343626442	1	23
"LDHarmonicR2"	"DGRP391"	"line_391"	0.411185370451526	0.424760449983964	4	91
"LDHarmonicR2"	"DGRP392"	"line_392"	0.349581940254954	0.324093023352074	1	31
"LDHarmonicR2"	"DGRP395"	"line_395"	0.408028319908031	0.38253940300515	1	25
"LDHarmonicR2"	"DGRP397"	"line_397"	0.258270514782516	0.232781597879635	1	30
"LDHarmonicR2"	"DGRP399"	"line_399"	0.488759682645315	0.496423526871078	2	46
"LDHarmonicR2"	"DGRP40"	"line_40"	0.446781266536927	0.401946184488533	3	50
"LDHarmonicR2"	"DGRP405"	"line_405"	0.697777249251057	0.672288332348176	1	24
"LDHarmonicR2"	"DGRP406"	"line_406"	0.24860715380419	0.223118236901309	1	22
"LDHarmonicR2"	"DGRP409"	"line_409"	0.385523602494651	0.285568137326475	2	34
"LDHarmonicR2"	"DGRP41"	"line_41"	0.398180477076164	0.48893021166568	1	25
"LDHarmonicR2"	"DGRP426"	"line_426"	0.4494222926015	0.423933375698619	1	15
"LDHarmonicR2"	"DGRP427"	"line_427"	0.628408623543323	0.602919706640442	1	22
"LDHarmonicR2"	"DGRP437"	"line_437"	0.533368586248798	0.526327488782289	3	52
"LDHarmonicR2"	"DGRP439"	"line_439"	0.441824240565689	0.416335323662808	1	27
"LDHarmonicR2"	"DGRP440"	"line_440"	0.455411449180224	0.429922532277343	1	25
"LDHarmonicR2"	"DGRP441"	"line_441"	0.463650154152075	0.429471303370299	3	63
"LDHarmonicR2"	"DGRP443"	"line_443"	0.660886860901444	0.635397943998563	1	25
"LDHarmonicR2"	"DGRP45"	"line_45"	0.349209772645995	0.439959507235511	1	25
"LDHarmonicR2"	"DGRP461"	"line_461"	0.509219950111481	0.523933713376847	1	14
"LDHarmonicR2"	"DGRP48"	"line_48"	0.401947400275554	0.49269713486507	1	22
"LDHarmonicR2"	"DGRP486"	"line_486"	0.417584609548876	0.464657589149993	2	38
"LDHarmonicR2"	"DGRP491"	"line_491"	0.361971725878971	0.350874793454624	2	39
"LDHarmonicR2"	"DGRP492"	"line_492"	0.426762723038665	0.450440974036461	3	42
"LDHarmonicR2"	"DGRP502"	"line_502"	0.416488167576552	0.386028560763098	2	43
"LDHarmonicR2"	"DGRP505"	"line_505"	0.352004769128276	0.366718532393642	1	20
"LDHarmonicR2"	"DGRP509"	"line_509"	0.338353485294881	0.353067248560247	1	22
"LDHarmonicR2"	"DGRP513"	"line_513"	0.595449180716099	0.544730173259775	3	55
"LDHarmonicR2"	"DGRP517"	"line_517"	0.396853590101939	0.335633695881339	2	41
"LDHarmonicR2"	"DGRP528"	"line_528"	0.560317638822563	0.507660567324997	2	44
"LDHarmonicR2"	"DGRP531"	"line_531"	0.287833612934723	0.346217049470278	1	16
"LDHarmonicR2"	"DGRP535"	"line_535"	0.578923722137788	0.573181622383268	2	51
"LDHarmonicR2"	"DGRP551"	"line_551"	0.458985720930255	0.473699484195622	1	26
"LDHarmonicR2"	"DGRP555"	"line_555"	0.339627047817766	0.347290892043529	2	45
"LDHarmonicR2"	"DGRP559"	"line_559"	0.583326049728978	0.556486094269073	1	21
"LDHarmonicR2"	"DGRP563"	"line_563"	0.364148684043006	0.337308728583101	1	28
"LDHarmonicR2"	"DGRP566"	"line_566"	0.508678417231329	0.481838461771424	1	23
"LDHarmonicR2"	"DGRP57"	"line_57"	0.522532689372322	0.613282423961838	1	21
"LDHarmonicR2"	"DGRP584"	"line_584"	0.25279489628205	0.20760888712901	2	28
"LDHarmonicR2"	"DGRP589"	"line_589"	0.335234176277921	0.332296163319499	1	21
"LDHarmonicR2"	"DGRP59"	"line_59"	0.515753449818458	0.452221386972285	1	27
"LDHarmonicR2"	"DGRP595"	"line_595"	0.436278655395567	0.494662091931121	1	31
"LDHarmonicR2"	"DGRP596"	"line_596"	0.160353521443237	0.218736957978791	1	30
"LDHarmonicR2"	"DGRP627"	"line_627"	0.522436853837678	0.495596898377773	1	17
"LDHarmonicR2"	"DGRP630"	"line_630"	0.462890290018957	0.417181646951025	2	42
"LDHarmonicR2"	"DGRP634"	"line_634"	0.427744547348189	0.486127983883742	1	24
"LDHarmonicR2"	"DGRP639"	"line_639"	0.249312955060904	0.296385934662021	2	32
"LDHarmonicR2"	"DGRP69"	"line_69"	0.468220483591838	0.451069400018976	2	32
"LDHarmonicR2"	"DGRP703"	"line_703"	0.551526776734764	0.627779461954063	1	31
"LDHarmonicR2"	"DGRP705"	"line_705"	0.310943351938214	0.369974338282427	2	41
"LDHarmonicR2"	"DGRP707"	"line_707"	0.323111938396598	0.330753736730988	2	28
"LDHarmonicR2"	"DGRP712"	"line_712"	0.521938353205394	0.569011332806511	2	39
"LDHarmonicR2"	"DGRP714"	"line_714"	0.413378033646169	0.345074352678788	1	19
"LDHarmonicR2"	"DGRP716"	"line_716"	0.350152450331092	0.426405135550393	1	19
"LDHarmonicR2"	"DGRP721"	"line_721"	0.643848143809974	0.617008188350069	1	21
"LDHarmonicR2"	"DGRP73"	"line_73"	0.488685220253757	0.500272428947028	2	26
"LDHarmonicR2"	"DGRP730"	"line_730"	0.560019353987044	0.567683198212808	2	58
"LDHarmonicR2"	"DGRP732"	"line_732"	0.438603363275233	0.48567634287635	2	41
"LDHarmonicR2"	"DGRP737"	"line_737"	0.408332656721259	0.484585341940559	1	29
"LDHarmonicR2"	"DGRP738"	"line_738"	0.515981764668091	0.539704229775774	1	28
"LDHarmonicR2"	"DGRP748"	"line_748"	0.285036478170954	0.239327835103023	2	42
"LDHarmonicR2"	"DGRP75"	"line_75"	0.289273724723577	0.380023459313093	1	24
"LDHarmonicR2"	"DGRP757"	"line_757"	0.471132472148785	0.400077868617952	2	40
"LDHarmonicR2"	"DGRP761"	"line_761"	0.329221125517285	0.349895367502373	1	17
"LDHarmonicR2"	"DGRP765"	"line_765"	0.502208625952278	0.501707063773107	3	76
"LDHarmonicR2"	"DGRP774"	"line_774"	0.449902699640292	0.38159901867291	1	26
"LDHarmonicR2"	"DGRP776"	"line_776"	0.388894311759408	0.362054356299503	1	23
"LDHarmonicR2"	"DGRP783"	"line_783"	0.291069309394932	0.248718102782357	2	56
"LDHarmonicR2"	"DGRP786"	"line_786"	0.293037628826808	0.224733947859426	1	27
"LDHarmonicR2"	"DGRP787"	"line_787"	0.454056270077548	0.530308955296848	1	29
"LDHarmonicR2"	"DGRP790"	"line_790"	0.246722167964098	0.249222343365552	1	20
"LDHarmonicR2"	"DGRP796"	"line_796"	0.491562566286574	0.428030503440401	1	22
"LDHarmonicR2"	"DGRP799"	"line_799"	0.537375420953398	0.469071739986015	1	30
"LDHarmonicR2"	"DGRP801"	"line_801"	0.489211435762445	0.509885677747533	1	24
"LDHarmonicR2"	"DGRP802"	"line_802"	0.520179586872946	0.517241573914524	1	23
"LDHarmonicR2"	"DGRP805"	"line_805"	0.571151715924783	0.591825957909871	1	26
"LDHarmonicR2"	"DGRP808"	"line_808"	0.273864313040227	0.350116998259526	1	24
"LDHarmonicR2"	"DGRP810"	"line_810"	0.392611886597687	0.389673873639265	1	30
"LDHarmonicR2"	"DGRP812"	"line_812"	0.482374706705427	0.474270502334109	1	17
"LDHarmonicR2"	"DGRP818"	"line_818"	0.586068432210143	0.60674267419523	1	18
"LDHarmonicR2"	"DGRP819"	"line_819"	0.309120236015879	0.329794478000967	1	31
"LDHarmonicR2"	"DGRP820"	"line_820"	0.468690809895809	0.607248504018471	2	44
"LDHarmonicR2"	"DGRP821"	"line_821"	0.536925034469296	0.503167362652107	2	30
"LDHarmonicR2"	"DGRP822"	"line_822"	0.503817959124047	0.5622013956596	1	28
"LDHarmonicR2"	"DGRP83"	"line_83"	0.438349849835719	0.430972238804458	1	17
"LDHarmonicR2"	"DGRP832"	"line_832"	0.311315230839321	0.280855624025867	2	25
"LDHarmonicR2"	"DGRP837"	"line_837"	0.518933741366033	0.497046130845433	2	36
"LDHarmonicR2"	"DGRP843"	"line_843"	0.519436299810687	0.461573842045443	1	22
"LDHarmonicR2"	"DGRP85"	"line_85"	0.283394294596079	0.374144029185596	1	21
"LDHarmonicR2"	"DGRP850"	"line_850"	0.572720242863357	0.56461603849204	1	19
"LDHarmonicR2"	"DGRP852"	"line_852"	0.333157733507881	0.264854052540499	1	25
"LDHarmonicR2"	"DGRP855"	"line_855"	0.431757477593535	0.423653273222218	1	22
"LDHarmonicR2"	"DGRP857"	"line_857"	0.526198049631877	0.51809384526056	1	28
"LDHarmonicR2"	"DGRP859"	"line_859"	0.438517683657726	0.370214002690344	1	31
"LDHarmonicR2"	"DGRP861"	"line_861"	0.620621165853364	0.612516961482047	1	20
"LDHarmonicR2"	"DGRP879"	"line_879"	0.400083398531289	0.391979194159972	1	19
"LDHarmonicR2"	"DGRP88"	"line_88"	0.432346240511357	0.473272701832369	1	22
"LDHarmonicR2"	"DGRP890"	"line_890"	0.498671888077978	0.565989948955405	2	55
"LDHarmonicR2"	"DGRP897"	"line_897"	0.500731956592971	0.442869498827728	1	24
"LDHarmonicR2"	"DGRP900"	"line_900"	0.440591214073144	0.432487009701827	1	28
"LDHarmonicR2"	"DGRP907"	"line_907"	0.134296056927799	0.210548742147098	1	30
"LDHarmonicR2"	"DGRP908"	"line_908"	0.34290984897364	0.419162534192939	1	18
"LDHarmonicR2"	"DGRP91"	"line_91"	0.658939059710014	0.661439235111468	1	25
"LDHarmonicR2"	"DGRP911"	"line_911"	0.344370241758763	0.341432228800341	1	24
"LDHarmonicR2"	"DGRP913"	"line_913"	0.516310743014377	0.458448285249133	1	20
"LDHarmonicR2"	"DGRP93"	"line_93"	0.413798435171132	0.452647714403374	1	30
"TotalSleep"	"DGRP100"	"line_100"	1107.3864950057	1141.6	1	28
"TotalSleep"	"DGRP101"	"line_101"	923.472121508683	937.8	1	27
"TotalSleep"	"DGRP105"	"line_105"	614.128217457796	686.7	1	20
"TotalSleep"	"DGRP109"	"line_109"	870.2864950057	904.5	1	30
"TotalSleep"	"DGRP129"	"line_129"	1061.1864950057	1095.4	1	29
"TotalSleep"	"DGRP136"	"line_136"	965.007304252631	1002.4	1	22
"TotalSleep"	"DGRP142"	"line_142"	601.5864950057	635.8	1	30
"TotalSleep"	"DGRP149"	"line_149"	440.7864950057	475	1	29
"TotalSleep"	"DGRP161"	"line_161"	1035.9309574228	964.5	2	35
"TotalSleep"	"DGRP176"	"line_176"	1015.86125168494	847.4	1	29
"TotalSleep"	"DGRP181"	"line_181"	780.902805115948	802.6	2	43
"TotalSleep"	"DGRP189"	"line_189"	754.294482559677	787.85	2	39
"TotalSleep"	"DGRP195"	"line_195"	962.552647024326	959.05	2	33
"TotalSleep"	"DGRP208"	"line_208"	560.014339404803	585.3	2	54
"TotalSleep"	"DGRP21"	"line_21"	995.861251684939	827.4	1	17
"TotalSleep"	"DGRP217"	"line_217"	709.440304747259	762.2	2	41
"TotalSleep"	"DGRP228"	"line_228"	991.481977049969	1071.6	1	23
"TotalSleep"	"DGRP229"	"line_229"	824.6864950057	858.9	1	30
"TotalSleep"	"DGRP235"	"line_235"	973.310031497996	978.1	2	28
"TotalSleep"	"DGRP239"	"line_239"	1056.26410823437	1121.8	2	44
