trait	Genotype	FID	batchFE	raw	n_batches	total_flies
"TotalSleep"	"DGRP26"	"line_26"	1090.57089152191	1101.85	2	39
"TotalSleep"	"DGRP280"	"line_280"	762.461251684939	594	1	27
"TotalSleep"	"DGRP287"	"line_287"	1023.88197704997	1104	1	24
"TotalSleep"	"DGRP301"	"line_301"	1031.98666624445	1070.8	1	23
"TotalSleep"	"DGRP303"	"line_303"	1151.62685549169	1177.2	2	42
"TotalSleep"	"DGRP304"	"line_304"	981.726855491686	1007.3	2	48
"TotalSleep"	"DGRP306"	"line_306"	804.161251684939	635.7	1	30
"TotalSleep"	"DGRP307"	"line_307"	1030.42685549169	1056	2	51
"TotalSleep"	"DGRP309"	"line_309"	911.24303625128	936.9	2	40
"TotalSleep"	"DGRP31"	"line_31"	984.372121508683	998.7	1	24
"TotalSleep"	"DGRP310"	"line_310"	580.758772224845	629.65	2	49
"TotalSleep"	"DGRP313"	"line_313"	827.326855491688	852.9	2	58
"TotalSleep"	"DGRP317"	"line_317"	570.279084433173	634.6	1	25
"TotalSleep"	"DGRP318"	"line_318"	608.872121508682	623.2	1	24
"TotalSleep"	"DGRP319"	"line_319"	1076.57593132187	1125.96666666667	3	44
"TotalSleep"	"DGRP32"	"line_32"	947.434794974427	983	1	29
"TotalSleep"	"DGRP320"	"line_320"	1109.39303625128	1135.05	2	31
"TotalSleep"	"DGRP321"	"line_321"	843.91040294811	924.5	2	47
"TotalSleep"	"DGRP324"	"line_324"	1023.97685549169	1049.55	2	55
"TotalSleep"	"DGRP332"	"line_332"	1080.59303625128	1106.25	2	39
"TotalSleep"	"DGRP335"	"line_335"	1245.82784461698	1281.03333333333	3	40
"TotalSleep"	"DGRP336"	"line_336"	1114.35063808352	1120.875	4	61
"TotalSleep"	"DGRP338"	"line_338"	1134.90692148586	1190.5	2	39
"TotalSleep"	"DGRP348"	"line_348"	699.279084433174	763.6	1	20
"TotalSleep"	"DGRP350"	"line_350"	971.079084433173	1035.4	1	20
"TotalSleep"	"DGRP352"	"line_352"	297.479084433172	361.8	1	25
"TotalSleep"	"DGRP354"	"line_354"	876.688513946436	870.85	2	51
"TotalSleep"	"DGRP355"	"line_355"	1036.3979434597	960.4	1	29
"TotalSleep"	"DGRP356"	"line_356"	717.369832461372	727.8	2	44
"TotalSleep"	"DGRP357"	"line_357"	839.560730609441	733.4	1	24
"TotalSleep"	"DGRP358"	"line_358"	761.276855491684	786.85	2	47
"TotalSleep"	"DGRP359"	"line_359"	881.797943459698	805.8	1	23
"TotalSleep"	"DGRP360"	"line_360"	668.326855491687	693.9	2	47
"TotalSleep"	"DGRP361"	"line_361"	1071.58562435079	1067.65	2	27
"TotalSleep"	"DGRP362"	"line_362"	1024.52685549169	1050.1	2	59
"TotalSleep"	"DGRP365"	"line_365"	758.186666244451	797	1	23
"TotalSleep"	"DGRP370"	"line_370"	970.197943459698	894.2	1	25
"TotalSleep"	"DGRP371"	"line_371"	488.997943459698	413	1	28
"TotalSleep"	"DGRP373"	"line_373"	1072.86125168494	904.4	1	24
"TotalSleep"	"DGRP374"	"line_374"	899.225518437914	952.3	1	26
"TotalSleep"	"DGRP375"	"line_375"	996.326855491687	1021.9	2	44
"TotalSleep"	"DGRP377"	"line_377"	470.097943459698	394.1	1	22
"TotalSleep"	"DGRP379"	"line_379"	913.128217457795	985.7	1	24
"TotalSleep"	"DGRP38"	"line_38"	374.479084433172	438.8	1	25
"TotalSleep"	"DGRP380"	"line_380"	888.871955462978	914.733333333333	3	63
"TotalSleep"	"DGRP381"	"line_381"	755.097943459697	679.1	1	28
"TotalSleep"	"DGRP382"	"line_382"	1151.43848520473	1165.7	2	32
"TotalSleep"	"DGRP383"	"line_383"	772.238485204732	775	1	21
"TotalSleep"	"DGRP385"	"line_385"	835.197943459697	759.2	1	29
"TotalSleep"	"DGRP386"	"line_386"	714.196112477927	684.75	2	41
"TotalSleep"	"DGRP390"	"line_390"	781.597943459698	705.6	1	23
"TotalSleep"	"DGRP391"	"line_391"	705.396116474337	745.825	4	91
"TotalSleep"	"DGRP392"	"line_392"	787.438485204732	790.2	1	31
"TotalSleep"	"DGRP395"	"line_395"	956.038485204731	958.8	1	25
"TotalSleep"	"DGRP397"	"line_397"	826.238485204731	829	1	30
"TotalSleep"	"DGRP399"	"line_399"	624.645173975509	636.9	2	46
"TotalSleep"	"DGRP40"	"line_40"	823.399344943414	797.496780171415	3	50
"TotalSleep"	"DGRP405"	"line_405"	673.438485204732	676.2	1	24
"TotalSleep"	"DGRP406"	"line_406"	841.738485204732	844.5	1	22
"TotalSleep"	"DGRP409"	"line_409"	1127.85079287439	1155.1	2	34
"TotalSleep"	"DGRP41"	"line_41"	882.234794974427	917.8	1	25
"TotalSleep"	"DGRP426"	"line_426"	965.638485204732	968.4	1	15
"TotalSleep"	"DGRP427"	"line_427"	534.138485204732	536.9	1	22
"TotalSleep"	"DGRP437"	"line_437"	718.300592328013	768.4	3	52
"TotalSleep"	"DGRP439"	"line_439"	918.238485204731	921	1	27
"TotalSleep"	"DGRP440"	"line_440"	647.038485204732	649.8	1	25
"TotalSleep"	"DGRP441"	"line_441"	979.450761349841	976.666666666667	3	63
"TotalSleep"	"DGRP443"	"line_443"	496.638485204731	499.4	1	25
"TotalSleep"	"DGRP45"	"line_45"	1012.43479497443	1048	1	25
"TotalSleep"	"DGRP461"	"line_461"	1087.58498874321	1086.63981931897	1	14
"TotalSleep"	"DGRP48"	"line_48"	854.934794974427	890.5	1	22
"TotalSleep"	"DGRP486"	"line_486"	603.153747743942	669.75	2	38
"TotalSleep"	"DGRP491"	"line_491"	1034.45262495946	1027.47654621265	2	39
"TotalSleep"	"DGRP492"	"line_492"	964.645742720764	993.166666666667	3	42
"TotalSleep"	"DGRP502"	"line_502"	776.110189589618	806.1	2	43
"TotalSleep"	"DGRP505"	"line_505"	1025.99569061951	1025.05052119528	1	20
"TotalSleep"	"DGRP509"	"line_509"	650.396663517358	649.45149409312	1	22
"TotalSleep"	"DGRP513"	"line_513"	627.644169077279	615.9	3	55
"TotalSleep"	"DGRP517"	"line_517"	1032.94171904846	1012.15	2	41
"TotalSleep"	"DGRP528"	"line_528"	806.882500342877	854.839054899236	2	44
"TotalSleep"	"DGRP531"	"line_531"	1158.57742791471	1141.8	1	16
"TotalSleep"	"DGRP535"	"line_535"	581.750724476912	615.34148714385	2	51
"TotalSleep"	"DGRP551"	"line_551"	818.946211814787	818.001042390549	1	26
"TotalSleep"	"DGRP555"	"line_555"	965.645173975507	977.9	2	45
"TotalSleep"	"DGRP559"	"line_559"	734.571933402236	741.563560500695	1	21
"TotalSleep"	"DGRP563"	"line_563"	532.829791538536	539.821418636996	1	28
"TotalSleep"	"DGRP566"	"line_566"	263.749680272889	270.741307371349	1	23
"TotalSleep"	"DGRP57"	"line_57"	930.234794974427	965.8	1	21
"TotalSleep"	"DGRP584"	"line_584"	1107.60408586992	1118.26383866481	2	28
"TotalSleep"	"DGRP589"	"line_589"	982.069982340077	1023.6	1	21
"TotalSleep"	"DGRP59"	"line_59"	762.872121508683	777.2	1	27
"TotalSleep"	"DGRP595"	"line_595"	334.377427914708	317.6	1	31
"TotalSleep"	"DGRP596"	"line_596"	606.277427914707	589.5	1	30
"TotalSleep"	"DGRP627"	"line_627"	896.350236601122	903.341863699582	1	17
"TotalSleep"	"DGRP630"	"line_630"	1106.93729051164	1053.35549374131	2	42
"TotalSleep"	"DGRP634"	"line_634"	667.077427914707	650.3	1	24
"TotalSleep"	"DGRP639"	"line_639"	761.253747743942	827.85	2	32
"TotalSleep"	"DGRP69"	"line_69"	998.635805610576	1035.7	2	32
"TotalSleep"	"DGRP703"	"line_703"	365.389326991895	390.6	1	31
"TotalSleep"	"DGRP705"	"line_705"	1072.92369842695	1039.25	2	41
"TotalSleep"	"DGRP707"	"line_707"	1091.92049226222	1121.95354659249	2	28
"TotalSleep"	"DGRP712"	"line_712"	584.953747743942	651.55	2	39
"TotalSleep"	"DGRP714"	"line_714"	1198.58666624446	1237.4	1	19
"TotalSleep"	"DGRP716"	"line_716"	960.389326991895	985.6	1	19
"TotalSleep"	"DGRP721"	"line_721"	575.775271371637	582.766898470097	1	21
"TotalSleep"	"DGRP73"	"line_73"	1099.17286930792	951.9	2	26
"TotalSleep"	"DGRP730"	"line_730"	504.195173975508	516.45	2	58
"TotalSleep"	"DGRP732"	"line_732"	773.253747743942	839.85	2	41
"TotalSleep"	"DGRP737"	"line_737"	710.789326991895	736	1	29
"TotalSleep"	"DGRP738"	"line_738"	502.313074926607	524.9	1	28
"TotalSleep"	"DGRP748"	"line_748"	953.982700803714	900.40090403338	2	42
"TotalSleep"	"DGRP75"	"line_75"	798.034794974427	833.6	1	24
"TotalSleep"	"DGRP757"	"line_757"	765.874275738487	777.922948539639	2	40
"TotalSleep"	"DGRP761"	"line_761"	1055.88448693089	929.8	1	17
"TotalSleep"	"DGRP765"	"line_765"	324.828887732555	341.8	3	76
"TotalSleep"	"DGRP774"	"line_774"	875.286666244454	914.1	1	26
"TotalSleep"	"DGRP776"	"line_776"	849.052879160233	856.044506258693	1	23
"TotalSleep"	"DGRP783"	"line_783"	794.440200603868	834.2219054242	2	56
"TotalSleep"	"DGRP786"	"line_786"	1201.58666624445	1240.4	1	27
"TotalSleep"	"DGRP787"	"line_787"	823.589326991896	848.8	1	29
"TotalSleep"	"DGRP790"	"line_790"	1007.96125168494	839.5	1	20
"TotalSleep"	"DGRP796"	"line_796"	825.672121508683	840	1	22
"TotalSleep"	"DGRP799"	"line_799"	566.086666244446	604.9	1	30
"TotalSleep"	"DGRP801"	"line_801"	1139.08448693089	1013	1	24
"TotalSleep"	"DGRP802"	"line_802"	799.469982340078	841	1	23
"TotalSleep"	"DGRP805"	"line_805"	801.984486930892	675.9	1	26
"TotalSleep"	"DGRP808"	"line_808"	858.789326991895	884	1	24
"TotalSleep"	"DGRP810"	"line_810"	657.269982340078	698.8	1	30
"TotalSleep"	"DGRP812"	"line_812"	934.198305979266	940.2	1	17
"TotalSleep"	"DGRP818"	"line_818"	814.884486930892	688.8	1	18
"TotalSleep"	"DGRP819"	"line_819"	912.284486930893	786.2	1	31
"TotalSleep"	"DGRP820"	"line_820"	683.797762791934	648.5	2	44
"TotalSleep"	"DGRP821"	"line_821"	1079.6626014896	1043.35	2	30
"TotalSleep"	"DGRP822"	"line_822"	1067.87742791471	1051.1	1	28
"TotalSleep"	"DGRP83"	"line_83"	960.120891521906	969	1	17
"TotalSleep"	"DGRP832"	"line_832"	556.860189589619	586.85	2	25
"TotalSleep"	"DGRP837"	"line_837"	1055.46552422747	1116.5	2	36
"TotalSleep"	"DGRP843"	"line_843"	866.428217457796	939	1	22
"TotalSleep"	"DGRP85"	"line_85"	732.234794974427	767.8	1	21
"TotalSleep"	"DGRP850"	"line_850"	790.998305979266	797	1	19
"TotalSleep"	"DGRP852"	"line_852"	984.186666244453	1023	1	25
"TotalSleep"	"DGRP855"	"line_855"	632.998305979266	639	1	22
"TotalSleep"	"DGRP857"	"line_857"	410.498305979266	416.5	1	28
"TotalSleep"	"DGRP859"	"line_859"	331.786666244455	370.6	1	31
"TotalSleep"	"DGRP861"	"line_861"	339.198305979266	345.2	1	20
"TotalSleep"	"DGRP879"	"line_879"	1111.99830597927	1118	1	19
"TotalSleep"	"DGRP88"	"line_88"	807.979084433173	872.3	1	22
"TotalSleep"	"DGRP890"	"line_890"	638.183377453301	642.4	2	55
"TotalSleep"	"DGRP897"	"line_897"	954.128217457795	1026.7	1	24
"TotalSleep"	"DGRP900"	"line_900"	687.898305979266	693.9	1	28
"TotalSleep"	"DGRP907"	"line_907"	802.289326991896	827.5	1	30
"TotalSleep"	"DGRP908"	"line_908"	1090.0893269919	1115.3	1	18
"TotalSleep"	"DGRP91"	"line_91"	1017.66125168494	849.2	1	25
"TotalSleep"	"DGRP911"	"line_911"	538.069982340078	579.6	1	24
"TotalSleep"	"DGRP913"	"line_913"	786.828217457795	859.4	1	20
"TotalSleep"	"DGRP93"	"line_93"	975.8864950057	1010.1	1	30
