metric	estimator	n_lines	baseline_change_spearman	baseline_change_pearson	baseline_D6_spearman	D1_sd	D6_sd	change_sd
"DarkSleep"	"batchFE_median"	176	-0.0705877173673784	-0.132241631529491	0.733524103015628	151.789241982665	177.244230014821	108.329360245296
"DarkSleep"	"raw_equal_batch_median"	176	0.0155132355029963	-0.0534595725248804	0.794063619876366	149.398394621331	181.045881368944	103.704753690228
"LightSleep"	"batchFE_median"	169	-0.192608522699021	-0.311601655419957	0.662488190542489	82.8753010907277	89.1525334814268	63.1629408905451
"LightSleep"	"raw_equal_batch_median"	169	-0.225729075632621	-0.343681025211905	0.641218868821346	78.7817627172201	85.8887981491016	61.4576973533387
"TotalSleep"	"batchFE_median"	169	-0.0864551737854906	-0.171985046587014	0.700275968375516	194.614525029411	234.927543446456	164.815724631796
"TotalSleep"	"raw_equal_batch_median"	169	-0.0292647664841625	-0.139040820931514	0.760329325127727	195.506739744607	237.980172689149	153.748909700146
