phenotype	eligible_lines	eligible_line_batches	valid_fly_fraction	repeated_lines	batch_pairs	repeatability_rho	rho_ci_low	rho_ci_high	traditional_pair_rho	max_LOO_rho_change	raw_batchFE_rho	batchFE_available	CS_batches	CS_sd_vs_DGRP_sd	conditional_line_variance_fraction	mixed_model_singular	min8_min16_line_rho	min16_lines	raw_sd	metric	contrast	family	unit	definition	aggregation	eligibility	selection_class	review_status
"Harmonic12Amplitude__D6_D1"	169	248	0.964675658317277	66	94	0.499125393392363	0.303716946321327	0.633443570708959	0.509635394086534	0.0449878770682338	0.837250758291483	TRUE	21	0.799772838473506	0.425026978255416	FALSE	0.979975208400286	166	0.042671295331491	"Harmonic12Amplitude"	"D6_D1"	"LD_profile"	"dimensionless"	"12-hour harmonic amplitude from 48-bin moving profile"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"OddEvenProfileCorrelation__State_D2_D6"	176	256	1	67	95	0.494343333251682	0.276430372608433	0.68367062470696	0.50917675222769	0.0487990839808543	0.909273607748184	TRUE	22	0.475438683633168	0.563381282251845	FALSE	0.975793928549907	173	0.0985260482076197	"OddEvenProfileCorrelation"	"State_D2_D6"	"LD_profile"	"dimensionless"	"Correlation of average D2/D4/D6 and D3/D5 moving profiles"	"Computed per fly over all 5 complete days"	"240 valid half-hour bins; nonconstant profile; >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PDozeDark__D6_D1"	176	254	0.97703917790623	66	92	0.490450449061998	0.289404844919478	0.640928891330772	0.497055831303758	0.046668503358522	0.859969183359014	TRUE	22	0.670552232967808	0.41416067876907	FALSE	0.981153021781743	170	0.348802317058779	"PDozeDark"	"D6_D1"	"sleep_architecture"	"log odds"	"Corrected log odds of active-to-inactive transitions, ZT8-24; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PCA_moving_centered_shape_PC2"	176	256	1	67	95	0.484125290006964	0.222300916130475	0.671115551632882	0.533732089233591	0.0486372553611852	0.920603125687871	TRUE	22	0.558624319510574	0.765886952016491	FALSE	0.976987544673691	173	0.407307227513475	"PCA_moving_centered_shape_PC2"	"State_D2_D6"	"profile_PCA"	"PC score"	"PC 2 of moving centered_shape 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"secondary / batch-sensitive"
"ActivityDark__D6_D1"	176	256	1	67	95	0.480433496985327	0.285455790093999	0.641639405643192	0.490662252119193	0.0456428473384508	0.871837992515959	TRUE	22	0.751300129529155	0.501299049168014	FALSE	0.979738656011422	173	0.11878615088043	"ActivityDark"	"D6_D1"	"activity"	"log1p scale"	"log1p(beam crossings per observed minute), ZT8-24"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PDozeLight__State_D2_D6"	172	238	0.870102761721259	56	78	0.469490721714665	0.241289527282203	0.661422585635908	0.512388854457837	0.0540430875470435	NA	FALSE	21	0.477177872505661	0.676966953123568	FALSE	0.96423666509956	148	0.504354501738421	"PDozeLight"	"State_D2_D6"	"sleep_architecture"	"log odds"	"Corrected log odds of active-to-inactive transitions, ZT0-8; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"insufficient coverage/calibration"
"ActivityContrast__State_D2_D6"	176	256	1	67	95	0.461071704768537	0.226974763986444	0.644798041283763	0.470243803417308	0.0533094527364432	0.890913493286375	TRUE	22	0.856713427696245	0.547061161333496	FALSE	0.980204513954879	173	0.156105130922899	"ActivityContrast"	"State_D2_D6"	"activity"	"log1p scale"	"log1p(dark activity/min) minus log1p(light activity/min); not a raw total ratio"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PWakeLight__Late2_Early2"	169	248	0.962748876043674	66	94	0.457173173914418	0.207060586968834	0.65045630261911	0.461122431284141	0.0550481085947869	0.847620705086769	TRUE	21	0.621253327945782	0.566922765850099	FALSE	0.964084973535951	166	0.436769336516595	"PWakeLight"	"Late2_Early2"	"sleep_architecture"	"log odds"	"Corrected log odds of inactive-to-active transitions, ZT0-8; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"SleepAllocation__State_D2_D6"	176	256	1	67	95	0.456043167733379	0.238246350719922	0.620702501161638	0.472903731599247	0.0595439649354478	0.902344265903588	TRUE	22	0.824308383482061	0.637607802793238	FALSE	0.979330740598245	173	0.163511572668812	"SleepAllocation"	"State_D2_D6"	"sleep_amount_allocation"	"dimensionless"	"Dark sleep fraction minus light sleep fraction; window durations normalized"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PCA_moving_raw_PC3"	176	256	1	67	95	0.447816243189429	0.242918945989536	0.64779453482662	0.507643793617572	0.0487193760277862	0.920675764913053	TRUE	22	0.629837476063172	0.758611996006587	FALSE	0.973151749169104	173	0.393163793830238	"PCA_moving_raw_PC3"	"State_D2_D6"	"profile_PCA"	"PC score"	"PC 3 of moving raw 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"secondary / batch-sensitive"
"MorningPeakAmplitude__State_D2_D6"	176	256	1	67	95	0.444096648414665	0.182553778863198	0.629962617134322	0.463842223155537	0.0561310285048058	0.831915579739005	TRUE	22	0.970278108904111	0.654436619398537	FALSE	0.963191730381243	173	0.125491199615244	"MorningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"dimensionless"	"Max-minus-min within contiguous previous-day ZT21-24 and current ZT0-3 around dawn"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"WakingActivityDark__D6_D1"	176	255	0.985549132947977	67	93	0.439828271270966	0.229717200378938	0.619141249179727	0.437780729112262	0.0483473114770742	0.843799251595862	TRUE	22	0.626641770531757	0.50071895426056	FALSE	0.95494409535848	170	0.088495889192345	"WakingActivityDark"	"D6_D1"	"sleep_architecture"	"log1p scale"	"log1p(beam crossings per awake minute), ZT8-24; >=30 awake minutes"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PWakeDark__Late2_Early2"	176	256	0.998073217726397	67	95	0.434704254135333	0.198444512917362	0.600759667342936	0.441376582832263	0.0562168475213492	0.849782082324455	TRUE	22	0.788575889515943	0.698316404292957	FALSE	0.963225034881403	173	0.385672540461082	"PWakeDark"	"Late2_Early2"	"sleep_architecture"	"log odds"	"Corrected log odds of inactive-to-active transitions, ZT8-24; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PWakeDark__D6_D1"	176	256	0.998876043673732	67	95	0.425945431449877	0.191697124204348	0.635170189138158	0.46259300998873	0.0532297526168606	0.853255558001321	TRUE	22	0.73441913570378	0.713922832234815	FALSE	0.960249106526183	173	0.4703719272201	"PWakeDark"	"D6_D1"	"sleep_architecture"	"log odds"	"Corrected log odds of inactive-to-active transitions, ZT8-24; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"SleepAllocation__D6_D1"	169	248	0.964675658317277	66	94	0.412425103060897	0.201437820535708	0.569966389454257	0.409487990982398	0.0406023743177715	0.859745910198399	TRUE	21	0.716396545852246	0.367303162234366	FALSE	0.968303480661896	166	0.0986118945582951	"SleepAllocation"	"D6_D1"	"sleep_amount_allocation"	"dimensionless"	"Dark sleep fraction minus light sleep fraction; window durations normalized"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PCA_sleep_change_PC2"	169	248	0.964675658317277	66	94	0.401592082033314	0.110113096465284	0.55940534512471	0.443788115263447	0.0736709939782989	0.732305703346428	TRUE	21	1.41590241515153	0.535540495115224	FALSE	0.960721711013898	166	0.256071118293665	"PCA_sleep_change_PC2"	"Late2_Early2"	"profile_PCA"	"PC score"	"PC 2 of sleep change 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"secondary / batch-sensitive"
"WakingActivityDark__Late2_Early2"	176	255	0.979608220937701	67	93	0.40129747694167	0.184982043117411	0.580705869906021	0.396206706161491	0.0533757922710649	0.859077701959058	TRUE	22	0.652967585659204	0.410821913629528	FALSE	0.961072691106599	167	0.0751638754276541	"WakingActivityDark"	"Late2_Early2"	"sleep_architecture"	"log1p scale"	"log1p(beam crossings per awake minute), ZT8-24; >=30 awake minutes"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"ActivityLight__D6_D1"	169	248	0.964675658317277	66	94	0.385181807098898	0.152005834210157	0.593216421517128	0.381163472932744	0.0481635966567278	0.887136393018746	TRUE	21	0.813234769677783	0.600407407712126	FALSE	0.978645119399755	166	0.123369381185288	"ActivityLight"	"D6_D1"	"activity"	"log1p scale"	"log1p(beam crossings per observed minute), ZT0-8"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PDozeDark__Late2_Early2"	176	253	0.969653179190751	65	91	0.363895787194864	0.128146355386501	0.567390527406359	0.369498733693315	0.0594173177265812	0.838527404798591	TRUE	22	0.80188471511024	0.248283779925343	FALSE	0.969490451111546	167	0.285718967797822	"PDozeDark"	"Late2_Early2"	"sleep_architecture"	"log odds"	"Corrected log odds of active-to-inactive transitions, ZT8-24; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"DawnAnticipation__Late2_Early2"	176	249	0.923410404624278	63	85	0.356117519893008	0.0821916246290336	0.543263508945939	0.353475235526367	0.0661461833228522	0.83138014527845	TRUE	21	0.790482348162359	0.312307971585497	FALSE	0.966842657160075	162	0.0654253687699203	"DawnAnticipation"	"Late2_Early2"	"LD_transition"	"dimensionless"	"Moving minutes ZT21-24 / ZT18-24; >=10 active denominator minutes; relates to next dawn"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"PCA_moving_change_PC3"	169	248	0.964675658317277	66	94	0.354969273629505	0.105945556297833	0.555598027700454	0.358012514812567	0.0768616406664615	0.822415593456318	TRUE	21	0.568934585661755	0.398810118189805	FALSE	0.977183857913964	166	0.182541619012977	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PC score"	"PC 3 of moving change 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"secondary / batch-sensitive"
"LongestBoutDark__D6_D1"	176	256	0.995664739884393	67	95	0.350653849787766	0.0965325869735868	0.583961957814077	0.352268988737304	0.0846776691411258	0.829363856482501	TRUE	22	0.852972453332155	0.581285631140025	FALSE	0.961709815528421	173	0.462342730868794	"LongestBoutDark"	"D6_D1"	"sleep_architecture"	"log1p scale"	"log1p(longest sleep bout minutes), clipped to ZT8-24"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"secondary / batch-sensitive"
"FragmentationDark__D6_D1"	176	256	0.983943481053308	67	95	0.345863267184334	0.159837254810404	0.581127335605202	0.347089128593528	0.0718916520292726	0.863557120845256	TRUE	22	0.960367947453818	0.592592904682209	FALSE	0.961964205422494	173	0.232344650717275	"FragmentationDark"	"D6_D1"	"sleep_architecture"	"log1p scale"	"log1p(bouts per sleep hour), ZT8-24; >=30 sleep minutes; bouts clipped at window boundary"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"DawnResponse__State_D2_D6"	176	256	1	67	95	0.342774124457106	0.0447330262788742	0.525420136051808	0.333772049317261	0.0637616431944134	0.76315948783436	TRUE	22	1.07427952028845	0.469068666459777	FALSE	0.950793786934094	173	0.102418830265383	"DawnResponse"	"State_D2_D6"	"LD_transition"	"dimensionless"	"Moving probability ZT0-0.5 minus previous-day ZT23.5-24; D1 unavailable"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"FragmentationLight__D6_D1"	169	248	0.927906229929351	66	94	0.342760000180611	0.107574119510724	0.54611552409264	0.350837451949478	0.0736354433283712	0.93422007856397	TRUE	21	0.739141621164928	0.52065069521677	FALSE	0.958473582373289	162	0.258732969489752	"FragmentationLight"	"D6_D1"	"sleep_architecture"	"log1p scale"	"log1p(bouts per sleep hour), ZT0-8; >=30 sleep minutes; bouts clipped at window boundary"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"SleepAllocation__Late2_Early2"	169	248	0.964675658317277	66	94	0.336543384912697	0.144072071432095	0.505045637752219	0.334001705251597	0.0403152514366977	0.809005022127194	TRUE	21	0.674645754650196	0.284076944532064	FALSE	0.965706898824836	166	0.0773124822582502	"SleepAllocation"	"Late2_Early2"	"sleep_amount_allocation"	"dimensionless"	"Dark sleep fraction minus light sleep fraction; window durations normalized"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"EveningPeakAmplitude__Late2_Early2"	169	248	0.964675658317277	66	94	0.333355910773955	0.137942605014603	0.517546091531495	0.352075527600727	0.0376545328297461	0.698809529048708	TRUE	21	1.06158546470859	0.378751847364046	FALSE	0.96934935258035	166	0.0951751953155462	"EveningPeakAmplitude"	"Late2_Early2"	"LD_profile"	"dimensionless"	"Max-minus-min within ZT5-11"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"ActivityLight__Late2_Early2"	169	248	0.964675658317277	66	94	0.328827702046769	0.0943924248451566	0.554244401216051	0.343626260874592	0.074483262482699	0.841817910596191	TRUE	21	0.748548259614381	0.451827458445786	FALSE	0.962363990529347	166	0.0998560094792313	"ActivityLight"	"Late2_Early2"	"activity"	"log1p scale"	"log1p(beam crossings per observed minute), ZT0-8"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"PCA_sleep_change_PC3"	169	248	0.964675658317277	66	94	0.320115048922884	0.0913247001883655	0.494184260217845	0.323705164889159	0.0476489295709884	0.831154592014321	TRUE	21	0.538918462619205	0.327319519473769	FALSE	0.96441815164851	166	0.260114171691537	"PCA_sleep_change_PC3"	"Late2_Early2"	"profile_PCA"	"PC score"	"PC 3 of sleep change 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"exploratory / low repeatability"
"Harmonic24Amplitude__Late2_Early2"	169	248	0.964675658317277	66	94	0.306807663305805	0.0430793245141294	0.47218415494226	0.307404115725888	0.0505430591037574	0.672756203072945	TRUE	21	1.2119221766116	0.39676894229529	FALSE	0.97630237881302	166	0.0313334841105416	"Harmonic24Amplitude"	"Late2_Early2"	"LD_profile"	"dimensionless"	"24-hour harmonic amplitude from 48-bin moving profile"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"LongestBoutDark__Late2_Early2"	176	256	0.993416827231856	67	95	0.298615315167146	0.0763458365665511	0.503560002806671	0.302465333435997	0.0552127022732675	0.734611490204711	TRUE	22	0.974722184334053	0.513537111565836	FALSE	0.960246788824972	173	0.363907402567818	"LongestBoutDark"	"Late2_Early2"	"sleep_architecture"	"log1p scale"	"log1p(longest sleep bout minutes), clipped to ZT8-24"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"DuskResponse__State_D2_D6"	176	256	1	67	95	0.291637174916337	0.0747403289382405	0.510416456688211	0.421806688579132	0.0710337672496164	0.371499469032913	TRUE	22	1.03526065165415	0.543462170186539	FALSE	0.947983058595204	173	0.173927582263579	"DuskResponse"	"State_D2_D6"	"LD_transition"	"dimensionless"	"Moving probability ZT8-8.5 minus ZT7.5-8"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"EveningPeakAmplitude__D6_D1"	169	248	0.964675658317277	66	94	0.291636749855722	0.0528994628832386	0.480745001149588	0.313369517592821	0.0705457198837138	0.732325994860359	TRUE	21	0.894647304100541	0.310791050622415	FALSE	0.95606638578158	166	0.116518351781183	"EveningPeakAmplitude"	"D6_D1"	"LD_profile"	"dimensionless"	"Max-minus-min within ZT5-11"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"FragmentationDark__Late2_Early2"	176	256	0.976718047527296	67	95	0.283148277104934	0.0459123822141178	0.462152232463783	0.288612707456899	0.0549415583206191	0.790343385428131	TRUE	22	1.01084890003471	0.517864775589192	FALSE	0.966097871217031	171	0.196151886065542	"FragmentationDark"	"Late2_Early2"	"sleep_architecture"	"log1p scale"	"log1p(bouts per sleep hour), ZT8-24; >=30 sleep minutes; bouts clipped at window boundary"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"ActivityContrast__D6_D1"	169	248	0.964675658317277	66	94	0.278654090151758	0.036017817335912	0.448454208624645	0.277786207693864	0.040554554294349	0.767124956491473	TRUE	21	0.941203939314185	0.275391372488679	FALSE	0.960317699759299	166	0.107343330147491	"ActivityContrast"	"D6_D1"	"activity"	"log1p scale"	"log1p(dark activity/min) minus log1p(light activity/min); not a raw total ratio"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"TwoHarmonicR2__D6_D1"	169	248	0.964675658317277	66	94	0.277205593508857	0.0435911600588675	0.470330803719666	0.269664585681667	0.0574648397641824	0.776125006215504	TRUE	21	0.952505377680346	0.34345897854526	FALSE	0.969216441159302	166	0.0853163009702202	"TwoHarmonicR2"	"D6_D1"	"LD_profile"	"dimensionless"	"Variance explained by fixed 24h + 12h harmonics in daily moving profile; LD descriptive only"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"Harmonic24Amplitude__D6_D1"	169	248	0.964675658317277	66	94	0.250215152322426	0.00249318624576736	0.434523619390323	0.257836209138992	0.0341775715242892	0.779048779275024	TRUE	21	1.05846941346787	0.393876772757417	FALSE	0.979201290737255	166	0.0393261966878845	"Harmonic24Amplitude"	"D6_D1"	"LD_profile"	"dimensionless"	"24-hour harmonic amplitude from 48-bin moving profile"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"FragmentationLight__Late2_Early2"	168	247	0.915542710340398	66	94	0.249489097895436	-0.0165077645621373	0.473649590764335	0.247510766207116	0.0742354088915288	0.860230511082653	TRUE	21	0.694382014936103	0.394580586394517	FALSE	0.961536691971475	161	0.214481914329232	"FragmentationLight"	"Late2_Early2"	"sleep_architecture"	"log1p scale"	"log1p(bouts per sleep hour), ZT0-8; >=30 sleep minutes; bouts clipped at window boundary"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"DawnAnticipation__D6_D1"	176	251	0.945889531149647	65	87	0.242068057400223	0.0208311460106034	0.426960849530769	0.255773893113823	0.0668404504559647	0.882201674115077	TRUE	21	0.741928499095447	0.254514303505844	FALSE	0.955444084920714	168	0.0815017099328209	"DawnAnticipation"	"D6_D1"	"LD_transition"	"dimensionless"	"Moving minutes ZT21-24 / ZT18-24; >=10 active denominator minutes; relates to next dawn"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"PCA_moving_centered_shape_PC3"	176	256	1	67	95	0.233891709737585	-0.0470757730597278	0.46475813270196	0.27165916520254	0.0723218614284549	0.803099273607748	TRUE	22	0.987948443598185	0.54380826963714	FALSE	0.94591180683351	173	0.312974926107065	"PCA_moving_centered_shape_PC3"	"State_D2_D6"	"profile_PCA"	"PC score"	"PC 3 of moving centered_shape 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"exploratory / low repeatability"
"PCA_sleep_centered_shape_PC3"	176	256	1	67	95	0.225251864267993	-0.0843512816973448	0.486380371109728	0.27886197072679	0.0722047541774867	0.759046885318072	TRUE	22	1.10883973827716	0.529230304482365	FALSE	0.936534387732871	173	0.346740281907715	"PCA_sleep_centered_shape_PC3"	"State_D2_D6"	"profile_PCA"	"PC score"	"PC 3 of sleep centered_shape 48-bin profiles; basis trained on equal-weight batch-adjusted DGRP line means"	"Per-fly projection; mean score per line-batch (linear projection); batch-adjusted line score"	"All bins valid for required days; >=8 flies per line-batch"	"PCA_discovery"	"exploratory / low repeatability"
"PDozeLight__D6_D1"	167	239	0.872992935131664	61	85	0.217809544282029	-0.0168759767945304	0.405511789478717	0.249205945877271	0.0370307452102709	0.895565151968009	TRUE	21	0.620879108693779	0.23394523143925	FALSE	0.946991421840971	150	0.370375351349966	"PDozeLight"	"D6_D1"	"sleep_architecture"	"log odds"	"Corrected log odds of active-to-inactive transitions, ZT0-8; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"TwoHarmonicR2__Late2_Early2"	169	248	0.964675658317277	66	94	0.179535018128784	-0.0807390356805973	0.367065517319905	0.177552096881413	0.0595920756386599	0.639679777236339	TRUE	21	1.08485152575457	0.284844032382856	FALSE	0.974730932439612	166	0.0717324077195681	"TwoHarmonicR2"	"Late2_Early2"	"LD_profile"	"dimensionless"	"Variance explained by fixed 24h + 12h harmonics in daily moving profile; LD descriptive only"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"ActivityContrast__Late2_Early2"	169	248	0.964675658317277	66	94	0.172697102555188	-0.0368999997785616	0.326118222531754	0.179849851151767	0.0346932704701852	0.753266868877729	TRUE	21	0.967668947682113	0.300748817384795	FALSE	0.948609243725036	166	0.0894344292944666	"ActivityContrast"	"Late2_Early2"	"activity"	"log1p scale"	"log1p(dark activity/min) minus log1p(light activity/min); not a raw total ratio"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"DawnAnticipation__State_D2_D6"	176	250	0.930314707771355	64	86	0.167415884037189	-0.052351497934011	0.336877434614429	0.205352003698846	0.0346546701220224	0.797605106757649	TRUE	21	0.876402868615049	0.527625049512596	FALSE	0.938382792730619	161	0.109893553996652	"DawnAnticipation"	"State_D2_D6"	"LD_transition"	"dimensionless"	"Moving minutes ZT21-24 / ZT18-24; >=10 active denominator minutes; relates to next dawn"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"PDozeLight__Late2_Early2"	166	232	0.836062941554271	56	78	0.144475705750324	-0.0726880338230128	0.385604416513197	0.177579904633014	0.0490181538503475	NA	FALSE	20	0.77845053199803	0.166203034362585	FALSE	0.942848580846783	141	0.29737835183536	"PDozeLight"	"Late2_Early2"	"sleep_architecture"	"log odds"	"Corrected log odds of active-to-inactive transitions, ZT0-8; >=30 opportunities"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"insufficient coverage/calibration"
"EveningPeakOffset__D6_D1"	150	200	0.57096981374438	46	55	0.133870029480493	-0.111667483210226	0.398562409686622	0.214721836951201	0.0597446091513085	NA	FALSE	19	1.298832370225	0.497896609103722	FALSE	0.946475012206228	82	0.467325108752668	"EveningPeakOffset"	"D6_D1"	"LD_profile"	"hours relative to LD transition"	"Local smoothed moving peak offset in hours from dusk ZT8, searched ZT5-11; range >=0.10, unique interior maximum"	"Strict within-fly contrast of daily values; all specified days valid"	"conditional on identifiable peak; descriptive / validation required"	"conditional_phase"	"phase-selected: validate missingness"
"MorningPeakOffset__State_D2_D6"	172	239	0.833815028901734	56	80	0.113389488127454	-0.123277710150174	0.372083954949929	0.132314564127746	0.0712039559662877	0.738266240390996	TRUE	22	1.18837222125904	0.471136575387007	FALSE	0.949469164284798	142	0.593617614993344	"MorningPeakOffset"	"State_D2_D6"	"LD_profile"	"hours relative to LD transition"	"Local smoothed moving peak offset from dawn; previous-day ZT21-24 plus current ZT0-3; range >=0.10, unique interior maximum"	"Mean of >=3 identifiable D2-D6 daily peak offsets"	"conditional on identifiable peak; descriptive / validation required"	"conditional_phase"	"phase-selected: validate missingness"
"EveningPeakOffset__Late2_Early2"	119	145	0.417469492614001	23	30	0.0920869565217392	-0.273743433737524	0.386993785360928	0.151672098445043	0.102810716592923	NA	FALSE	16	1.90054780390839	0.121097137622356	FALSE	0.976451299470649	38	0.335123181242679	"EveningPeakOffset"	"Late2_Early2"	"LD_profile"	"hours relative to LD transition"	"Local smoothed moving peak offset in hours from dusk ZT8, searched ZT5-11; range >=0.10, unique interior maximum"	"Strict within-fly contrast of daily values; all specified days valid"	"conditional on identifiable peak; descriptive / validation required"	"conditional_phase"	"phase-selected: validate missingness"
"DuskResponse__D6_D1"	176	256	1	67	95	0.0880322254802415	-0.0945956164288109	0.245799422302651	0.0980151916637242	0.0471215515240155	0.483412687675384	TRUE	22	1.01785353551519	0.131635330459223	FALSE	0.924304015675567	173	0.154921515107663	"DuskResponse"	"D6_D1"	"LD_transition"	"dimensionless"	"Moving probability ZT8-8.5 minus ZT7.5-8"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
"DuskAnticipation__State_D2_D6"	173	244	0.902055234425177	61	83	0.0616800362059805	-0.165997720257959	0.249606376937194	0.231473317378343	0.0631767888606217	0.705862856983929	TRUE	21	1.08178676602776	0.369300265650483	FALSE	0.875692681764788	154	0.0923559364823532	"DuskAnticipation"	"State_D2_D6"	"LD_transition"	"dimensionless"	"Moving minutes ZT5-8 / ZT2-8; >=10 active denominator minutes"	"Strict within-fly contrast of daily values; all specified days valid"	"finite values and >=8 flies per line-batch"	"continuous"	"exploratory / low repeatability"
