PCA_phenotype	comparison_phenotype	rho	paired_lines
"PCA_moving_change_PC1"	"ActivityContrast__State_D2_D6"	0.0538163194271792	169
"PCA_moving_change_PC1"	"DuskAnticipation__D6_D1"	0.0473246237870835	168
"PCA_moving_change_PC1"	"DuskAnticipation__Late2_Early2"	0.0375514032176611	167
"PCA_moving_change_PC1"	"DuskResponse__Late2_Early2"	0.0352195534903563	169
"PCA_moving_change_PC1"	"TwoHarmonicR2__Late2_Early2"	0.0333946596390035	169
"PCA_moving_change_PC1"	"OddEvenProfileCorrelation__State_D2_D6"	0.0304783451842276	169
"PCA_moving_change_PC1"	"Harmonic12Amplitude__State_D2_D6"	0.0292203271841281	169
"PCA_moving_change_PC1"	"LDIntradailyVariability__State_D2_D6"	0.0192780070608125	169
"PCA_moving_change_PC1"	"TwoHarmonicR2__State_D2_D6"	0.0176321416140421	169
"PCA_moving_change_PC1"	"PDozeDark__State_D2_D6"	0.0147854408035404	169
"PCA_moving_change_PC1"	"LD24hLagCorrelation__State_D2_D6"	0.00796330366466113	169
"PCA_moving_change_PC1"	"WakingActivityDark__State_D2_D6"	0.00303813833225598	169
"PCA_moving_change_PC1"	"SleepAllocation__State_D2_D6"	-0.000902491173984387	169
"PCA_moving_change_PC1"	"DawnAnticipation__State_D2_D6"	-0.0297797225399035	169
"PCA_moving_change_PC1"	"SleepAllocation__Late2_Early2"	-0.035162348963254	169
"PCA_moving_change_PC1"	"LDInterdailyStability__State_D2_D6"	-0.0395678981651832	169
"PCA_moving_change_PC1"	"DuskResponse__State_D2_D6"	-0.0438118714956275	169
"PCA_moving_change_PC1"	"EveningPeakAmplitude__State_D2_D6"	-0.0617473024712844	169
"PCA_moving_change_PC1"	"DawnResponse__State_D2_D6"	-0.0727947844430952	169
"PCA_moving_change_PC1"	"DuskAnticipation__State_D2_D6"	-0.110175705544005	166
"PCA_moving_change_PC1"	"DawnAnticipation__Late2_Early2"	-0.174265327432748	169
"PCA_moving_change_PC1"	"DarkSleep__State_D2_D6"	-0.201011884043558	169
"PCA_moving_change_PC1"	"LightSleep__State_D2_D6"	-0.203152503604992	169
"PCA_moving_change_PC1"	"TotalSleep__State_D2_D6"	-0.23198498334245	169
"PCA_moving_change_PC1"	"LongestBoutDark__State_D2_D6"	-0.23354880413704	169
"PCA_moving_change_PC1"	"DawnAnticipation__D6_D1"	-0.247946397493909	169
"PCA_moving_change_PC1"	"PDozeLight__D6_D1"	-0.448300473064199	167
"PCA_moving_change_PC1"	"PDozeDark__D6_D1"	-0.463410571329124	169
"PCA_moving_change_PC1"	"PDozeDark__Late2_Early2"	-0.520568345681468	169
"PCA_moving_change_PC1"	"LongestBoutDark__D6_D1"	-0.572960071602606	169
"PCA_moving_change_PC1"	"LongestBoutDark__Late2_Early2"	-0.597041420118343	169
"PCA_moving_change_PC1"	"LightSleep__D6_D1"	-0.735813733777535	169
"PCA_moving_change_PC1"	"LightSleep__Late2_Early2"	-0.751991447466561	169
"PCA_moving_change_PC1"	"DarkSleep__D6_D1"	-0.875038536124509	169
"PCA_moving_change_PC1"	"TotalSleep__D6_D1"	-0.902672666699816	169
"PCA_moving_change_PC1"	"DarkSleep__Late2_Early2"	-0.918552036199095	169
"PCA_moving_change_PC1"	"TotalSleep__Late2_Early2"	-0.942780070608125	169
"PCA_moving_change_PC2"	"Harmonic12Amplitude__Late2_Early2"	0.645057431256527	169
"PCA_moving_change_PC2"	"Harmonic12Amplitude__D6_D1"	0.601451941723435	169
"PCA_moving_change_PC2"	"EveningPeakAmplitude__Late2_Early2"	0.592543881457909	169
"PCA_moving_change_PC2"	"EveningPeakAmplitude__D6_D1"	0.576495450251107	169
"PCA_moving_change_PC2"	"ActivityContrast__Late2_Early2"	0.398095569588782	169
"PCA_moving_change_PC2"	"DuskAnticipation__D6_D1"	0.398011247159105	168
"PCA_moving_change_PC2"	"DuskAnticipation__Late2_Early2"	0.377248085584425	167
"PCA_moving_change_PC2"	"ActivityContrast__D6_D1"	0.373942121227189	169
"PCA_moving_change_PC2"	"TwoHarmonicR2__D6_D1"	0.345296106608324	169
"PCA_moving_change_PC2"	"TwoHarmonicR2__Late2_Early2"	0.317184625329422	169
"PCA_moving_change_PC2"	"LightSleep__Late2_Early2"	0.30735169807568	169
"PCA_moving_change_PC2"	"DawnAnticipation__State_D2_D6"	0.297304957485953	169
"PCA_moving_change_PC2"	"DuskResponse__D6_D1"	0.293105763015265	169
"PCA_moving_change_PC2"	"MorningPeakOffset__State_D2_D6"	0.286746987951807	166
"PCA_moving_change_PC2"	"LightSleep__D6_D1"	0.279011486251305	169
"PCA_moving_change_PC2"	"DuskResponse__Late2_Early2"	0.266634097405761	169
"PCA_moving_change_PC2"	"DarkSleep__State_D2_D6"	0.217378549052757	169
"PCA_moving_change_PC2"	"TotalSleep__State_D2_D6"	0.207428770324698	169
"PCA_moving_change_PC2"	"TotalSleep__D6_D1"	0.206541196360201	169
"PCA_moving_change_PC2"	"SleepAllocation__State_D2_D6"	0.197083685545224	169
"PCA_moving_change_PC2"	"PDozeDark__State_D2_D6"	0.19240465416936	169
"PCA_moving_change_PC2"	"WakingActivityDark__Late2_Early2"	0.187743026204565	169
"PCA_moving_change_PC2"	"LongestBoutDark__D6_D1"	0.174170851772662	169
"PCA_moving_change_PC2"	"LDIntradailyVariability__State_D2_D6"	0.173561732385262	169
"PCA_moving_change_PC2"	"Harmonic24Amplitude__Late2_Early2"	0.172771120282433	169
"PCA_moving_change_PC2"	"DawnAnticipation__Late2_Early2"	0.167836010143703	169
"PCA_moving_change_PC2"	"TotalSleep__Late2_Early2"	0.162465814728258	169
"PCA_moving_change_PC2"	"LongestBoutDark__State_D2_D6"	0.160454477649048	169
"PCA_moving_change_PC2"	"LongestBoutDark__Late2_Early2"	0.150594202177913	169
"PCA_moving_change_PC2"	"DarkSleep__D6_D1"	0.141154094774004	169
"PCA_moving_change_PC2"	"Harmonic24Amplitude__State_D2_D6"	0.108734026154841	169
"PCA_moving_change_PC2"	"DarkSleep__Late2_Early2"	0.10660086519815	169
"PCA_moving_change_PC2"	"Harmonic24Amplitude__D6_D1"	0.102451394759087	169
"PCA_moving_change_PC2"	"WakingActivityDark__D6_D1"	0.0997613246482025	169
"PCA_moving_change_PC2"	"MorningPeakAmplitude__State_D2_D6"	0.0714360300333151	169
"PCA_moving_change_PC2"	"LDInterdailyStability__State_D2_D6"	0.0677415344836159	169
"PCA_moving_change_PC2"	"ActivityDark__Late2_Early2"	0.0593406593406594	169
"PCA_moving_change_PC2"	"ActivityDark__D6_D1"	0.044865993734772	169
"PCA_moving_change_PC2"	"OddEvenProfileCorrelation__State_D2_D6"	0.0442593605489533	169
"PCA_moving_change_PC2"	"PDozeLight__D6_D1"	0.030135941542045	167
"PCA_moving_change_PC2"	"LightSleep__State_D2_D6"	0.019949281487743	169
"PCA_moving_change_PC2"	"SiestaMoving__State_D2_D6"	0.0149047784794391	169
"PCA_moving_change_PC2"	"DawnAnticipation__D6_D1"	0.0137114017204515	169
"PCA_moving_change_PC2"	"MovingDark__Late2_Early2"	0.00387101586196609	169
"PCA_moving_change_PC2"	"LD24hLagCorrelation__State_D2_D6"	0.00191934762070509	169
"PCA_moving_change_PC2"	"PWakeLight__State_D2_D6"	-0.00302322112276863	169
"PCA_moving_change_PC2"	"DawnResponse__State_D2_D6"	-0.0146536812277397	169
"PCA_moving_change_PC2"	"MovingLight__State_D2_D6"	-0.0152230122818358	169
"PCA_moving_change_PC2"	"ActivityLight__State_D2_D6"	-0.0280642434488588	169
"PCA_moving_change_PC2"	"MovingDark__D6_D1"	-0.0352866590423152	169
"PCA_moving_change_PC2"	"FragmentationLight__State_D2_D6"	-0.0511690060285178	168
"PCA_moving_change_PC2"	"WakingActivityDark__State_D2_D6"	-0.0535130028342698	169
"PCA_moving_change_PC2"	"EveningPeakAmplitude__State_D2_D6"	-0.0660931828352643	169
"PCA_moving_change_PC2"	"PDozeDark__D6_D1"	-0.0838720103425986	169
"PCA_moving_change_PC2"	"TwoHarmonicR2__State_D2_D6"	-0.0878051812440953	169
"PCA_moving_change_PC2"	"DuskResponse__State_D2_D6"	-0.116535799149617	169
"PCA_moving_change_PC2"	"Harmonic12Amplitude__State_D2_D6"	-0.156496444731739	169
"PCA_moving_change_PC2"	"PWakeDark__State_D2_D6"	-0.173280791606584	169
"PCA_moving_change_PC2"	"PDozeDark__Late2_Early2"	-0.178240763761126	169
"PCA_moving_change_PC2"	"ActivityDark__State_D2_D6"	-0.181445477599324	169
"PCA_moving_change_PC2"	"FragmentationDark__State_D2_D6"	-0.181935259310825	169
"PCA_moving_change_PC2"	"PWakeDark__Late2_Early2"	-0.183014270797076	169
"PCA_moving_change_PC2"	"DarkCoreMoving__State_D2_D6"	-0.18684053503058	169
"PCA_moving_change_PC2"	"ActivityContrast__State_D2_D6"	-0.193249962706976	169
"PCA_moving_change_PC2"	"MovingDark__State_D2_D6"	-0.196971806474069	169
"PCA_moving_change_PC2"	"PWakeDark__D6_D1"	-0.200275968375516	169
"PCA_moving_change_PC2"	"DuskAnticipation__State_D2_D6"	-0.201605551219576	166
"PCA_moving_change_PC2"	"FragmentationLight__Late2_Early2"	-0.215596701778185	168
"PCA_moving_change_PC2"	"FragmentationDark__Late2_Early2"	-0.227129431654319	169
"PCA_moving_change_PC2"	"SleepAllocation__Late2_Early2"	-0.230175028591318	169
"PCA_moving_change_PC2"	"MovingLight__D6_D1"	-0.246621252051116	169
"PCA_moving_change_PC2"	"SleepAllocation__D6_D1"	-0.249291432549351	169
"PCA_moving_change_PC2"	"FragmentationDark__D6_D1"	-0.260171050668788	169
"PCA_moving_change_PC2"	"MovingLight__Late2_Early2"	-0.263303664661131	169
"PCA_moving_change_PC2"	"PWakeLight__Late2_Early2"	-0.276930535527821	169
"PCA_moving_change_PC2"	"DarkCoreMoving__Late2_Early2"	-0.284070906469097	169
"PCA_moving_change_PC2"	"SiestaMoving__Late2_Early2"	-0.305959425190195	169
"PCA_moving_change_PC2"	"ActivityLight__Late2_Early2"	-0.308162199791159	169
"PCA_moving_change_PC2"	"DarkCoreMoving__D6_D1"	-0.359527124459251	169
"PCA_moving_change_PC2"	"ActivityLight__D6_D1"	-0.393448858833474	169
"PCA_moving_change_PC2"	"FragmentationLight__D6_D1"	-0.399433146039481	169
"PCA_moving_change_PC2"	"SiestaMoving__D6_D1"	-0.4011774658008	169
"PCA_moving_change_PC2"	"PWakeLight__D6_D1"	-0.407264681020337	169
"PCA_moving_change_PC3"	"SleepAllocation__Late2_Early2"	0.665449256625727	169
"PCA_moving_change_PC3"	"SleepAllocation__D6_D1"	0.606334841628959	169
"PCA_moving_change_PC3"	"PWakeLight__Late2_Early2"	0.428233305156382	169
"PCA_moving_change_PC3"	"SiestaMoving__Late2_Early2"	0.423603997812143	169
"PCA_moving_change_PC3"	"MovingLight__Late2_Early2"	0.408032917308936	169
"PCA_moving_change_PC3"	"MorningPeakAmplitude__State_D2_D6"	0.379715081298792	169
"PCA_moving_change_PC3"	"MovingLight__D6_D1"	0.343118194023172	169
"PCA_moving_change_PC3"	"FragmentationLight__Late2_Early2"	0.323224219355035	168
"PCA_moving_change_PC3"	"ActivityLight__Late2_Early2"	0.313276316443737	169
"PCA_moving_change_PC3"	"PWakeLight__D6_D1"	0.310193426483019	169
"PCA_moving_change_PC3"	"SiestaMoving__D6_D1"	0.29769796237013	169
"PCA_moving_change_PC3"	"LongestBoutDark__D6_D1"	0.294053005817712	169
"PCA_moving_change_PC3"	"Harmonic24Amplitude__State_D2_D6"	0.271841280891055	169
"PCA_moving_change_PC3"	"OddEvenProfileCorrelation__State_D2_D6"	0.225789369002039	169
"PCA_moving_change_PC3"	"LDInterdailyStability__State_D2_D6"	0.217149818507285	169
"PCA_moving_change_PC3"	"Harmonic12Amplitude__State_D2_D6"	0.215399532594103	169
"PCA_moving_change_PC3"	"LD24hLagCorrelation__State_D2_D6"	0.21208293968475	169
"PCA_moving_change_PC3"	"TwoHarmonicR2__State_D2_D6"	0.19888369549003	169
"PCA_moving_change_PC3"	"EveningPeakAmplitude__State_D2_D6"	0.183767589876187	169
"PCA_moving_change_PC3"	"LongestBoutDark__Late2_Early2"	0.182477251255532	169
"PCA_moving_change_PC3"	"FragmentationLight__D6_D1"	0.159387897170703	169
"PCA_moving_change_PC3"	"DuskAnticipation__D6_D1"	0.156842696686087	168
"PCA_moving_change_PC3"	"ActivityLight__D6_D1"	0.146802744766546	169
"PCA_moving_change_PC3"	"DarkSleep__Late2_Early2"	0.143428969220824	169
"PCA_moving_change_PC3"	"DuskAnticipation__Late2_Early2"	0.135975037876055	167
"PCA_moving_change_PC3"	"MovingDark__State_D2_D6"	0.135050469892099	169
"PCA_moving_change_PC3"	"DarkSleep__D6_D1"	0.125602903883447	169
"PCA_moving_change_PC3"	"ActivityDark__State_D2_D6"	0.121309233752673	169
"PCA_moving_change_PC3"	"PDozeDark__Late2_Early2"	0.121013375764507	169
"PCA_moving_change_PC3"	"ActivityLight__State_D2_D6"	0.111856695340858	169
"PCA_moving_change_PC3"	"PDozeDark__D6_D1"	0.096795286161802	169
"PCA_moving_change_PC3"	"WakingActivityDark__State_D2_D6"	0.0925314504500025	169
"PCA_moving_change_PC3"	"DawnAnticipation__Late2_Early2"	0.0790935309034857	169
"PCA_moving_change_PC3"	"MovingLight__State_D2_D6"	0.0591964596489484	169
"PCA_moving_change_PC3"	"ActivityContrast__State_D2_D6"	0.0565237929491323	169
"PCA_moving_change_PC3"	"DawnAnticipation__State_D2_D6"	0.0510292874546268	169
"PCA_moving_change_PC3"	"DarkCoreMoving__State_D2_D6"	0.033322559793148	169
"PCA_moving_change_PC3"	"PWakeDark__State_D2_D6"	0.0314131569787678	169
"PCA_moving_change_PC3"	"FragmentationDark__State_D2_D6"	0.0310352543384218	169
"PCA_moving_change_PC3"	"DuskAnticipation__State_D2_D6"	0.0282925933456198	166
"PCA_moving_change_PC3"	"SiestaMoving__State_D2_D6"	0.0211177962309184	169
"PCA_moving_change_PC3"	"DawnAnticipation__D6_D1"	0.0189373974441848	169
"PCA_moving_change_PC3"	"EveningPeakAmplitude__Late2_Early2"	0.01096663517478	169
"PCA_moving_change_PC3"	"LightSleep__State_D2_D6"	-0.00561632937198548	169
"PCA_moving_change_PC3"	"PWakeLight__State_D2_D6"	-0.0065014171349013	169
"PCA_moving_change_PC3"	"EveningPeakAmplitude__D6_D1"	-0.0217045398040873	169
"PCA_moving_change_PC3"	"LongestBoutDark__State_D2_D6"	-0.023884938590821	169
"PCA_moving_change_PC3"	"TotalSleep__D6_D1"	-0.0299860772711452	169
"PCA_moving_change_PC3"	"FragmentationLight__State_D2_D6"	-0.0324406132789366	168
"PCA_moving_change_PC3"	"DuskResponse__D6_D1"	-0.0464223559246184	169
"PCA_moving_change_PC3"	"DuskResponse__State_D2_D6"	-0.0484635575453562	169
"PCA_moving_change_PC3"	"PDozeLight__D6_D1"	-0.0611943067393612	167
"PCA_moving_change_PC3"	"TotalSleep__State_D2_D6"	-0.070414201183432	169
"PCA_moving_change_PC3"	"TotalSleep__Late2_Early2"	-0.0712669683257919	169
"PCA_moving_change_PC3"	"Harmonic24Amplitude__D6_D1"	-0.0767664462234598	169
"PCA_moving_change_PC3"	"SleepAllocation__State_D2_D6"	-0.0776018099547512	169
"PCA_moving_change_PC3"	"Harmonic12Amplitude__D6_D1"	-0.082313161951171	169
"PCA_moving_change_PC3"	"WakingActivityDark__Late2_Early2"	-0.085062900900005	169
"PCA_moving_change_PC3"	"DarkSleep__State_D2_D6"	-0.087114017204515	169
"PCA_moving_change_PC3"	"Harmonic12Amplitude__Late2_Early2"	-0.0901322659241211	169
"PCA_moving_change_PC3"	"MorningPeakOffset__State_D2_D6"	-0.107371237809157	166
"PCA_moving_change_PC3"	"PWakeDark__Late2_Early2"	-0.112552831783601	169
"PCA_moving_change_PC3"	"Harmonic24Amplitude__Late2_Early2"	-0.120130774203172	169
"PCA_moving_change_PC3"	"WakingActivityDark__D6_D1"	-0.121227189100492	169
"PCA_moving_change_PC3"	"PDozeDark__State_D2_D6"	-0.133126149868231	169
"PCA_moving_change_PC3"	"MovingDark__D6_D1"	-0.157329322261449	169
"PCA_moving_change_PC3"	"PWakeDark__D6_D1"	-0.159397841977028	169
"PCA_moving_change_PC3"	"MovingDark__Late2_Early2"	-0.159688727562031	169
"PCA_moving_change_PC3"	"LDIntradailyVariability__State_D2_D6"	-0.170416687385013	169
"PCA_moving_change_PC3"	"DuskResponse__Late2_Early2"	-0.181092549532971	169
"PCA_moving_change_PC3"	"DawnResponse__State_D2_D6"	-0.182829162416849	169
"PCA_moving_change_PC3"	"DarkCoreMoving__Late2_Early2"	-0.206635672020287	169
"PCA_moving_change_PC3"	"TwoHarmonicR2__D6_D1"	-0.208990104917707	169
"PCA_moving_change_PC3"	"FragmentationDark__Late2_Early2"	-0.232576699318781	169
"PCA_moving_change_PC3"	"ActivityDark__D6_D1"	-0.23286012629904	169
"PCA_moving_change_PC3"	"DarkCoreMoving__D6_D1"	-0.243488638058774	169
"PCA_moving_change_PC3"	"ActivityDark__Late2_Early2"	-0.256976281636915	169
"PCA_moving_change_PC3"	"LightSleep__D6_D1"	-0.304054994778977	169
"PCA_moving_change_PC3"	"TwoHarmonicR2__Late2_Early2"	-0.32563025210084	169
"PCA_moving_change_PC3"	"FragmentationDark__D6_D1"	-0.335893292228134	169
"PCA_moving_change_PC3"	"LightSleep__Late2_Early2"	-0.364807816617772	169
"PCA_moving_change_PC3"	"ActivityContrast__Late2_Early2"	-0.515665556163294	169
"PCA_moving_change_PC3"	"ActivityContrast__D6_D1"	-0.575384118144299	169
"PCA_moving_raw_PC1"	"MovingDark__State_D2_D6"	0.969297820823244	176
"PCA_moving_raw_PC1"	"ActivityDark__State_D2_D6"	0.906414263702399	176
"PCA_moving_raw_PC1"	"DarkCoreMoving__State_D2_D6"	0.867675544794189	176
"PCA_moving_raw_PC1"	"PWakeDark__State_D2_D6"	0.806977767994717	176
"PCA_moving_raw_PC1"	"MovingLight__State_D2_D6"	0.657384987893463	176
"PCA_moving_raw_PC1"	"FragmentationDark__State_D2_D6"	0.632727272727273	176
"PCA_moving_raw_PC1"	"ActivityLight__State_D2_D6"	0.600812238608849	176
"PCA_moving_raw_PC1"	"SiestaMoving__State_D2_D6"	0.580114461809377	176
"PCA_moving_raw_PC1"	"Harmonic12Amplitude__State_D2_D6"	0.511353731014748	176
"PCA_moving_raw_PC1"	"PWakeLight__State_D2_D6"	0.474609289016069	176
"PCA_moving_raw_PC1"	"ActivityContrast__State_D2_D6"	0.454402377283733	176
"PCA_moving_raw_PC1"	"MorningPeakAmplitude__State_D2_D6"	0.410834250495267	176
"PCA_moving_raw_PC1"	"TwoHarmonicR2__State_D2_D6"	0.408456966762052	176
"PCA_moving_raw_PC1"	"PWakeDark__D6_D1"	0.361562843935725	176
"PCA_moving_raw_PC1"	"Harmonic24Amplitude__State_D2_D6"	0.344659916354832	176
"PCA_moving_raw_PC1"	"FragmentationLight__State_D2_D6"	0.344321540528437	175
"PCA_moving_raw_PC1"	"SiestaMoving__D6_D1"	0.3227116520261	169
"PCA_moving_raw_PC1"	"MovingLight__D6_D1"	0.311364427427776	169
"PCA_moving_raw_PC1"	"PWakeDark__Late2_Early2"	0.308316090688972	176
"PCA_moving_raw_PC1"	"FragmentationDark__D6_D1"	0.302953995157385	176
"PCA_moving_raw_PC1"	"SiestaMoving__Late2_Early2"	0.280552931231664	169
"PCA_moving_raw_PC1"	"DarkCoreMoving__D6_D1"	0.276425269645609	176
"PCA_moving_raw_PC1"	"MovingLight__Late2_Early2"	0.27565014171349	169
"PCA_moving_raw_PC1"	"PWakeLight__D6_D1"	0.271978021978022	169
"PCA_moving_raw_PC1"	"FragmentationDark__Late2_Early2"	0.271796169931763	176
"PCA_moving_raw_PC1"	"ActivityLight__D6_D1"	0.26033762617473	169
"PCA_moving_raw_PC1"	"DarkCoreMoving__Late2_Early2"	0.239647809817301	176
"PCA_moving_raw_PC1"	"EveningPeakAmplitude__State_D2_D6"	0.217607307946291	176
"PCA_moving_raw_PC1"	"PWakeLight__Late2_Early2"	0.216155337874795	169
"PCA_moving_raw_PC1"	"MovingDark__D6_D1"	0.191666299801893	176
"PCA_moving_raw_PC1"	"ActivityLight__Late2_Early2"	0.182119238227836	169
"PCA_moving_raw_PC1"	"SleepAllocation__D6_D1"	0.155546715727711	169
"PCA_moving_raw_PC1"	"FragmentationLight__D6_D1"	0.154962458356124	169
"PCA_moving_raw_PC1"	"MovingDark__Late2_Early2"	0.147882456526524	176
"PCA_moving_raw_PC1"	"WakingActivityDark__State_D2_D6"	0.118043143297381	176
"PCA_moving_raw_PC1"	"FragmentationLight__Late2_Early2"	0.116361528844256	168
"PCA_moving_raw_PC1"	"DuskResponse__State_D2_D6"	0.0903995654851367	176
"PCA_moving_raw_PC1"	"SleepAllocation__Late2_Early2"	0.0878623638804635	169
"PCA_moving_raw_PC1"	"OddEvenProfileCorrelation__State_D2_D6"	0.0708804754567466	176
"PCA_moving_raw_PC1"	"LD24hLagCorrelation__State_D2_D6"	0.0684789786484702	176
"PCA_moving_raw_PC1"	"DawnAnticipation__D6_D1"	0.056832489544354	176
"PCA_moving_raw_PC1"	"DawnAnticipation__Late2_Early2"	0.0548602245212415	176
"PCA_moving_raw_PC1"	"PDozeDark__Late2_Early2"	0.0419656614571869	176
"PCA_moving_raw_PC1"	"PDozeDark__D6_D1"	0.0356658595641646	176
"PCA_moving_raw_PC1"	"ActivityDark__D6_D1"	-0.00123046445080343	176
"PCA_moving_raw_PC1"	"LDInterdailyStability__State_D2_D6"	-0.015841954655514	176
"PCA_moving_raw_PC1"	"ActivityDark__Late2_Early2"	-0.0183755227823024	176
"PCA_moving_raw_PC1"	"WakingActivityDark__D6_D1"	-0.0271736737838433	176
"PCA_moving_raw_PC1"	"WakingActivityDark__Late2_Early2"	-0.0492163768434955	176
"PCA_moving_raw_PC1"	"PDozeLight__D6_D1"	-0.0728998113927051	167
"PCA_moving_raw_PC1"	"DuskAnticipation__State_D2_D6"	-0.102059972836542	173
"PCA_moving_raw_PC1"	"TwoHarmonicR2__Late2_Early2"	-0.13338720103426	169
"PCA_moving_raw_PC1"	"ActivityContrast__Late2_Early2"	-0.14088061260007	169
"PCA_moving_raw_PC1"	"DuskAnticipation__D6_D1"	-0.142214303430333	168
"PCA_moving_raw_PC1"	"DuskResponse__Late2_Early2"	-0.142319030551986	176
"PCA_moving_raw_PC1"	"Harmonic24Amplitude__D6_D1"	-0.148254686489981	169
"PCA_moving_raw_PC1"	"Harmonic12Amplitude__D6_D1"	-0.155536770921386	169
"PCA_moving_raw_PC1"	"TwoHarmonicR2__D6_D1"	-0.15964646213515	169
"PCA_moving_raw_PC1"	"Harmonic24Amplitude__Late2_Early2"	-0.163693998309383	169
"PCA_moving_raw_PC1"	"Harmonic12Amplitude__Late2_Early2"	-0.17485704340908	169
"PCA_moving_raw_PC1"	"DuskAnticipation__Late2_Early2"	-0.185876096344317	167
"PCA_moving_raw_PC1"	"DuskResponse__D6_D1"	-0.193028835571208	176
"PCA_moving_raw_PC1"	"ActivityContrast__D6_D1"	-0.234498533141067	169
"PCA_moving_raw_PC1"	"MorningPeakOffset__State_D2_D6"	-0.261304221704955	172
"PCA_moving_raw_PC1"	"DawnResponse__State_D2_D6"	-0.268537457922921	176
"PCA_moving_raw_PC1"	"DarkSleep__Late2_Early2"	-0.273158705701079	176
"PCA_moving_raw_PC1"	"LongestBoutDark__Late2_Early2"	-0.278155403918116	176
"PCA_moving_raw_PC1"	"EveningPeakAmplitude__D6_D1"	-0.284682512058078	169
"PCA_moving_raw_PC1"	"EveningPeakAmplitude__Late2_Early2"	-0.285388593307145	169
"PCA_moving_raw_PC1"	"LongestBoutDark__D6_D1"	-0.287856042262822	176
"PCA_moving_raw_PC1"	"TotalSleep__Late2_Early2"	-0.289891104370742	169
"PCA_moving_raw_PC1"	"LightSleep__Late2_Early2"	-0.307416339316792	169
"PCA_moving_raw_PC1"	"SleepAllocation__State_D2_D6"	-0.31435174994497	176
"PCA_moving_raw_PC1"	"DarkSleep__D6_D1"	-0.316064274708342	176
"PCA_moving_raw_PC1"	"TotalSleep__D6_D1"	-0.324784943563224	169
"PCA_moving_raw_PC1"	"LightSleep__D6_D1"	-0.328379991049674	169
"PCA_moving_raw_PC1"	"LDIntradailyVariability__State_D2_D6"	-0.336506713625358	176
"PCA_moving_raw_PC1"	"DawnAnticipation__State_D2_D6"	-0.452196786264583	176
"PCA_moving_raw_PC1"	"LightSleep__State_D2_D6"	-0.588828967642527	176
"PCA_moving_raw_PC1"	"PDozeDark__State_D2_D6"	-0.614303323794849	176
"PCA_moving_raw_PC1"	"LongestBoutDark__State_D2_D6"	-0.686555139775479	176
"PCA_moving_raw_PC1"	"DarkSleep__State_D2_D6"	-0.95062513757429	176
"PCA_moving_raw_PC1"	"TotalSleep__State_D2_D6"	-0.956852300242131	176
"PCA_moving_raw_PC2"	"DuskAnticipation__State_D2_D6"	0.632516884453324	173
"PCA_moving_raw_PC2"	"ActivityContrast__State_D2_D6"	0.570002201188642	176
"PCA_moving_raw_PC2"	"LightSleep__State_D2_D6"	0.562018489984592	176
"PCA_moving_raw_PC2"	"Harmonic12Amplitude__State_D2_D6"	0.560618534008365	176
"PCA_moving_raw_PC2"	"EveningPeakAmplitude__State_D2_D6"	0.518217037200088	176
"PCA_moving_raw_PC2"	"LDInterdailyStability__State_D2_D6"	0.470244331939247	176
"PCA_moving_raw_PC2"	"LD24hLagCorrelation__State_D2_D6"	0.436720228923619	176
"PCA_moving_raw_PC2"	"OddEvenProfileCorrelation__State_D2_D6"	0.38794849218578	176
"PCA_moving_raw_PC2"	"DuskResponse__State_D2_D6"	0.370472358833624	176
"PCA_moving_raw_PC2"	"TwoHarmonicR2__State_D2_D6"	0.329718247853841	176
"PCA_moving_raw_PC2"	"DawnAnticipation__D6_D1"	0.185450143077262	176
"PCA_moving_raw_PC2"	"LongestBoutDark__State_D2_D6"	0.162604006163328	176
"PCA_moving_raw_PC2"	"LongestBoutDark__Late2_Early2"	0.160099053488884	176
"PCA_moving_raw_PC2"	"MovingDark__State_D2_D6"	0.155067136253577	176
"PCA_moving_raw_PC2"	"PDozeLight__D6_D1"	0.14865707483484	167
"PCA_moving_raw_PC2"	"DarkSleep__Late2_Early2"	0.145952014087607	176
"PCA_moving_raw_PC2"	"TotalSleep__Late2_Early2"	0.144229526129979	169
"PCA_moving_raw_PC2"	"PDozeDark__Late2_Early2"	0.128958837772397	176
"PCA_moving_raw_PC2"	"LongestBoutDark__D6_D1"	0.119324235086947	176
"PCA_moving_raw_PC2"	"DawnAnticipation__Late2_Early2"	0.114248294078803	176
"PCA_moving_raw_PC2"	"DarkSleep__D6_D1"	0.113284173453665	176
"PCA_moving_raw_PC2"	"TotalSleep__D6_D1"	0.11123017254239	169
"PCA_moving_raw_PC2"	"PDozeDark__D6_D1"	0.107129650011006	176
"PCA_moving_raw_PC2"	"FragmentationLight__D6_D1"	0.107103077917558	169
"PCA_moving_raw_PC2"	"TotalSleep__State_D2_D6"	0.106913933524103	176
"PCA_moving_raw_PC2"	"Harmonic24Amplitude__Late2_Early2"	0.103075431355974	169
"PCA_moving_raw_PC2"	"LightSleep__D6_D1"	0.10142210730446	169
"PCA_moving_raw_PC2"	"PWakeLight__D6_D1"	0.0895529809556959	169
"PCA_moving_raw_PC2"	"ActivityLight__D6_D1"	0.0880985530306798	169
"PCA_moving_raw_PC2"	"ActivityDark__State_D2_D6"	0.084719348448162	176
"PCA_moving_raw_PC2"	"LightSleep__Late2_Early2"	0.0786261250062155	169
"PCA_moving_raw_PC2"	"ActivityLight__Late2_Early2"	0.072554820744866	169
