PCA_phenotype	comparison_phenotype	rho	paired_lines
"PCA_moving_raw_PC2"	"FragmentationLight__Late2_Early2"	0.0635145600599309	168
"PCA_moving_raw_PC2"	"DawnResponse__State_D2_D6"	0.0613031374109368	176
"PCA_moving_raw_PC2"	"SleepAllocation__Late2_Early2"	0.0607030978071702	169
"PCA_moving_raw_PC2"	"Harmonic24Amplitude__D6_D1"	0.054845606881806	169
"PCA_moving_raw_PC2"	"PWakeLight__Late2_Early2"	0.0469643478693253	169
"PCA_moving_raw_PC2"	"TwoHarmonicR2__Late2_Early2"	0.0251479289940828	169
"PCA_moving_raw_PC2"	"WakingActivityDark__D6_D1"	0.0189698437156064	176
"PCA_moving_raw_PC2"	"DuskResponse__Late2_Early2"	0.0137794484808784	176
"PCA_moving_raw_PC2"	"PWakeDark__State_D2_D6"	0.00935725291657495	176
"PCA_moving_raw_PC2"	"DarkCoreMoving__State_D2_D6"	-0.0136209553158706	176
"PCA_moving_raw_PC2"	"Harmonic24Amplitude__State_D2_D6"	-0.0150539291217257	176
"PCA_moving_raw_PC2"	"SleepAllocation__D6_D1"	-0.0178210929342151	169
"PCA_moving_raw_PC2"	"TwoHarmonicR2__D6_D1"	-0.0223559246183681	169
"PCA_moving_raw_PC2"	"WakingActivityDark__State_D2_D6"	-0.0298371120405019	176
"PCA_moving_raw_PC2"	"DuskAnticipation__D6_D1"	-0.0499111666776338	168
"PCA_moving_raw_PC2"	"WakingActivityDark__Late2_Early2"	-0.0574025974025974	176
"PCA_moving_raw_PC2"	"FragmentationDark__D6_D1"	-0.058613251155624	176
"PCA_moving_raw_PC2"	"PWakeDark__D6_D1"	-0.0600792427911072	176
"PCA_moving_raw_PC2"	"PWakeDark__Late2_Early2"	-0.0644155844155844	176
"PCA_moving_raw_PC2"	"MovingLight__Late2_Early2"	-0.0729799612152554	169
"PCA_moving_raw_PC2"	"FragmentationDark__Late2_Early2"	-0.0800924499229584	176
"PCA_moving_raw_PC2"	"SiestaMoving__D6_D1"	-0.0845035580674658	169
"PCA_moving_raw_PC2"	"DuskResponse__D6_D1"	-0.087162667840634	176
"PCA_moving_raw_PC2"	"MovingLight__D6_D1"	-0.0912982944657153	169
"PCA_moving_raw_PC2"	"DarkCoreMoving__D6_D1"	-0.0947765793528505	176
"PCA_moving_raw_PC2"	"DuskAnticipation__Late2_Early2"	-0.103584569243613	167
"PCA_moving_raw_PC2"	"DarkCoreMoving__Late2_Early2"	-0.113510895883777	176
"PCA_moving_raw_PC2"	"DarkSleep__State_D2_D6"	-0.121129209773278	176
"PCA_moving_raw_PC2"	"SiestaMoving__Late2_Early2"	-0.125197653025707	169
"PCA_moving_raw_PC2"	"DawnAnticipation__State_D2_D6"	-0.142751485802333	176
"PCA_moving_raw_PC2"	"FragmentationDark__State_D2_D6"	-0.153334800792428	176
"PCA_moving_raw_PC2"	"MovingDark__D6_D1"	-0.159630200308166	176
"PCA_moving_raw_PC2"	"ActivityDark__D6_D1"	-0.164913053048646	176
"PCA_moving_raw_PC2"	"MorningPeakAmplitude__State_D2_D6"	-0.177191283292978	176
"PCA_moving_raw_PC2"	"ActivityDark__Late2_Early2"	-0.179696235967422	176
"PCA_moving_raw_PC2"	"MovingDark__Late2_Early2"	-0.188382126348228	176
"PCA_moving_raw_PC2"	"ActivityContrast__D6_D1"	-0.193468748446124	169
"PCA_moving_raw_PC2"	"Harmonic12Amplitude__D6_D1"	-0.216299537566506	169
"PCA_moving_raw_PC2"	"ActivityContrast__Late2_Early2"	-0.225757048381483	169
"PCA_moving_raw_PC2"	"Harmonic12Amplitude__Late2_Early2"	-0.254863010292875	169
"PCA_moving_raw_PC2"	"PDozeDark__State_D2_D6"	-0.278657274928461	176
"PCA_moving_raw_PC2"	"LDIntradailyVariability__State_D2_D6"	-0.288294078802553	176
"PCA_moving_raw_PC2"	"MorningPeakOffset__State_D2_D6"	-0.309596413402103	172
"PCA_moving_raw_PC2"	"EveningPeakAmplitude__D6_D1"	-0.42451146138929	169
"PCA_moving_raw_PC2"	"EveningPeakAmplitude__Late2_Early2"	-0.42676644622346	169
"PCA_moving_raw_PC2"	"ActivityLight__State_D2_D6"	-0.45158045344486	176
"PCA_moving_raw_PC2"	"MovingLight__State_D2_D6"	-0.517517059211975	176
"PCA_moving_raw_PC2"	"FragmentationLight__State_D2_D6"	-0.547154052843708	175
"PCA_moving_raw_PC2"	"SiestaMoving__State_D2_D6"	-0.566656394453005	176
"PCA_moving_raw_PC2"	"PWakeLight__State_D2_D6"	-0.600970724191063	176
"PCA_moving_raw_PC2"	"SleepAllocation__State_D2_D6"	-0.687710763812459	176
"PCA_moving_raw_PC3"	"MorningPeakOffset__State_D2_D6"	0.538456640323756	172
"PCA_moving_raw_PC3"	"DawnAnticipation__State_D2_D6"	0.49758309487123	176
"PCA_moving_raw_PC3"	"Harmonic24Amplitude__State_D2_D6"	0.457640325775919	176
"PCA_moving_raw_PC3"	"SleepAllocation__State_D2_D6"	0.398430552498349	176
"PCA_moving_raw_PC3"	"MovingLight__State_D2_D6"	0.393552718467973	176
"PCA_moving_raw_PC3"	"SiestaMoving__State_D2_D6"	0.360110059432093	176
"PCA_moving_raw_PC3"	"PWakeLight__State_D2_D6"	0.357585296059872	176
"PCA_moving_raw_PC3"	"ActivityLight__State_D2_D6"	0.304626898525204	176
"PCA_moving_raw_PC3"	"TwoHarmonicR2__State_D2_D6"	0.217858243451464	176
"PCA_moving_raw_PC3"	"OddEvenProfileCorrelation__State_D2_D6"	0.207219898745322	176
"PCA_moving_raw_PC3"	"FragmentationLight__State_D2_D6"	0.204729064039409	175
"PCA_moving_raw_PC3"	"DuskResponse__D6_D1"	0.194545454545455	176
"PCA_moving_raw_PC3"	"LD24hLagCorrelation__State_D2_D6"	0.192716266784063	176
"PCA_moving_raw_PC3"	"DuskResponse__Late2_Early2"	0.178453763181715	176
"PCA_moving_raw_PC3"	"ActivityContrast__Late2_Early2"	0.177082193824275	169
"PCA_moving_raw_PC3"	"LongestBoutDark__D6_D1"	0.176572749284614	176
"PCA_moving_raw_PC3"	"DawnAnticipation__D6_D1"	0.167043803653973	176
"PCA_moving_raw_PC3"	"LDInterdailyStability__State_D2_D6"	0.166775258639665	176
"PCA_moving_raw_PC3"	"LongestBoutDark__State_D2_D6"	0.166451683909311	176
"PCA_moving_raw_PC3"	"DawnAnticipation__Late2_Early2"	0.163235747303544	176
"PCA_moving_raw_PC3"	"Harmonic24Amplitude__Late2_Early2"	0.159934861518572	169
"PCA_moving_raw_PC3"	"LongestBoutDark__Late2_Early2"	0.148051948051948	176
"PCA_moving_raw_PC3"	"EveningPeakAmplitude__D6_D1"	0.139722042663219	169
"PCA_moving_raw_PC3"	"DuskAnticipation__D6_D1"	0.135117761096573	168
"PCA_moving_raw_PC3"	"Harmonic24Amplitude__D6_D1"	0.134227537168714	169
"PCA_moving_raw_PC3"	"ActivityContrast__D6_D1"	0.128054298642534	169
"PCA_moving_raw_PC3"	"EveningPeakAmplitude__Late2_Early2"	0.116595395554672	169
"PCA_moving_raw_PC3"	"WakingActivityDark__Late2_Early2"	0.110237728373322	176
"PCA_moving_raw_PC3"	"TotalSleep__D6_D1"	0.101809954751131	169
"PCA_moving_raw_PC3"	"WakingActivityDark__D6_D1"	0.0981047765793529	176
"PCA_moving_raw_PC3"	"DarkSleep__D6_D1"	0.0935020911292098	176
"PCA_moving_raw_PC3"	"DuskAnticipation__Late2_Early2"	0.0889365846620013	167
"PCA_moving_raw_PC3"	"LightSleep__Late2_Early2"	0.0761225200139228	169
"PCA_moving_raw_PC3"	"Harmonic12Amplitude__Late2_Early2"	0.0752150564367759	169
"PCA_moving_raw_PC3"	"LightSleep__D6_D1"	0.0719357565511412	169
"PCA_moving_raw_PC3"	"DawnResponse__State_D2_D6"	0.0643495841677316	176
"PCA_moving_raw_PC3"	"TotalSleep__Late2_Early2"	0.0634975883844662	169
"PCA_moving_raw_PC3"	"DarkSleep__Late2_Early2"	0.0607395993836672	176
"PCA_moving_raw_PC3"	"Harmonic12Amplitude__D6_D1"	0.056165779921436	169
"PCA_moving_raw_PC3"	"EveningPeakAmplitude__State_D2_D6"	0.0557164869029276	176
"PCA_moving_raw_PC3"	"DarkSleep__State_D2_D6"	0.050840854061193	176
"PCA_moving_raw_PC3"	"DuskResponse__State_D2_D6"	0.0446269230832794	176
"PCA_moving_raw_PC3"	"MorningPeakAmplitude__State_D2_D6"	0.0411160026414264	176
"PCA_moving_raw_PC3"	"Harmonic12Amplitude__State_D2_D6"	0.0365309267004182	176
"PCA_moving_raw_PC3"	"PDozeLight__D6_D1"	0.0168612860337844	167
"PCA_moving_raw_PC3"	"TwoHarmonicR2__Late2_Early2"	0.00434588036397991	169
"PCA_moving_raw_PC3"	"ActivityDark__Late2_Early2"	0.00285714285714286	176
"PCA_moving_raw_PC3"	"MovingDark__State_D2_D6"	0.00014307726172133	176
"PCA_moving_raw_PC3"	"MovingDark__Late2_Early2"	-0.00304204270305965	176
"PCA_moving_raw_PC3"	"TwoHarmonicR2__D6_D1"	-0.0123042116254786	169
"PCA_moving_raw_PC3"	"MovingDark__D6_D1"	-0.0150869469513537	176
"PCA_moving_raw_PC3"	"ActivityDark__State_D2_D6"	-0.0195399515738499	176
"PCA_moving_raw_PC3"	"ActivityDark__D6_D1"	-0.0220779220779221	176
"PCA_moving_raw_PC3"	"FragmentationLight__Late2_Early2"	-0.0326633293008235	168
"PCA_moving_raw_PC3"	"SleepAllocation__D6_D1"	-0.0389488339714584	169
"PCA_moving_raw_PC3"	"SiestaMoving__Late2_Early2"	-0.0533538859330715	169
"PCA_moving_raw_PC3"	"WakingActivityDark__State_D2_D6"	-0.0570019810697777	176
"PCA_moving_raw_PC3"	"PWakeLight__Late2_Early2"	-0.058704191735866	169
"PCA_moving_raw_PC3"	"MovingLight__D6_D1"	-0.0591169011983492	169
"PCA_moving_raw_PC3"	"MovingLight__Late2_Early2"	-0.0739570384366765	169
"PCA_moving_raw_PC3"	"TotalSleep__State_D2_D6"	-0.0749262601804975	176
"PCA_moving_raw_PC3"	"SleepAllocation__Late2_Early2"	-0.0920565859479887	169
"PCA_moving_raw_PC3"	"DarkCoreMoving__Late2_Early2"	-0.100744001760951	176
"PCA_moving_raw_PC3"	"PWakeDark__Late2_Early2"	-0.102278230244332	176
"PCA_moving_raw_PC3"	"PWakeLight__D6_D1"	-0.113569688230322	169
"PCA_moving_raw_PC3"	"FragmentationDark__Late2_Early2"	-0.116141316310808	176
"PCA_moving_raw_PC3"	"PDozeDark__State_D2_D6"	-0.121523222540172	176
"PCA_moving_raw_PC3"	"PWakeDark__State_D2_D6"	-0.133612150561303	176
"PCA_moving_raw_PC3"	"DarkCoreMoving__D6_D1"	-0.139898745322474	176
"PCA_moving_raw_PC3"	"FragmentationLight__D6_D1"	-0.142290288896624	169
"PCA_moving_raw_PC3"	"SiestaMoving__D6_D1"	-0.145693989417505	169
"PCA_moving_raw_PC3"	"PWakeDark__D6_D1"	-0.156610169491525	176
"PCA_moving_raw_PC3"	"PDozeDark__D6_D1"	-0.156764252696456	176
"PCA_moving_raw_PC3"	"ActivityLight__Late2_Early2"	-0.176557605290637	169
"PCA_moving_raw_PC3"	"FragmentationDark__D6_D1"	-0.181483601144618	176
"PCA_moving_raw_PC3"	"ActivityLight__D6_D1"	-0.194545273730794	169
"PCA_moving_raw_PC3"	"PDozeDark__Late2_Early2"	-0.196112700858464	176
"PCA_moving_raw_PC3"	"FragmentationDark__State_D2_D6"	-0.207928681488004	176
"PCA_moving_raw_PC3"	"LDIntradailyVariability__State_D2_D6"	-0.222009685230024	176
"PCA_moving_raw_PC3"	"DarkCoreMoving__State_D2_D6"	-0.231516618974246	176
"PCA_moving_raw_PC3"	"DuskAnticipation__State_D2_D6"	-0.32411660818334	173
"PCA_moving_raw_PC3"	"ActivityContrast__State_D2_D6"	-0.326240369799692	176
"PCA_moving_raw_PC3"	"LightSleep__State_D2_D6"	-0.381602465331279	176
"PCA_sleep_centered_shape_PC1"	"SleepAllocation__State_D2_D6"	0.870735197006384	176
"PCA_sleep_centered_shape_PC1"	"PWakeLight__State_D2_D6"	0.516412062513758	176
"PCA_sleep_centered_shape_PC1"	"EveningPeakAmplitude__D6_D1"	0.474474168365571	169
"PCA_sleep_centered_shape_PC1"	"FragmentationLight__State_D2_D6"	0.468018360949395	175
"PCA_sleep_centered_shape_PC1"	"EveningPeakAmplitude__Late2_Early2"	0.465402018795684	169
"PCA_sleep_centered_shape_PC1"	"SiestaMoving__State_D2_D6"	0.46161567246313	176
"PCA_sleep_centered_shape_PC1"	"MorningPeakOffset__State_D2_D6"	0.455345582668865	172
"PCA_sleep_centered_shape_PC1"	"MovingLight__State_D2_D6"	0.398164208672683	176
"PCA_sleep_centered_shape_PC1"	"DarkSleep__State_D2_D6"	0.393814659916355	176
"PCA_sleep_centered_shape_PC1"	"PDozeDark__State_D2_D6"	0.361122606207352	176
"PCA_sleep_centered_shape_PC1"	"ActivityLight__State_D2_D6"	0.352993616552939	176
"PCA_sleep_centered_shape_PC1"	"DawnAnticipation__State_D2_D6"	0.342183579132732	176
"PCA_sleep_centered_shape_PC1"	"LDIntradailyVariability__State_D2_D6"	0.333193924719348	176
"PCA_sleep_centered_shape_PC1"	"Harmonic12Amplitude__Late2_Early2"	0.275665058922978	169
"PCA_sleep_centered_shape_PC1"	"ActivityContrast__Late2_Early2"	0.250544478146288	169
"PCA_sleep_centered_shape_PC1"	"ActivityContrast__D6_D1"	0.244764059469942	169
"PCA_sleep_centered_shape_PC1"	"Harmonic12Amplitude__D6_D1"	0.232628909551987	169
"PCA_sleep_centered_shape_PC1"	"DuskResponse__D6_D1"	0.146735637244112	176
"PCA_sleep_centered_shape_PC1"	"DuskAnticipation__Late2_Early2"	0.138667587372587	167
"PCA_sleep_centered_shape_PC1"	"TotalSleep__State_D2_D6"	0.137869249394673	176
"PCA_sleep_centered_shape_PC1"	"ActivityDark__Late2_Early2"	0.121512216596962	176
"PCA_sleep_centered_shape_PC1"	"ActivityDark__D6_D1"	0.111952454325336	176
"PCA_sleep_centered_shape_PC1"	"LongestBoutDark__State_D2_D6"	0.0828131190843055	176
"PCA_sleep_centered_shape_PC1"	"MovingDark__Late2_Early2"	0.082623816861105	176
"PCA_sleep_centered_shape_PC1"	"DuskAnticipation__D6_D1"	0.0798310395270322	168
"PCA_sleep_centered_shape_PC1"	"TwoHarmonicR2__D6_D1"	0.0674332454875442	169
"PCA_sleep_centered_shape_PC1"	"WakingActivityDark__Late2_Early2"	0.0620338983050847	176
"PCA_sleep_centered_shape_PC1"	"MovingDark__D6_D1"	0.0579484921857803	176
"PCA_sleep_centered_shape_PC1"	"DuskResponse__Late2_Early2"	0.0447149706774064	176
"PCA_sleep_centered_shape_PC1"	"MorningPeakAmplitude__State_D2_D6"	0.0386594761171032	176
"PCA_sleep_centered_shape_PC1"	"WakingActivityDark__State_D2_D6"	0.0349482720669161	176
"PCA_sleep_centered_shape_PC1"	"Harmonic24Amplitude__D6_D1"	0.0347272636865397	169
"PCA_sleep_centered_shape_PC1"	"SiestaMoving__Late2_Early2"	0.0345880363979912	169
"PCA_sleep_centered_shape_PC1"	"DarkSleep__D6_D1"	0.0315694475016509	176
"PCA_sleep_centered_shape_PC1"	"TwoHarmonicR2__Late2_Early2"	0.0278007060812491	169
"PCA_sleep_centered_shape_PC1"	"TotalSleep__D6_D1"	0.0195042514047039	169
"PCA_sleep_centered_shape_PC1"	"DawnResponse__State_D2_D6"	0.0175731991928263	176
"PCA_sleep_centered_shape_PC1"	"LongestBoutDark__D6_D1"	0.0172529165749505	176
"PCA_sleep_centered_shape_PC1"	"LightSleep__Late2_Early2"	0.0172194321515589	169
"PCA_sleep_centered_shape_PC1"	"LightSleep__D6_D1"	0.004169360051713	169
"PCA_sleep_centered_shape_PC1"	"Harmonic24Amplitude__State_D2_D6"	2.42130750605327e-05	176
"PCA_sleep_centered_shape_PC1"	"SleepAllocation__D6_D1"	-0.00109144249415743	169
"PCA_sleep_centered_shape_PC1"	"WakingActivityDark__D6_D1"	-0.00135593220338983	176
"PCA_sleep_centered_shape_PC1"	"DarkCoreMoving__Late2_Early2"	-0.00329297820823245	176
"PCA_sleep_centered_shape_PC1"	"DarkSleep__Late2_Early2"	-0.00649350649350649	176
"PCA_sleep_centered_shape_PC1"	"MovingLight__D6_D1"	-0.00943762120232709	169
"PCA_sleep_centered_shape_PC1"	"TotalSleep__Late2_Early2"	-0.0114613892894436	169
"PCA_sleep_centered_shape_PC1"	"Harmonic24Amplitude__Late2_Early2"	-0.0124036596887276	169
"PCA_sleep_centered_shape_PC1"	"MovingLight__Late2_Early2"	-0.0208741484759584	169
"PCA_sleep_centered_shape_PC1"	"SiestaMoving__D6_D1"	-0.0211712627239255	169
"PCA_sleep_centered_shape_PC1"	"LongestBoutDark__Late2_Early2"	-0.025148580233326	176
"PCA_sleep_centered_shape_PC1"	"FragmentationDark__Late2_Early2"	-0.0324058991855602	176
"PCA_sleep_centered_shape_PC1"	"DarkCoreMoving__D6_D1"	-0.0334228483381026	176
"PCA_sleep_centered_shape_PC1"	"SleepAllocation__Late2_Early2"	-0.0615235443289742	169
"PCA_sleep_centered_shape_PC1"	"FragmentationDark__D6_D1"	-0.0662337662337662	176
"PCA_sleep_centered_shape_PC1"	"PWakeDark__Late2_Early2"	-0.0742945190402818	176
"PCA_sleep_centered_shape_PC1"	"PWakeDark__D6_D1"	-0.0898789346246974	176
"PCA_sleep_centered_shape_PC1"	"FragmentationDark__State_D2_D6"	-0.0913229143737618	176
"PCA_sleep_centered_shape_PC1"	"PDozeLight__D6_D1"	-0.106207550475641	167
"PCA_sleep_centered_shape_PC1"	"FragmentationLight__Late2_Early2"	-0.111717393615137	168
"PCA_sleep_centered_shape_PC1"	"DawnAnticipation__Late2_Early2"	-0.115930002201189	176
"PCA_sleep_centered_shape_PC1"	"PDozeDark__D6_D1"	-0.122524763372221	176
"PCA_sleep_centered_shape_PC1"	"PWakeLight__Late2_Early2"	-0.124320023867535	169
"PCA_sleep_centered_shape_PC1"	"PDozeDark__Late2_Early2"	-0.132282632621616	176
"PCA_sleep_centered_shape_PC1"	"DawnAnticipation__D6_D1"	-0.143429451904028	176
"PCA_sleep_centered_shape_PC1"	"FragmentationLight__D6_D1"	-0.15629506240366	169
"PCA_sleep_centered_shape_PC1"	"ActivityLight__Late2_Early2"	-0.160295360747849	169
"PCA_sleep_centered_shape_PC1"	"PWakeLight__D6_D1"	-0.161739843866541	169
"PCA_sleep_centered_shape_PC1"	"ActivityLight__D6_D1"	-0.178357615235443	169
"PCA_sleep_centered_shape_PC1"	"DarkCoreMoving__State_D2_D6"	-0.286810477657935	176
"PCA_sleep_centered_shape_PC1"	"PWakeDark__State_D2_D6"	-0.295491965661457	176
"PCA_sleep_centered_shape_PC1"	"ActivityDark__State_D2_D6"	-0.313308386528726	176
"PCA_sleep_centered_shape_PC1"	"DuskResponse__State_D2_D6"	-0.328907290836111	176
"PCA_sleep_centered_shape_PC1"	"OddEvenProfileCorrelation__State_D2_D6"	-0.354367158265463	176
"PCA_sleep_centered_shape_PC1"	"LD24hLagCorrelation__State_D2_D6"	-0.396823684789787	176
"PCA_sleep_centered_shape_PC1"	"TwoHarmonicR2__State_D2_D6"	-0.396909531146819	176
"PCA_sleep_centered_shape_PC1"	"MovingDark__State_D2_D6"	-0.40753466872111	176
"PCA_sleep_centered_shape_PC1"	"LDInterdailyStability__State_D2_D6"	-0.41075500770416	176
"PCA_sleep_centered_shape_PC1"	"LightSleep__State_D2_D6"	-0.461069777679947	176
"PCA_sleep_centered_shape_PC1"	"EveningPeakAmplitude__State_D2_D6"	-0.502390490865067	176
"PCA_sleep_centered_shape_PC1"	"DuskAnticipation__State_D2_D6"	-0.632187770881329	173
"PCA_sleep_centered_shape_PC1"	"Harmonic12Amplitude__State_D2_D6"	-0.647444419986793	176
"PCA_sleep_centered_shape_PC1"	"ActivityContrast__State_D2_D6"	-0.759176755447942	176
"PCA_sleep_centered_shape_PC2"	"DarkCoreMoving__State_D2_D6"	0.403330398415144	176
"PCA_sleep_centered_shape_PC2"	"FragmentationDark__State_D2_D6"	0.368025533788246	176
"PCA_sleep_centered_shape_PC2"	"PWakeDark__State_D2_D6"	0.287574290116663	176
"PCA_sleep_centered_shape_PC2"	"ActivityContrast__State_D2_D6"	0.257675544794189	176
"PCA_sleep_centered_shape_PC2"	"PWakeDark__D6_D1"	0.253849878934625	176
"PCA_sleep_centered_shape_PC2"	"FragmentationDark__D6_D1"	0.238029936165529	176
"PCA_sleep_centered_shape_PC2"	"ActivityLight__D6_D1"	0.21799264084332	169
"PCA_sleep_centered_shape_PC2"	"SiestaMoving__D6_D1"	0.216760862687665	169
"PCA_sleep_centered_shape_PC2"	"DarkCoreMoving__D6_D1"	0.209581774158045	176
"PCA_sleep_centered_shape_PC2"	"PWakeDark__Late2_Early2"	0.194514637904468	176
"PCA_sleep_centered_shape_PC2"	"ActivityDark__State_D2_D6"	0.1932071318512	176
"PCA_sleep_centered_shape_PC2"	"ActivityLight__Late2_Early2"	0.191497190592213	169
"PCA_sleep_centered_shape_PC2"	"FragmentationDark__Late2_Early2"	0.187083425049527	176
"PCA_sleep_centered_shape_PC2"	"PDozeDark__Late2_Early2"	0.181149020471054	176
"PCA_sleep_centered_shape_PC2"	"DarkCoreMoving__Late2_Early2"	0.171338322694255	176
"PCA_sleep_centered_shape_PC2"	"MovingDark__State_D2_D6"	0.170358793748624	176
"PCA_sleep_centered_shape_PC2"	"LDIntradailyVariability__State_D2_D6"	0.16956416464891	176
"PCA_sleep_centered_shape_PC2"	"MovingLight__D6_D1"	0.145989756849485	169
"PCA_sleep_centered_shape_PC2"	"MovingLight__Late2_Early2"	0.144865993734772	169
"PCA_sleep_centered_shape_PC2"	"PDozeDark__D6_D1"	0.142498349108519	176
"PCA_sleep_centered_shape_PC2"	"PWakeLight__D6_D1"	0.14112426035503	169
"PCA_sleep_centered_shape_PC2"	"SiestaMoving__Late2_Early2"	0.135955447267665	169
"PCA_sleep_centered_shape_PC2"	"FragmentationLight__D6_D1"	0.129371985480583	169
"PCA_sleep_centered_shape_PC2"	"WakingActivityDark__State_D2_D6"	0.119002861545234	176
"PCA_sleep_centered_shape_PC2"	"MorningPeakAmplitude__State_D2_D6"	0.118747523662778	176
"PCA_sleep_centered_shape_PC2"	"DuskAnticipation__State_D2_D6"	0.11849710982659	173
"PCA_sleep_centered_shape_PC2"	"LightSleep__State_D2_D6"	0.100050627338763	176
"PCA_sleep_centered_shape_PC2"	"PWakeLight__Late2_Early2"	0.0885684451295311	169
"PCA_sleep_centered_shape_PC2"	"MovingDark__D6_D1"	0.087838432753687	176
"PCA_sleep_centered_shape_PC2"	"SleepAllocation__Late2_Early2"	0.0785167321366417	169
"PCA_sleep_centered_shape_PC2"	"MovingDark__Late2_Early2"	0.0684525643847678	176
"PCA_sleep_centered_shape_PC2"	"SleepAllocation__D6_D1"	0.0619461985977823	169
"PCA_sleep_centered_shape_PC2"	"ActivityDark__D6_D1"	0.0496478098173013	176
"PCA_sleep_centered_shape_PC2"	"PDozeDark__State_D2_D6"	0.0412084525643848	176
"PCA_sleep_centered_shape_PC2"	"FragmentationLight__Late2_Early2"	0.0313143788500767	168
"PCA_sleep_centered_shape_PC2"	"ActivityDark__Late2_Early2"	0.0255910191503412	176
"PCA_sleep_centered_shape_PC2"	"FragmentationLight__State_D2_D6"	0.00850201522615316	175
"PCA_sleep_centered_shape_PC2"	"Harmonic12Amplitude__D6_D1"	-0.0274973894883397	169
"PCA_sleep_centered_shape_PC2"	"TwoHarmonicR2__D6_D1"	-0.0387027000149172	169
"PCA_sleep_centered_shape_PC2"	"ActivityLight__State_D2_D6"	-0.0428065155183799	176
"PCA_sleep_centered_shape_PC2"	"Harmonic12Amplitude__State_D2_D6"	-0.0446114902047105	176
"PCA_sleep_centered_shape_PC2"	"Harmonic12Amplitude__Late2_Early2"	-0.044798866292079	169
"PCA_sleep_centered_shape_PC2"	"EveningPeakAmplitude__Late2_Early2"	-0.0458927949878176	169
"PCA_sleep_centered_shape_PC2"	"PDozeLight__D6_D1"	-0.0590119245158564	167
"PCA_sleep_centered_shape_PC2"	"TwoHarmonicR2__Late2_Early2"	-0.0658719108945354	169
"PCA_sleep_centered_shape_PC2"	"SiestaMoving__State_D2_D6"	-0.0703742020691173	176
"PCA_sleep_centered_shape_PC2"	"EveningPeakAmplitude__D6_D1"	-0.0750236189150217	169
"PCA_sleep_centered_shape_PC2"	"DuskAnticipation__Late2_Early2"	-0.0789058715615241	167
"PCA_sleep_centered_shape_PC2"	"PWakeLight__State_D2_D6"	-0.0932753686990975	176
"PCA_sleep_centered_shape_PC2"	"MovingLight__State_D2_D6"	-0.103819062293639	176
"PCA_sleep_centered_shape_PC2"	"DuskResponse__State_D2_D6"	-0.107626077276088	176
"PCA_sleep_centered_shape_PC2"	"EveningPeakAmplitude__State_D2_D6"	-0.108203830068237	176
"PCA_sleep_centered_shape_PC2"	"DuskAnticipation__D6_D1"	-0.118986034693082	168
"PCA_sleep_centered_shape_PC2"	"WakingActivityDark__D6_D1"	-0.121012546775259	176
"PCA_sleep_centered_shape_PC2"	"WakingActivityDark__Late2_Early2"	-0.13046004842615	176
"PCA_sleep_centered_shape_PC2"	"ActivityContrast__D6_D1"	-0.13194520411715	169
"PCA_sleep_centered_shape_PC2"	"DawnResponse__State_D2_D6"	-0.14050525011297	176
"PCA_sleep_centered_shape_PC2"	"DarkSleep__Late2_Early2"	-0.146649790887079	176
"PCA_sleep_centered_shape_PC2"	"LightSleep__Late2_Early2"	-0.156317438217891	169
"PCA_sleep_centered_shape_PC2"	"ActivityContrast__Late2_Early2"	-0.156998657451146	169
"PCA_sleep_centered_shape_PC2"	"TotalSleep__Late2_Early2"	-0.159014966933519	169
"PCA_sleep_centered_shape_PC2"	"LightSleep__D6_D1"	-0.15915916662523	169
"PCA_sleep_centered_shape_PC2"	"TwoHarmonicR2__State_D2_D6"	-0.162104336341624	176
"PCA_sleep_centered_shape_PC2"	"TotalSleep__State_D2_D6"	-0.164851419766674	176
"PCA_sleep_centered_shape_PC2"	"DawnAnticipation__Late2_Early2"	-0.182520360994937	176
"PCA_sleep_centered_shape_PC2"	"DarkSleep__D6_D1"	-0.18267664538851	176
"PCA_sleep_centered_shape_PC2"	"Harmonic24Amplitude__D6_D1"	-0.18637312913331	169
"PCA_sleep_centered_shape_PC2"	"TotalSleep__D6_D1"	-0.191658793694993	169
"PCA_sleep_centered_shape_PC2"	"DuskResponse__D6_D1"	-0.20893902707462	176
"PCA_sleep_centered_shape_PC2"	"DawnAnticipation__D6_D1"	-0.210275148580233	176
"PCA_sleep_centered_shape_PC2"	"DarkSleep__State_D2_D6"	-0.218355712084526	176
"PCA_sleep_centered_shape_PC2"	"OddEvenProfileCorrelation__State_D2_D6"	-0.224353951133612	176
"PCA_sleep_centered_shape_PC2"	"Harmonic24Amplitude__Late2_Early2"	-0.226194619859778	169
"PCA_sleep_centered_shape_PC2"	"LD24hLagCorrelation__State_D2_D6"	-0.22857362976007	176
"PCA_sleep_centered_shape_PC2"	"DuskResponse__Late2_Early2"	-0.229313355334261	176
"PCA_sleep_centered_shape_PC2"	"LDInterdailyStability__State_D2_D6"	-0.236330618534008	176
"PCA_sleep_centered_shape_PC2"	"LongestBoutDark__Late2_Early2"	-0.237283733215937	176
"PCA_sleep_centered_shape_PC2"	"LongestBoutDark__D6_D1"	-0.239559762271627	176
"PCA_sleep_centered_shape_PC2"	"SleepAllocation__State_D2_D6"	-0.28204050187101	176
"PCA_sleep_centered_shape_PC2"	"Harmonic24Amplitude__State_D2_D6"	-0.328509795289456	176
