phenotype	Batch	Genotype	value	n_flies	n_retained	mad	q25	q75	metric	contrast	family	selection_class
"EveningPeakAmplitude__State_D2_D6"	"Batch9_DGRP"	"DGRP908"	0.7375	18	18	0.0630105000000001	0.647083333333333	0.765833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP595"	0.386666666666667	31	31	0.202622	0.251666666666667	0.51	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP596"	0.399166666666667	30	30	0.088956	0.325416666666667	0.44	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"CS"	0.651666666666667	30	30	0.0877205000000001	0.598333333333333	0.71	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP531"	0.823333333333333	16	16	0.0864849999999999	0.75375	0.865833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP492"	0.673333333333333	11	11	0.0617750000000001	0.631666666666667	0.731666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP161"	0.42	15	15	0.0864849999999999	0.3675	0.4775	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP822"	0.676666666666667	28	28	0.1445535	0.57125	0.762083333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP634"	0.5225	24	24	0.1445535	0.437916666666667	0.658333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch10_DGRP"	"DGRP890"	0.631666666666667	29	29	0.190267	0.471666666666667	0.681666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"CS"	0.656666666666667	29	29	0.0988400000000001	0.603333333333333	0.723333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP208"	0.789166666666667	26	26	0.1173725	0.644166666666667	0.844583333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP235"	0.495	11	11	0.12355	0.416666666666667	0.545	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP380"	0.82	24	24	0.101311	0.698333333333333	0.870833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP399"	0.548333333333333	27	27	0.0864849999999997	0.494166666666667	0.6175	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP502"	0.720833333333333	28	28	0.1840895	0.591666666666667	0.83	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP555"	0.520833333333334	16	16	0.1643215	0.451666666666667	0.637083333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP730"	0.575	30	30	0.1939735	0.44	0.698333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP738"	0.695833333333333	28	28	0.0877205	0.639166666666667	0.74625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP765"	0.656666666666667	7	7	0.281694	0.481666666666667	0.825833333333334	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch11_DGRP"	"DGRP832"	0.553333333333333	10	10	0.0938980000000001	0.4525	0.594166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"CS"	0.6375	30	30	0.0840140000000001	0.51125	0.666666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP303"	0.52	14	14	0.1124305	0.451666666666667	0.59625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP304"	0.748333333333333	21	21	0.0889560000000001	0.705	0.808333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP307"	0.571666666666667	27	27	0.155673	0.468333333333333	0.659166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP313"	0.778333333333333	27	27	0.121079	0.660833333333333	0.82	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP324"	0.711666666666667	26	26	0.1198435	0.630833333333333	0.787916666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP335"	0.305	15	15	0.0642460000000001	0.245833333333333	0.329166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP358"	0.681666666666667	25	25	0.113666	0.605	0.755	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP360"	0.663333333333333	24	24	0.1000755	0.50625	0.708333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP362"	0.6475	30	30	0.1050175	0.587083333333333	0.730833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch12_DGRP"	"DGRP375"	0.609166666666667	22	22	0.0679525000000001	0.567916666666667	0.65	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"CS"	0.666666666666667	32	32	0.0753655	0.615833333333333	0.709583333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP21"	0.615	17	17	0.0667169999999999	0.603333333333333	0.688333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP73"	0.39	10	10	0.108724	0.364583333333333	0.50625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP91"	0.76	25	25	0.150731	0.656666666666667	0.86	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP176"	0.515	29	29	0.128492	0.388333333333333	0.565	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP177"	0.69	6	6	0.101311	0.608333333333333	0.714166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP280"	0.643333333333333	27	27	0.071659	0.57	0.6825	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP306"	0.704166666666667	30	30	0.133434	0.59	0.7475	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP373"	0.753333333333333	24	24	0.1766765	0.61125	0.841666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch13_DGRP"	"DGRP790"	0.593333333333333	20	20	0.0926624999999999	0.51625	0.6325	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"CS"	0.7075	12	12	0.0284165000000001	0.6375	0.719583333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP26"	0.606666666666667	9	9	0.242158	0.443333333333333	0.768333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP32"	0.488333333333333	29	29	0.190267	0.416666666666667	0.631666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP41"	0.646666666666667	25	25	0.108724	0.581666666666667	0.721666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP45"	0.598333333333333	25	25	0.289107	0.438333333333333	0.793333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP48"	0.588333333333333	22	22	0.2186835	0.451666666666667	0.770416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP57"	0.711666666666667	21	21	0.143318	0.53	0.793333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP75"	0.68	24	24	0.1321985	0.607916666666667	0.810416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP83"	0.766666666666667	7	7	0.0593039999999999	0.4525	0.788333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP85"	0.841666666666667	21	21	0.0815429999999999	0.808333333333333	0.896666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch14_DGRP"	"DGRP820"	0.828333333333333	17	17	0.0889560000000001	0.771666666666667	0.91	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"CS"	0.531666666666667	30	30	0.1247855	0.4825	0.662083333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP93"	0.545833333333333	30	30	0.118608	0.471666666666667	0.629166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP100"	0.2975	28	28	0.1396115	0.21	0.4775	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP109"	0.458333333333333	30	30	0.177912	0.348333333333333	0.6225	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP129"	0.563333333333333	29	29	0.121079	0.451666666666667	0.625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP142"	0.445	30	30	0.103782	0.381666666666667	0.512916666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP149"	0.366666666666667	29	29	0.140847	0.288333333333333	0.508333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP229"	0.420833333333333	30	30	0.153202	0.314583333333333	0.51625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP239"	0.685	18	18	0.153202	0.376666666666667	0.727916666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch15_DGRP"	"DGRP492"	0.695833333333333	18	18	0.1494955	0.577916666666667	0.755833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"CS"	0.59	23	23	0.145789	0.491666666666667	0.670833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP189"	0.670833333333333	12	12	0.2112705	0.560416666666667	0.845	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP195"	0.380833333333333	2	2	0.1989155	0.31375	0.447916666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP228"	0.478333333333333	23	23	0.158144	0.361666666666667	0.575833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP287"	0.525	24	24	0.1149015	0.441666666666667	0.590833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP391"	0.583333333333333	25	25	0.200151	0.41	0.658333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP437"	0.873333333333333	9	9	0.0938980000000002	0.748333333333333	0.921666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP486"	0.683333333333333	16	16	0.118608	0.594583333333333	0.73	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP639"	0.6675	18	18	0.214977	0.485833333333333	0.783333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP712"	0.695	17	17	0.202622	0.606666666666667	0.831666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch16_DGRP"	"DGRP732"	0.735	13	13	0.091427	0.693333333333333	0.796666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP38"	0.496666666666667	25	25	0.118608	0.44	0.591666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP354"	0.666666666666667	28	28	0.0803075	0.560833333333333	0.70625	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP88"	0.620833333333333	22	22	0.14826	0.545416666666667	0.724583333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP309"	0.661666666666667	11	11	0.165557	0.489166666666667	0.723333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP317"	0.603333333333333	25	25	0.0889559999999999	0.55	0.718333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP319"	0.755833333333333	8	8	0.1396115	0.6525	0.840416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP320"	0.614166666666667	8	8	0.0741299999999999	0.544583333333334	0.65125	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP321"	0.611666666666667	17	17	0.17297	0.543333333333333	0.766666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP332"	0.385	13	13	0.232274	0.345	0.671666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP348"	0.655833333333333	20	20	0.1494955	0.565	0.764166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP350"	0.648333333333333	20	20	0.111195	0.610416666666667	0.765416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"DGRP352"	0.73	25	25	0.145789	0.631666666666667	0.82	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch18_DGRP"	"CS"	0.686666666666667	21	21	0.128492	0.616666666666667	0.773333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"CS"	0.686666666666667	27	27	0.121079	0.591666666666667	0.748333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP354"	0.605	23	23	0.0864850000000002	0.496666666666667	0.645833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP355"	0.733333333333333	29	29	0.12355	0.666666666666667	0.816666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP356"	0.546666666666667	19	19	0.205093	0.485833333333333	0.691666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP359"	0.591666666666667	23	23	0.0766009999999998	0.514166666666667	0.625833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP361"	0.621666666666667	17	17	0.145789	0.478333333333333	0.693333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP370"	0.681666666666667	25	25	0.093898	0.605	0.721666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP371"	0.434166666666667	28	28	0.0877204999999999	0.372916666666667	0.484583333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP377"	0.401666666666667	22	22	0.1346695	0.32	0.485833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP381"	0.448333333333333	28	28	0.187796	0.367083333333333	0.6025	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP385"	0.608333333333333	29	29	0.108724	0.513333333333334	0.673333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP386"	0.5325	16	16	0.135905	0.402916666666667	0.585833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch19_DGRP"	"DGRP390"	0.563333333333333	23	23	0.261926	0.404166666666667	0.744166666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP382"	0.443333333333333	7	7	0.202622	0.346666666666667	0.573333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP383"	0.711666666666667	21	21	0.22239	0.541666666666667	0.858333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP392"	0.57	31	31	0.130963	0.415833333333333	0.603333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP395"	0.471666666666667	25	25	0.101311	0.395	0.51	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP397"	0.541666666666667	30	30	0.232274	0.351666666666667	0.652916666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP405"	0.6275	24	24	0.111195	0.555833333333333	0.709583333333334	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP406"	0.6875	22	22	0.150731	0.595416666666667	0.781666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP426"	0.805	15	15	0.0691880000000001	0.703333333333333	0.825	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP427"	0.480833333333333	22	22	0.1000755	0.419166666666667	0.580416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP439"	0.74	27	27	0.177912	0.655833333333333	0.861666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP440"	0.555	25	25	0.116137	0.478333333333333	0.633333333333334	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch20_DGRP"	"DGRP443"	0.565	25	25	0.101311	0.513333333333334	0.646666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP40"	0.798333333333333	15	15	0.0667170000000001	0.618333333333333	0.8225	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP461"	0.401666666666667	14	14	0.2211545	0.27	0.555416666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP505"	0.436666666666667	20	20	0.1445535	0.35125	0.535833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP491"	0.589166666666667	8	8	0.1272565	0.506666666666667	0.663333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP509"	0.635833333333333	22	22	0.1321985	0.474166666666667	0.717083333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP528"	0.709166666666667	14	14	0.190267	0.567083333333333	0.81125	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP535"	0.7	19	19	0.212506	0.585833333333333	0.843333333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch21_DGRP"	"DGRP551"	0.608333333333333	26	26	0.1297275	0.54125	0.705833333333333	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch22_DGRP"	"CS"	0.602413793103448	29	29	0.112558310344828	0.54	0.686666666666667	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch22_DGRP"	"DGRP559"	0.861666666666667	21	21	0.138376	0.714827586206897	0.94	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch22_DGRP"	"DGRP563"	0.666666666666667	28	28	0.2038575	0.511666666666667	0.781954022988506	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch22_DGRP"	"DGRP566"	0.358333333333333	23	23	0.207223172413793	0.268591954022989	0.50014367816092	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
"EveningPeakAmplitude__State_D2_D6"	"Batch22_DGRP"	"DGRP584"	0.316666666666667	19	19	0.064246	0.2875	0.388591954022988	"EveningPeakAmplitude"	"State_D2_D6"	"LD_profile"	"continuous"
