phenotype	Batch	Genotype	value	n_flies	n_retained	mad	q25	q75	metric	contrast	family	selection_class
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP303"	-0.000941604797609223	14	14	0.118503332317002	-0.0992330018199058	0.0697636146901816	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP304"	-0.00994969389809571	21	21	0.175920966716218	-0.10381422237453	0.10934715851835	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP307"	0.232425825400511	27	27	0.144097862713639	0.15536956333144	0.344058776518838	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP313"	0.217228676607431	27	27	0.280255492241354	0.0432846504580501	0.424864590405325	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP324"	0.375103848071643	26	26	0.424561746159157	0.116335260596324	0.614082273165989	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP335"	-0.11147120815987	15	15	0.157548055535267	-0.195027610489112	-0.00631664077090321	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP358"	0.282989705850202	25	25	0.264618847823578	0.0684998955226901	0.501021375865478	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP360"	0.270157673296706	24	24	0.508584088844861	-0.0398718445534835	0.620943574251914	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP362"	-0.0100772234953885	30	30	0.129466891580822	-0.0765234372806469	0.0887903940315026	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch12_DGRP"	"DGRP375"	0.0400939943915072	22	22	0.257104912960981	-0.167251373126267	0.180478094449154	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"CS"	NA	0	32	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP21"	NA	0	17	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP73"	NA	0	10	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP91"	NA	0	25	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP176"	NA	0	29	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP177"	NA	0	6	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP280"	NA	0	27	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP306"	NA	0	30	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP373"	NA	0	24	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch13_DGRP"	"DGRP790"	NA	0	20	NA	NA	NA	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"CS"	0.220538495290467	12	12	0.171197748203343	0.134284563192283	0.351500637498554	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP26"	-0.154191628495232	9	9	0.115529342247663	-0.194962152259891	-0.0977000700439221	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP32"	0.0433402711674364	29	29	0.298255949029353	-0.154974395970285	0.242663469929795	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP41"	0.0342810302134043	25	25	0.341147038576827	-0.115827279511803	0.226757330702986	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP45"	0.100324334022311	25	25	0.302609456896957	-0.0961327091902405	0.313734247673884	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP48"	0.0665420073051159	22	22	0.404247713897309	-0.192924707088526	0.376590411276237	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP57"	0.0815163401202531	21	21	0.590635478228947	-0.349214549650253	0.479831930124218	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP75"	-0.168377964261387	24	24	0.392826540750876	-0.488768646097671	-0.00824926911694502	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP83"	0.175551137636114	7	7	0.142588326120144	0.198633133900995	0.356069033731988	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP85"	0.0832462495301634	21	21	0.579116816209995	-0.257518824486401	0.355807620096001	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch14_DGRP"	"DGRP820"	0.0829075101044319	17	17	0.274093599994196	-0.0837158223876328	0.253568065031573	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"CS"	0.178489744223918	30	30	0.265466647120012	-0.00563922679546025	0.333900090030744	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP93"	0.0339322080280809	30	30	0.237030526803299	-0.120103873967605	0.239094978471081	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP100"	0.0533041581374981	28	28	0.215561822365803	-0.0977852278690712	0.192855349611794	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP109"	-0.0470259795131154	30	30	0.166083889330513	-0.142029866318916	0.0813297651717816	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP129"	-0.069045037793561	29	29	0.125496034908539	-0.165794058489424	-0.00668446556102561	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP142"	0.0962454849360106	30	30	0.332008595212127	-0.164182579614007	0.294661914539319	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP149"	-0.472567866191804	29	29	0.297886237863102	-0.689420988904255	-0.29772614914069	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP229"	-0.0969532314557437	30	30	0.198102349090279	-0.224517092271816	0.037938897049938	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP239"	-0.0740241809141292	18	18	0.245620645019836	-0.273920642288438	0.128728395842385	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch15_DGRP"	"DGRP492"	-0.0930658383268848	18	18	0.315182384794788	-0.335447292868719	-0.020265308174622	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"CS"	0.140027466264928	23	23	0.290380070272617	-0.0780250570687405	0.339979319016932	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP189"	0.238258373555308	12	12	0.417302690881605	-0.00185369147444077	0.533052619632086	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP195"	-0.0552480888101988	2	2	0.0737158809758594	-0.0801084290826457	-0.030387748537752	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP228"	-0.0750992353805297	23	23	0.156934535098791	-0.163732889433978	0.0110737224732897	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP287"	0.0264565537434281	24	24	0.146930935284294	-0.0759652968070786	0.114866059698802	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP391"	-0.162746249472571	25	25	0.2017968901022	-0.292255054423101	0.00512403614762805	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP437"	-0.192754588855339	9	9	0.242336419023961	-0.381192191877382	0.152490944860569	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP486"	0.199457705668511	16	16	0.302511902290533	-0.0910164804449184	0.284557584173783	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP639"	-0.0921372640966303	18	18	0.216467382426025	-0.224975400697379	0.0511090974949856	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP712"	0.143654451285788	17	17	0.333331920779512	-0.144161949130022	0.341211762442769	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch16_DGRP"	"DGRP732"	-0.161320503224389	13	13	0.144261060667385	-0.22304872796763	-0.0403227295637744	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP38"	0.0902274898928683	25	25	0.194615709354804	-0.0107696294701295	0.279048837634616	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP354"	-0.18577281647162	28	28	0.171128047651039	-0.273699354984761	-0.0450146359896096	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP88"	0.0392980464845964	22	22	0.219581956284731	-0.12832437142297	0.225755546018205	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP309"	0.0397113505548316	11	11	0.386112624973647	-0.153613250444513	0.318733127567985	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP317"	-0.0471290588437556	25	25	0.384162481821311	-0.238748699607267	0.169872830101771	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP319"	-0.146669824153377	8	8	0.117288973956366	-0.225259183638434	-0.0742743808072419	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP320"	-0.0324788637963233	8	8	0.180756130859793	-0.141546412722195	0.0529521707739963	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP321"	0.294665183509211	17	17	0.346398192753138	0.122535507599631	0.606632938281362	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP332"	-0.0998581304250226	13	13	0.293022621439539	-0.243637354099177	0.064604721897874	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP348"	0.170840769375083	20	20	0.369537246894003	-0.0772871458929688	0.399829226396224	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP350"	0.02703149968712	20	20	0.270087289480814	-0.209268012990789	0.187296418684379	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"DGRP352"	0.23306476908924	25	25	0.412108666306327	-0.0724977040458775	0.460508727744357	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch18_DGRP"	"CS"	0.18951975649377	21	21	0.161951876188247	0.0376903903373057	0.366244725759435	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"CS"	0.0444737501683397	27	27	0.246148781590363	-0.134111676795573	0.23709288274974	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP354"	-0.138251636198787	23	23	0.112366950550974	-0.20286299014195	-0.050815471929408	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP355"	-0.140808298533751	29	29	0.291888023539916	-0.347082990434345	0.0484380645796733	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP356"	-0.0232814054452523	19	19	0.263573160656716	-0.220232161883468	0.133075563849885	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP359"	0.153301368265052	23	23	0.124684886791853	-0.00114926124993529	0.232100848592884	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP361"	-0.0284632672498151	17	17	0.118474053074285	-0.135232200904236	0.0053297290322128	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP370"	-0.141829997363682	25	25	0.156308062581205	-0.196362050796583	-0.0210726912997566	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP371"	-0.114845157484466	28	28	0.18138692912478	-0.23099532658359	-0.000363371526609973	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP377"	0.345164652484457	22	22	0.457389965821598	0.0394480840353077	0.62963509613233	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP381"	-0.27728050618164	28	28	0.291467267102966	-0.42342311115784	-0.0837967149744173	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP385"	-0.0814123309009605	29	29	0.19759650318908	-0.198559646754389	0.0529665709869124	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP386"	0.238739058869727	16	16	0.253965430465186	0.0549181640002017	0.381656102056008	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch19_DGRP"	"DGRP390"	-0.110757803127702	23	23	0.31833414001022	-0.339233097893688	0.0951892823385269	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP382"	0.536788366054027	7	7	0.268545945633171	0.393621707496344	0.750865839626994	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP383"	-0.018735822876445	21	21	0.333711435501715	-0.255505713011488	0.154922552948645	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP392"	-0.126812997191702	31	31	0.206693080725698	-0.245618780404934	0.0175292367989068	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP395"	-0.127142356034915	25	25	0.206013602477525	-0.239230280928253	0.0117344485773134	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP397"	-0.120743400455268	30	30	0.152463707151046	-0.228297460566844	-0.0403177243065868	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP405"	-0.307052190481696	24	24	0.277198931617302	-0.531637644960517	-0.095633582540613	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP406"	-0.0345843448087701	22	22	0.284201526002248	-0.224681958927211	0.18548640574591	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP426"	-0.074088826961678	15	15	0.0709752227983218	-0.130847394278792	0.0287219608962249	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP427"	0.0753373383628138	22	22	0.388802445935681	-0.237352938742136	0.431235729377318	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP439"	0.0813738411952329	27	27	0.345852250250396	-0.0750385260235214	0.284272842938002	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP440"	-0.481930383641677	25	25	0.28421504973913	-0.669618769614022	-0.347339471760922	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch20_DGRP"	"DGRP443"	0.076060358917198	25	25	0.407483866847748	-0.226028572308722	0.352861874176496	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP40"	-0.300761498331402	15	15	0.307879548072601	-0.484069496008489	-0.0597566082263468	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP461"	0.199294925410278	14	14	0.280218672615086	-0.0948300265800636	0.262887439982739	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP505"	-0.109536154784707	20	20	0.200068483411026	-0.258496502934657	-0.0104489668043535	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP491"	-0.0522244737151452	8	8	0.161509416719271	-0.190337195295979	-0.010205894167428	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP509"	-0.578297039585999	22	22	0.467666331610469	-0.969013361394027	-0.253337282257029	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP528"	0.0526162562684713	14	14	0.26965201431999	-0.145413213148028	0.239360714949792	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP535"	-0.0622172348214007	19	19	0.463900595184051	-0.335773397654351	0.238657401573576	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch21_DGRP"	"DGRP551"	0.202018468401392	26	26	0.345961335101253	-0.058658772215218	0.453173685560914	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"CS"	0.0776186582089614	29	29	0.24862766495165	-0.0874803611901523	0.238587366105808	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP559"	0.284793815799455	21	21	0.390500627076023	0.0641550919878709	0.528893300854213	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP563"	0.00200343204474727	28	28	0.221156627806282	-0.126745390611931	0.151772636962809	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP566"	-0.189165740821155	23	23	0.343374805120635	-0.426752982025841	0.0385385340027384	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP584"	-0.0854347235643573	19	19	0.11078265731707	-0.193046387588697	-0.0200645512236284	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP627"	-0.170777779407515	17	17	0.465723557733105	-0.479254638972602	0.133085730382534	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP630"	-0.0846849819411247	14	14	0.180579426591226	-0.179213615427732	0.0491092832600673	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP707"	-0.187997556608505	18	18	0.150216849867167	-0.274397631438988	-0.104296387854289	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP721"	-0.00124082812722859	21	21	0.808666697121916	-0.306294866247641	0.52603029607089	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP748"	0.0523841531295993	14	14	0.383053517139077	-0.255678875443776	0.254808491402685	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP757"	0.098814686706006	16	16	0.436581687301177	-0.119437357487212	0.431057753696818	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP776"	-0.0113504814536676	23	23	0.200150913404324	-0.227793892216794	0.126561775555305	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch22_DGRP"	"DGRP783"	-0.0301244835892489	26	26	0.324044544326946	-0.251859977867658	0.16574077274635	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP73"	-0.0284302809174982	16	16	0.323665578800899	-0.172854473346172	0.247779608405729	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP161"	-0.0901948457270738	20	20	0.18561153135099	-0.163243095243742	0.0672351427191828	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP761"	-0.218969952134804	17	17	0.235659091703158	-0.371535231931954	-0.0867838558730515	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP801"	-0.0577132867142916	24	24	0.116711978843616	-0.1421960146957	-0.00717819794663401	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP805"	-0.0433025739350242	26	26	0.325036443733423	-0.24608397162978	0.152301276371857	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP818"	0.021483977248211	18	18	0.231842852390699	-0.166554222049262	0.114767985654739	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"DGRP819"	-0.181276569677624	31	31	0.348651421361689	-0.390837215976098	0.0774249648172255	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch23_DGRP"	"CS"	-0.00373260067310408	27	27	0.276869861226074	-0.229840132270863	0.262561786108466	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
"PCA_moving_change_PC3"	"Batch24_DGRP"	"CS"	0.200613644491775	23	23	0.285828566414473	0.0241839155009329	0.398094282149752	"PCA_moving_change_PC3"	"Late2_Early2"	"profile_PCA"	"PCA_discovery"
