Genotype	value	n_batches	total_flies	phenotype
"DGRP761"	0.226218195954869	1	17	"SiestaMoving__State_D2_D6"
"DGRP765"	0.457889920399236	3	76	"SiestaMoving__State_D2_D6"
"DGRP774"	0.203755981570271	1	26	"SiestaMoving__State_D2_D6"
"DGRP776"	0.128082245134187	1	23	"SiestaMoving__State_D2_D6"
"DGRP783"	0.183559326531748	2	56	"SiestaMoving__State_D2_D6"
"DGRP786"	0.0637559815702711	1	27	"SiestaMoving__State_D2_D6"
"DGRP787"	0.251344955410843	1	29	"SiestaMoving__State_D2_D6"
"DGRP790"	0.195402132865486	1	20	"SiestaMoving__State_D2_D6"
"DGRP796"	0.242147255162941	1	22	"SiestaMoving__State_D2_D6"
"DGRP799"	0.170839314903603	1	30	"SiestaMoving__State_D2_D6"
"DGRP801"	0.151634862621536	1	24	"SiestaMoving__State_D2_D6"
"DGRP802"	0.137380293580857	1	23	"SiestaMoving__State_D2_D6"
"DGRP805"	0.216218195954869	1	26	"SiestaMoving__State_D2_D6"
"DGRP808"	0.22426162207751	1	24	"SiestaMoving__State_D2_D6"
"DGRP810"	0.428213626914191	1	30	"SiestaMoving__State_D2_D6"
"DGRP812"	0.0743476116922575	1	17	"SiestaMoving__State_D2_D6"
"DGRP818"	0.192468195954869	1	18	"SiestaMoving__State_D2_D6"
"DGRP819"	0.405384862621536	1	31	"SiestaMoving__State_D2_D6"
"DGRP820"	0.0775416223187067	2	44	"SiestaMoving__State_D2_D6"
"DGRP821"	0.0933705017066121	2	30	"SiestaMoving__State_D2_D6"
"DGRP822"	0.145732448312412	1	28	"SiestaMoving__State_D2_D6"
"DGRP83"	0.0882141433166229	1	17	"SiestaMoving__State_D2_D6"
"DGRP832"	0.404943410324684	2	25	"SiestaMoving__State_D2_D6"
"DGRP837"	0.118375304712776	2	36	"SiestaMoving__State_D2_D6"
"DGRP843"	0.038515138752183	1	22	"SiestaMoving__State_D2_D6"
"DGRP85"	0.236720169234853	1	21	"SiestaMoving__State_D2_D6"
"DGRP850"	0.346847611692258	1	19	"SiestaMoving__State_D2_D6"
"DGRP852"	0.142922648236937	1	25	"SiestaMoving__State_D2_D6"
"DGRP855"	0.204764278358924	1	22	"SiestaMoving__State_D2_D6"
"DGRP857"	0.449347611692257	1	28	"SiestaMoving__State_D2_D6"
"DGRP859"	0.566255981570269	1	31	"SiestaMoving__State_D2_D6"
"DGRP861"	0.540180945025591	1	20	"SiestaMoving__State_D2_D6"
"DGRP879"	0.121847611692258	1	19	"SiestaMoving__State_D2_D6"
"DGRP88"	0.3408259578117	1	22	"SiestaMoving__State_D2_D6"
"DGRP890"	0.313538701861628	2	55	"SiestaMoving__State_D2_D6"
"DGRP897"	0.16893180541885	1	24	"SiestaMoving__State_D2_D6"
"DGRP900"	0.333097611692258	1	28	"SiestaMoving__State_D2_D6"
"DGRP907"	0.299678288744176	1	30	"SiestaMoving__State_D2_D6"
"DGRP908"	0.0780116220775102	1	18	"SiestaMoving__State_D2_D6"
"DGRP91"	0.13623546619882	1	25	"SiestaMoving__State_D2_D6"
"DGRP911"	0.365713626914191	1	24	"SiestaMoving__State_D2_D6"
"DGRP913"	0.0222651387521832	1	20	"SiestaMoving__State_D2_D6"
"DGRP93"	0.13211410517136	1	30	"SiestaMoving__State_D2_D6"
"DGRP100"	0.0534949126744515	1	28	"SiestaMoving__D6_D1"
"DGRP101"	0.0743353125919087	1	27	"SiestaMoving__D6_D1"
"DGRP105"	-0.036763508827202	1	20	"SiestaMoving__D6_D1"
"DGRP109"	0.138911579341118	1	30	"SiestaMoving__D6_D1"
"DGRP129"	0.00557824600778475	1	29	"SiestaMoving__D6_D1"
"DGRP136"	0.0439746460458841	1	22	"SiestaMoving__D6_D1"
"DGRP142"	0.170161579341118	1	30	"SiestaMoving__D6_D1"
"DGRP149"	-0.190255087325549	1	29	"SiestaMoving__D6_D1"
"DGRP161"	-0.156311505800899	2	35	"SiestaMoving__D6_D1"
"DGRP181"	0.116836835286257	2	43	"SiestaMoving__D6_D1"
"DGRP189"	0.158348948553755	2	39	"SiestaMoving__D6_D1"
"DGRP195"	0.0598345387028916	2	33	"SiestaMoving__D6_D1"
"DGRP208"	0.160351353152457	2	54	"SiestaMoving__D6_D1"
"DGRP217"	0.153391838946679	2	41	"SiestaMoving__D6_D1"
"DGRP228"	0.0846445108950228	1	23	"SiestaMoving__D6_D1"
"DGRP229"	0.0951615793411181	1	30	"SiestaMoving__D6_D1"
"DGRP235"	0.0145368899256035	2	28	"SiestaMoving__D6_D1"
"DGRP239"	0.0773009927899853	2	44	"SiestaMoving__D6_D1"
"DGRP26"	-0.0639131470101217	2	39	"SiestaMoving__D6_D1"
"DGRP287"	0.059644510895023	1	24	"SiestaMoving__D6_D1"
"DGRP301"	0.0191093865815708	1	23	"SiestaMoving__D6_D1"
"DGRP303"	0.0103487155751257	2	42	"SiestaMoving__D6_D1"
"DGRP304"	0.0207653822417931	2	48	"SiestaMoving__D6_D1"
"DGRP307"	0.119723715575125	2	51	"SiestaMoving__D6_D1"
"DGRP309"	0.122166169607982	2	40	"SiestaMoving__D6_D1"
"DGRP31"	0.0472519792585754	1	24	"SiestaMoving__D6_D1"
"DGRP310"	0.109210415783534	2	49	"SiestaMoving__D6_D1"
"DGRP313"	-0.127151284424874	2	58	"SiestaMoving__D6_D1"
"DGRP317"	0.0831122863368117	1	25	"SiestaMoving__D6_D1"
"DGRP318"	0.184751979258575	1	24	"SiestaMoving__D6_D1"
"DGRP319"	0.0123686929293838	3	44	"SiestaMoving__D6_D1"
"DGRP32"	0.125536986433937	1	29	"SiestaMoving__D6_D1"
"DGRP320"	0.0325828362746488	2	31	"SiestaMoving__D6_D1"
"DGRP321"	0.197318012954499	2	47	"SiestaMoving__D6_D1"
"DGRP324"	0.064515382241792	2	55	"SiestaMoving__D6_D1"
"DGRP332"	-0.0132504970586843	2	39	"SiestaMoving__D6_D1"
"DGRP335"	-0.0101412901366305	3	40	"SiestaMoving__D6_D1"
"DGRP336"	0.0197339005051369	4	61	"SiestaMoving__D6_D1"
"DGRP338"	0.0439711927487138	2	39	"SiestaMoving__D6_D1"
"DGRP348"	-0.0127210469965216	1	20	"SiestaMoving__D6_D1"
"DGRP350"	0.0476956196701447	1	20	"SiestaMoving__D6_D1"
"DGRP352"	0.162278953003478	1	25	"SiestaMoving__D6_D1"
"DGRP354"	-0.0327350303019612	2	51	"SiestaMoving__D6_D1"
"DGRP355"	-0.104832346940734	1	29	"SiestaMoving__D6_D1"
"DGRP356"	0.0970956963157257	2	44	"SiestaMoving__D6_D1"
"DGRP357"	0.111906519841088	1	24	"SiestaMoving__D6_D1"
"DGRP358"	0.0218070489084588	2	47	"SiestaMoving__D6_D1"
"DGRP359"	0.141000986392599	1	23	"SiestaMoving__D6_D1"
"DGRP360"	0.155140382241792	2	47	"SiestaMoving__D6_D1"
"DGRP361"	-0.00746999087996324	2	27	"SiestaMoving__D6_D1"
"DGRP362"	-0.0448596177582083	2	59	"SiestaMoving__D6_D1"
"DGRP365"	-0.114223946751762	1	23	"SiestaMoving__D6_D1"
"DGRP370"	0.0160009863925993	1	25	"SiestaMoving__D6_D1"
"DGRP371"	0.157667653059266	1	28	"SiestaMoving__D6_D1"
"DGRP374"	0.0478502293423474	1	26	"SiestaMoving__D6_D1"
"DGRP375"	-0.0188179510915417	2	44	"SiestaMoving__D6_D1"
"DGRP377"	0.224334319725933	1	22	"SiestaMoving__D6_D1"
"DGRP379"	-0.022180175493869	1	24	"SiestaMoving__D6_D1"
"DGRP38"	0.133112286336812	1	25	"SiestaMoving__D6_D1"
"DGRP380"	0.0081058632385377	3	63	"SiestaMoving__D6_D1"
"DGRP381"	-0.175665680274067	1	28	"SiestaMoving__D6_D1"
"DGRP382"	0.108738110063599	2	32	"SiestaMoving__D6_D1"
"DGRP383"	0.0545714433969327	1	21	"SiestaMoving__D6_D1"
"DGRP385"	0.0701676530592657	1	29	"SiestaMoving__D6_D1"
"DGRP386"	0.0868617702107148	2	41	"SiestaMoving__D6_D1"
"DGRP390"	0.157667653059266	1	23	"SiestaMoving__D6_D1"
"DGRP391"	0.0354094067578088	4	91	"SiestaMoving__D6_D1"
"DGRP392"	0.0504047767302667	1	31	"SiestaMoving__D6_D1"
"DGRP395"	0.0795714433969334	1	25	"SiestaMoving__D6_D1"
"DGRP397"	0.0358214433969334	1	30	"SiestaMoving__D6_D1"
"DGRP399"	0.198650346853299	2	46	"SiestaMoving__D6_D1"
"DGRP40"	0.040612396628222	3	50	"SiestaMoving__D6_D1"
"DGRP405"	-0.0225118899364	1	24	"SiestaMoving__D6_D1"
"DGRP406"	-0.130845223269733	1	22	"SiestaMoving__D6_D1"
"DGRP409"	-0.0054013999626427	2	34	"SiestaMoving__D6_D1"
"DGRP41"	0.0130369864339371	1	25	"SiestaMoving__D6_D1"
"DGRP426"	0.0670714433969335	1	15	"SiestaMoving__D6_D1"
"DGRP427"	0.0983214433969332	1	22	"SiestaMoving__D6_D1"
"DGRP437"	0.0779890980887335	3	52	"SiestaMoving__D6_D1"
"DGRP439"	0.0420714433969334	1	27	"SiestaMoving__D6_D1"
"DGRP440"	-0.120428556603067	1	25	"SiestaMoving__D6_D1"
"DGRP441"	0.10260609484347	3	63	"SiestaMoving__D6_D1"
"DGRP443"	0.0379047767302666	1	25	"SiestaMoving__D6_D1"
"DGRP45"	-0.0619630135660629	1	25	"SiestaMoving__D6_D1"
"DGRP461"	-0.000122509961751879	1	14	"SiestaMoving__D6_D1"
"DGRP48"	0.0213703197672702	1	22	"SiestaMoving__D6_D1"
"DGRP486"	0.0808307034520186	2	38	"SiestaMoving__D6_D1"
"DGRP491"	0.0327410657404299	2	39	"SiestaMoving__D6_D1"
"DGRP492"	-0.0530687413851096	3	42	"SiestaMoving__D6_D1"
"DGRP502"	-0.226377480157697	2	43	"SiestaMoving__D6_D1"
"DGRP505"	-0.034894127813914	1	20	"SiestaMoving__D6_D1"
"DGRP509"	0.213353780135877	1	22	"SiestaMoving__D6_D1"
"DGRP513"	-0.218538109387852	3	55	"SiestaMoving__D6_D1"
"DGRP517"	0.0745290081909894	2	41	"SiestaMoving__D6_D1"
"DGRP528"	0.0967353079711862	2	44	"SiestaMoving__D6_D1"
"DGRP531"	-0.0463435020105875	1	16	"SiestaMoving__D6_D1"
"DGRP535"	-0.103685504747515	2	51	"SiestaMoving__D6_D1"
"DGRP551"	0.253285788504078	1	26	"SiestaMoving__D6_D1"
"DGRP555"	-0.0169746531467004	2	45	"SiestaMoving__D6_D1"
"DGRP559"	-0.00315092365109936	1	21	"SiestaMoving__D6_D1"
"DGRP563"	0.282265743015567	1	28	"SiestaMoving__D6_D1"
"DGRP566"	0.371849076348901	1	23	"SiestaMoving__D6_D1"
"DGRP57"	-0.0577963468993964	1	21	"SiestaMoving__D6_D1"
"DGRP584"	-0.0477411388629288	2	28	"SiestaMoving__D6_D1"
"DGRP589"	-0.0124938327519547	1	21	"SiestaMoving__D6_D1"
"DGRP59"	0.0493353125919086	1	27	"SiestaMoving__D6_D1"
"DGRP595"	-0.106760168677254	1	31	"SiestaMoving__D6_D1"
"DGRP596"	0.141156497989412	1	30	"SiestaMoving__D6_D1"
"DGRP627"	-0.0156509236510994	1	17	"SiestaMoving__D6_D1"
"DGRP630"	0.0330019674457073	2	42	"SiestaMoving__D6_D1"
"DGRP634"	0.0994898313227449	1	24	"SiestaMoving__D6_D1"
"DGRP639"	0.0777057034520183	2	32	"SiestaMoving__D6_D1"
"DGRP69"	0.0720873615203857	2	32	"SiestaMoving__D6_D1"
"DGRP703"	0.205184340394271	1	31	"SiestaMoving__D6_D1"
"DGRP705"	0.0186329532113284	2	41	"SiestaMoving__D6_D1"
"DGRP707"	-0.0120253471543761	2	28	"SiestaMoving__D6_D1"
"DGRP712"	0.105830703452018	2	39	"SiestaMoving__D6_D1"
"DGRP714"	-0.0017239467517625	1	19	"SiestaMoving__D6_D1"
"DGRP716"	0.0260176737276042	1	19	"SiestaMoving__D6_D1"
"DGRP721"	0.113515743015567	1	21	"SiestaMoving__D6_D1"
"DGRP73"	-0.17252950959121	1	16	"SiestaMoving__D6_D1"
"DGRP730"	0.165317013519967	2	58	"SiestaMoving__D6_D1"
"DGRP732"	0.0110390367853519	2	41	"SiestaMoving__D6_D1"
"DGRP737"	0.209351007060937	1	29	"SiestaMoving__D6_D1"
"DGRP738"	0.155353726972054	1	28	"SiestaMoving__D6_D1"
"DGRP748"	0.034043634112374	2	42	"SiestaMoving__D6_D1"
"DGRP75"	-0.0265463468993964	1	24	"SiestaMoving__D6_D1"
"DGRP757"	0.151244148522199	2	40	"SiestaMoving__D6_D1"
"DGRP761"	-0.0787795095912096	1	17	"SiestaMoving__D6_D1"
"DGRP765"	-0.151613736792377	3	76	"SiestaMoving__D6_D1"
"DGRP774"	0.183692719914907	1	26	"SiestaMoving__D6_D1"
"DGRP776"	0.0760157430155674	1	23	"SiestaMoving__D6_D1"
"DGRP783"	0.154001117094183	2	56	"SiestaMoving__D6_D1"
"DGRP786"	0.0316093865815714	1	27	"SiestaMoving__D6_D1"
"DGRP787"	0.0510176737276041	1	29	"SiestaMoving__D6_D1"
"DGRP796"	-0.0589980207414247	1	22	"SiestaMoving__D6_D1"
"DGRP799"	0.133692719914903	1	30	"SiestaMoving__D6_D1"
"DGRP801"	-0.101696176257876	1	24	"SiestaMoving__D6_D1"
"DGRP802"	-0.0833271660852879	1	23	"SiestaMoving__D6_D1"
"DGRP805"	-0.0766961762578762	1	26	"SiestaMoving__D6_D1"
"DGRP808"	0.0385176737276045	1	24	"SiestaMoving__D6_D1"
"DGRP810"	0.0833395005813787	1	30	"SiestaMoving__D6_D1"
"DGRP812"	-0.0644676421400365	1	17	"SiestaMoving__D6_D1"
"DGRP818"	-0.0704461762578763	1	18	"SiestaMoving__D6_D1"
"DGRP819"	-0.0412795095912097	1	31	"SiestaMoving__D6_D1"
"DGRP820"	0.155180086470846	2	44	"SiestaMoving__D6_D1"
"DGRP821"	-0.128961153771387	2	30	"SiestaMoving__D6_D1"
"DGRP822"	0.0432398313227456	1	28	"SiestaMoving__D6_D1"
"DGRP83"	-0.221204813676788	1	17	"SiestaMoving__D6_D1"
"DGRP832"	0.0152891865089691	2	25	"SiestaMoving__D6_D1"
"DGRP837"	0.0312707066498949	2	36	"SiestaMoving__D6_D1"
"DGRP843"	0.0278198245061313	1	22	"SiestaMoving__D6_D1"
"DGRP85"	-0.120296346899396	1	21	"SiestaMoving__D6_D1"
"DGRP850"	-0.0144676421400364	1	19	"SiestaMoving__D6_D1"
"DGRP852"	-0.0183906134184295	1	25	"SiestaMoving__D6_D1"
"DGRP855"	-0.0165509754733697	1	22	"SiestaMoving__D6_D1"
"DGRP857"	0.377199024526631	1	28	"SiestaMoving__D6_D1"
"DGRP859"	0.164942719914905	1	31	"SiestaMoving__D6_D1"
"DGRP861"	-0.0144676421400364	1	20	"SiestaMoving__D6_D1"
"DGRP879"	0.0688656911932969	1	19	"SiestaMoving__D6_D1"
"DGRP88"	0.0997789530034781	1	22	"SiestaMoving__D6_D1"
"DGRP890"	0.144003752525175	2	55	"SiestaMoving__D6_D1"
"DGRP897"	0.0840698245061313	1	24	"SiestaMoving__D6_D1"
"DGRP900"	0.100115691193297	1	28	"SiestaMoving__D6_D1"
"DGRP907"	0.0989343403942706	1	30	"SiestaMoving__D6_D1"
"DGRP908"	0.0614343403942708	1	18	"SiestaMoving__D6_D1"
"DGRP911"	0.085422833914712	1	24	"SiestaMoving__D6_D1"
"DGRP913"	-0.0638468421605352	1	20	"SiestaMoving__D6_D1"
"DGRP93"	0.099328246007785	1	30	"SiestaMoving__D6_D1"
"DGRP100"	0.0380695712174629	1	28	"SiestaMoving__Late2_Early2"
"DGRP101"	0.0623630343405501	1	27	"SiestaMoving__Late2_Early2"
"DGRP105"	0.050401575137074	1	20	"SiestaMoving__Late2_Early2"
"DGRP109"	0.12348623788413	1	30	"SiestaMoving__Late2_Early2"
"DGRP129"	0.00890290455079622	1	29	"SiestaMoving__Late2_Early2"
"DGRP136"	0.0713774280862474	1	22	"SiestaMoving__Late2_Early2"
"DGRP142"	0.165152904550796	1	30	"SiestaMoving__Late2_Early2"
"DGRP149"	-0.16401376211587	1	29	"SiestaMoving__Late2_Early2"
"DGRP161"	-0.0656478003690701	2	35	"SiestaMoving__Late2_Early2"
"DGRP181"	0.0934230220102719	2	43	"SiestaMoving__Late2_Early2"
"DGRP189"	0.122143473575373	2	39	"SiestaMoving__Late2_Early2"
"DGRP195"	0.0488648115432411	2	33	"SiestaMoving__Late2_Early2"
"DGRP208"	0.154225866434923	2	54	"SiestaMoving__Late2_Early2"
"DGRP217"	0.13483729969723	2	41	"SiestaMoving__Late2_Early2"
"DGRP228"	0.060984273331893	1	23	"SiestaMoving__Late2_Early2"
"DGRP229"	0.0474445712174629	1	30	"SiestaMoving__Late2_Early2"
"DGRP235"	-0.0243055958294609	2	28	"SiestaMoving__Late2_Early2"
"DGRP239"	0.05066483683535	2	44	"SiestaMoving__Late2_Early2"
"DGRP26"	-0.0455570942370598	2	39	"SiestaMoving__Late2_Early2"
"DGRP287"	0.0620259399985599	1	24	"SiestaMoving__Late2_Early2"
"DGRP301"	0.0416173358547004	1	23	"SiestaMoving__Late2_Early2"
"DGRP303"	0.0136519574490309	2	42	"SiestaMoving__Late2_Early2"
"DGRP304"	0.00219362411569789	2	48	"SiestaMoving__Late2_Early2"
"DGRP307"	0.0636519574490303	2	51	"SiestaMoving__Late2_Early2"
"DGRP309"	0.106215067648368	2	40	"SiestaMoving__Late2_Early2"
"DGRP31"	0.02173803434055	1	24	"SiestaMoving__Late2_Early2"
"DGRP310"	0.11875898058095	2	49	"SiestaMoving__Late2_Early2"
"DGRP313"	-0.0644730425509697	2	58	"SiestaMoving__Late2_Early2"
"DGRP317"	0.0655857948112162	1	25	"SiestaMoving__Late2_Early2"
"DGRP318"	0.117571367673884	1	24	"SiestaMoving__Late2_Early2"
"DGRP319"	-0.000811587416675461	3	44	"SiestaMoving__Late2_Early2"
"DGRP32"	0.139124804373695	1	29	"SiestaMoving__Late2_Early2"
"DGRP320"	0.00465256764836747	2	31	"SiestaMoving__Late2_Early2"
"DGRP321"	0.134214615298893	2	47	"SiestaMoving__Late2_Early2"
"DGRP324"	0.0183394574490304	2	55	"SiestaMoving__Late2_Early2"
"DGRP332"	-0.0224307656849656	2	39	"SiestaMoving__Late2_Early2"
"DGRP335"	0.00163006295528988	3	40	"SiestaMoving__Late2_Early2"
"DGRP336"	0.00572355043842943	4	61	"SiestaMoving__Late2_Early2"
"DGRP338"	0.0201032350635601	2	39	"SiestaMoving__Late2_Early2"
"DGRP348"	0.0166274614778829	1	20	"SiestaMoving__Late2_Early2"
"DGRP350"	0.13329412814455	1	20	"SiestaMoving__Late2_Early2"
"DGRP352"	0.13641912814455	1	25	"SiestaMoving__Late2_Early2"
"DGRP354"	-0.00758396920709248	2	51	"SiestaMoving__Late2_Early2"
"DGRP355"	-0.0567953998920679	1	29	"SiestaMoving__Late2_Early2"
"DGRP356"	0.0917740179472513	2	44	"SiestaMoving__Late2_Early2"
"DGRP357"	0.108079403447532	1	24	"SiestaMoving__Late2_Early2"
"DGRP358"	-0.025410542550969	2	47	"SiestaMoving__Late2_Early2"
"DGRP359"	0.153621266774599	1	23	"SiestaMoving__Late2_Early2"
"DGRP360"	0.104797790782364	2	47	"SiestaMoving__Late2_Early2"
"DGRP361"	0.0233550523747387	2	27	"SiestaMoving__Late2_Early2"
"DGRP362"	-0.0327022092176368	2	59	"SiestaMoving__Late2_Early2"
"DGRP365"	-0.0896326641452987	1	23	"SiestaMoving__Late2_Early2"
"DGRP370"	0.0182046001079323	1	25	"SiestaMoving__Late2_Early2"
"DGRP371"	0.162996266774599	1	28	"SiestaMoving__Late2_Early2"
"DGRP374"	0.0233383500589281	1	26	"SiestaMoving__Late2_Early2"
"DGRP375"	-0.0264522092176383	2	44	"SiestaMoving__Late2_Early2"
"DGRP377"	0.200496266774599	1	22	"SiestaMoving__Late2_Early2"
"DGRP379"	0.0326932418037407	1	24	"SiestaMoving__Late2_Early2"
"DGRP38"	0.119752461477883	1	25	"SiestaMoving__Late2_Early2"
"DGRP380"	0.0372086866348316	3	63	"SiestaMoving__Late2_Early2"
"DGRP381"	-0.123462066558735	1	28	"SiestaMoving__Late2_Early2"
"DGRP382"	0.0806195381070505	2	32	"SiestaMoving__Late2_Early2"
"DGRP383"	-0.0131304618929498	1	21	"SiestaMoving__Late2_Early2"
"DGRP385"	0.074454600107932	1	29	"SiestaMoving__Late2_Early2"
"DGRP386"	0.0573832640331443	2	41	"SiestaMoving__Late2_Early2"
"DGRP390"	0.134871266774599	1	23	"SiestaMoving__Late2_Early2"
"DGRP391"	0.0228487582345638	4	91	"SiestaMoving__Late2_Early2"
"DGRP392"	-0.0464637952262827	1	31	"SiestaMoving__Late2_Early2"
"DGRP395"	-0.0297971285596158	1	25	"SiestaMoving__Late2_Early2"
"DGRP397"	-0.0350054618929492	1	30	"SiestaMoving__Late2_Early2"
"DGRP399"	0.150393854922783	2	46	"SiestaMoving__Late2_Early2"
"DGRP40"	0.0572766833261287	3	50	"SiestaMoving__Late2_Early2"
"DGRP405"	-0.0808387952262824	1	24	"SiestaMoving__Late2_Early2"
"DGRP406"	-0.161047128559616	1	22	"SiestaMoving__Late2_Early2"
"DGRP409"	0.0100113446889687	2	34	"SiestaMoving__Late2_Early2"
"DGRP41"	0.0453748043736948	1	25	"SiestaMoving__Late2_Early2"
"DGRP426"	0.0243695381070508	1	15	"SiestaMoving__Late2_Early2"
"DGRP427"	-0.0516721285596158	1	22	"SiestaMoving__Late2_Early2"
"DGRP437"	0.0491837393386147	3	52	"SiestaMoving__Late2_Early2"
"DGRP439"	-0.000630461892949325	1	27	"SiestaMoving__Late2_Early2"
"DGRP440"	-0.198547128559616	1	25	"SiestaMoving__Late2_Early2"
"DGRP441"	0.112370206555976	3	63	"SiestaMoving__Late2_Early2"
"DGRP443"	-0.0568804618929494	1	25	"SiestaMoving__Late2_Early2"
"DGRP45"	-0.0358751956263052	1	25	"SiestaMoving__Late2_Early2"
"DGRP461"	0.0203511077558562	1	14	"SiestaMoving__Late2_Early2"
"DGRP48"	0.116208137707028	1	22	"SiestaMoving__Late2_Early2"
"DGRP486"	0.064557145028744	2	38	"SiestaMoving__Late2_Early2"
"DGRP491"	0.021616378235053	2	39	"SiestaMoving__Late2_Early2"
"DGRP492"	-0.0240090919079132	3	42	"SiestaMoving__Late2_Early2"
"DGRP502"	-0.160997385362429	2	43	"SiestaMoving__Late2_Early2"
"DGRP505"	-0.0025917095384258	1	20	"SiestaMoving__Late2_Early2"
"DGRP509"	0.206046714450417	1	22	"SiestaMoving__Late2_Early2"
"DGRP513"	-0.167632704746189	3	55	"SiestaMoving__Late2_Early2"
"DGRP517"	0.0714906485418388	2	41	"SiestaMoving__Late2_Early2"
"DGRP528"	0.0689935409483401	2	44	"SiestaMoving__Late2_Early2"
"DGRP531"	-0.0573523515827475	1	16	"SiestaMoving__Late2_Early2"
"DGRP535"	-0.0807211882224987	2	51	"SiestaMoving__Late2_Early2"
"DGRP551"	0.233452572191003	1	26	"SiestaMoving__Late2_Early2"
"DGRP555"	-0.00637697841055027	2	45	"SiestaMoving__Late2_Early2"
"DGRP559"	0.0724317473425488	1	21	"SiestaMoving__Late2_Early2"
"DGRP563"	0.206423204804195	1	28	"SiestaMoving__Late2_Early2"
"DGRP566"	0.231436280118002	1	23	"SiestaMoving__Late2_Early2"
"DGRP57"	-0.00462519562630533	1	21	"SiestaMoving__Late2_Early2"
"DGRP584"	-0.0462924627149361	2	28	"SiestaMoving__Late2_Early2"
"DGRP589"	-0.00748026427141821	1	21	"SiestaMoving__Late2_Early2"
"DGRP59"	0.0352797010072166	1	27	"SiestaMoving__Late2_Early2"
"DGRP595"	-0.0927690182494145	1	31	"SiestaMoving__Late2_Early2"
"DGRP596"	0.0572309817505858	1	30	"SiestaMoving__Late2_Early2"
"DGRP627"	-0.0424653935221653	1	17	"SiestaMoving__Late2_Early2"
"DGRP630"	0.0340508008928325	2	42	"SiestaMoving__Late2_Early2"
"DGRP634"	0.0561893150839187	1	24	"SiestaMoving__Late2_Early2"
"DGRP639"	0.0801821450287438	2	32	"SiestaMoving__Late2_Early2"
"DGRP69"	0.0584453936212542	2	32	"SiestaMoving__Late2_Early2"
"DGRP703"	0.22357471935816	1	31	"SiestaMoving__Late2_Early2"
"DGRP705"	0.0175567029844486	2	41	"SiestaMoving__Late2_Early2"
"DGRP707"	-0.00576296385156294	2	28	"SiestaMoving__Late2_Early2"
"DGRP712"	0.0994529783620769	2	39	"SiestaMoving__Late2_Early2"
"DGRP714"	-0.00838266414529956	1	19	"SiestaMoving__Late2_Early2"
"DGRP716"	0.0652413860248267	1	19	"SiestaMoving__Late2_Early2"
"DGRP721"	0.0290391392532879	1	21	"SiestaMoving__Late2_Early2"
"DGRP73"	-0.101026582488726	1	16	"SiestaMoving__Late2_Early2"
"DGRP730"	0.0946646882561167	2	58	"SiestaMoving__Late2_Early2"
"DGRP732"	0.0609113116954106	2	41	"SiestaMoving__Late2_Early2"
"DGRP737"	0.190241386024827	1	29	"SiestaMoving__Late2_Early2"
"DGRP738"	0.144127801188892	1	28	"SiestaMoving__Late2_Early2"
"DGRP748"	0.00156736295698863	2	42	"SiestaMoving__Late2_Early2"
"DGRP75"	-0.0233751956263054	1	24	"SiestaMoving__Late2_Early2"
"DGRP757"	0.0995116563394344	2	40	"SiestaMoving__Late2_Early2"
"DGRP761"	-0.0520682491553923	1	17	"SiestaMoving__Late2_Early2"
"DGRP765"	-0.122799041453146	3	76	"SiestaMoving__Late2_Early2"
"DGRP774"	0.175992335854703	1	26	"SiestaMoving__Late2_Early2"
"DGRP776"	0.0533069216800662	1	23	"SiestaMoving__Late2_Early2"
"DGRP783"	0.128501737948319	2	56	"SiestaMoving__Late2_Early2"
"DGRP786"	0.0228673358547012	1	27	"SiestaMoving__Late2_Early2"
"DGRP787"	0.0944080526914934	1	29	"SiestaMoving__Late2_Early2"
"DGRP796"	-0.05951196565945	1	22	"SiestaMoving__Late2_Early2"
"DGRP799"	0.167659002521366	1	30	"SiestaMoving__Late2_Early2"
"DGRP801"	-0.0614432491553921	1	24	"SiestaMoving__Late2_Early2"
"DGRP802"	-0.0512302642714181	1	23	"SiestaMoving__Late2_Early2"
"DGRP805"	-0.0385265824887255	1	26	"SiestaMoving__Late2_Early2"
"DGRP808"	0.0621163860248271	1	24	"SiestaMoving__Late2_Early2"
"DGRP810"	0.0956447357285818	1	30	"SiestaMoving__Late2_Early2"
"DGRP812"	-0.064739717399037	1	17	"SiestaMoving__Late2_Early2"
"DGRP818"	-0.00727658248872558	1	18	"SiestaMoving__Late2_Early2"
"DGRP819"	-0.0166515824887257	1	31	"SiestaMoving__Late2_Early2"
"DGRP820"	0.12776877057728	2	44	"SiestaMoving__Late2_Early2"
"DGRP821"	-0.104846104495741	2	30	"SiestaMoving__Late2_Early2"
"DGRP822"	0.0197309817505856	1	28	"SiestaMoving__Late2_Early2"
"DGRP83"	-0.150765427570393	1	17	"SiestaMoving__Late2_Early2"
"DGRP832"	0.00983594797090362	2	25	"SiestaMoving__Late2_Early2"
"DGRP837"	0.0527924109056985	2	36	"SiestaMoving__Late2_Early2"
"DGRP843"	0.0316515751370742	1	22	"SiestaMoving__Late2_Early2"
"DGRP85"	-0.0650418622929718	1	21	"SiestaMoving__Late2_Early2"
