deleted_line	beta	se	p	trait	SNP	full_gls_beta	full_gls_p	delta_neglogp
"line_748"	-61.8915042256481	14.1108167387703	1.15399169310697e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0191284434764745
"line_75"	-65.8380967792384	14.5059847400374	5.66060948073259e-06	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.328467931666393
"line_757"	-61.9709959430108	14.121622898967	1.14200032659781e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0236648979696943
"line_761"	-61.8482424593417	14.1131304350104	1.17422601514095e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0115794280793509
"line_765"	-61.1520057420068	14.1141540888856	1.47310233389018e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0869017915003454
"line_774"	-60.9944251117342	14.1180174685832	1.55799505481594e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.111234948775677
"line_776"	-61.8006631724538	14.1071894640617	1.18248693932871e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.00853477346639231
"line_783"	-61.8879329518587	14.1090305013818	1.15239048424851e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0197314626032767
"line_786"	-62.1267442746338	14.1091196555835	1.06614561336012e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0535146017294697
"line_787"	-62.5089914779851	14.1246945220241	9.621423780576e-06	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0980917822883569
"line_790"	-61.4969083816367	14.1138174413629	1.31729079448395e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0383505308075387
"line_796"	-61.5565868591745	14.1091203078009	1.28353536471106e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0270767130235168
"line_799"	-61.7036686998298	14.7068716503686	2.72189536125055e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.353540299375366
"line_801"	-61.4375147412143	14.1211271701032	1.35671762287916e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0511583401576088
"line_802"	-61.6606460547522	14.1097480209343	1.24204314205637e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0128055551298987
"line_805"	-61.2074641289191	14.1213078360821	1.46155035026517e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0834826552708314
"line_808"	-61.764255513439	14.1249908330589	1.2272296480192e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.00759471254963007
"line_810"	-61.9344591861022	14.1205862168084	1.15395225788782e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0191432848230884
"line_812"	-64.9055601323964	14.4263080912254	6.82382512905003e-06	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.247303237240233
"line_818"	-61.5442925700938	14.1141332117882	1.29781773347973e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0318825780136125
"line_819"	-61.7710234097436	14.1128065264529	1.20352551184779e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.000875825374660799
"line_820"	-61.6115112577137	14.1092308798249	1.26107811739156e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0194108636638681
"line_821"	-60.5414056451723	14.1205055999809	1.8071035331117e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.175651908919684
"line_822"	-61.8600253579657	14.1102348670118	1.16491114160451e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0150383270573151
"line_83"	-61.751562491633	14.1152849808405	1.21543320044358e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.00339996916124541
"line_832"	-61.7473416213497	14.1084803653599	1.20538377834858e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.000205783500883072
"line_837"	-61.7069353819231	14.1084245974788	1.22121773029056e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.00546197490905875
"line_843"	-62.3261934780585	14.1152075019543	1.00760450650645e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0780410248718715
"line_85"	-61.0168529975976	14.4784256329805	2.50521571086097e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.317514000529419
"line_850"	-61.917128183071	14.1119743217423	1.14629596320193e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0220343630838533
"line_852"	-60.5380749734579	14.1315653163466	1.83653524722543e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.18266814176294
"line_855"	-61.6901541540103	14.1096778272625	1.23007927393488e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.00860197488801706
"line_857"	-58.4480147985731	14.5829981448872	6.12465291813613e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.705750356340484
"line_859"	-61.7441412204344	14.1090683755322	1.20764791421533e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.000609209526191812
"line_861"	-61.8625331804284	14.1102848332172	1.16404358500175e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0153618842810248
"line_879"	-61.825836394123	14.1087686591438	1.17548435372037e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0111142732578076
"line_88"	-62.0839463149789	14.1341898842921	1.12072240822189e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0318330705850887
"line_890"	-61.6870986360333	14.1100554427056	1.2319604822794e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.00926565106161625
"line_897"	-61.7766884967342	14.1101688365861	1.19681127813403e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.00330545297480001
"line_900"	-62.4051610892945	14.1412716055712	1.01957008012705e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.072914043720548
"line_907"	-61.9184095104242	14.1244355368226	1.16637888506735e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0144914770612274
"line_908"	-61.6447768850807	14.1085485019668	1.2463346588601e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0143035462420249
"line_91"	-61.4445699462467	14.1106541002726	1.33382773837475e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.0437686187125728
"line_911"	-58.5778963574487	14.5456231479373	5.64489307930771e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.670324594225346
"line_913"	-61.0875519509535	14.1194057203895	1.51500090233523e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	-0.099081765422059
"line_93"	-61.8853846171999	14.1091938427136	1.15361646433006e-05	"NightSleepChange"	"3R_22697510"	-61.7443493979278	1.20595506552871e-05	0.0192696804435712
"line_100"	-48.7108212457792	9.69428923899396	5.04240124864257e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.225496911263294
"line_101"	-48.2062370874447	9.72065780086649	7.08008986630043e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0780955427785024
"line_105"	-48.7367447175847	9.69385021883785	4.96671633804386e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.232064955896974
"line_109"	-45.7488056860153	9.72350702087207	2.53903689861542e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.476534699390109
"line_129"	-48.4308078959296	9.67707088754902	5.59499596469392e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.180334535288418
"line_136"	-47.0771941711813	9.71010683875647	1.24544465920679e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.167190121689748
"line_142"	-47.9933466772195	9.65908631521074	6.73944594216515e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.099510118785564
"line_149"	-47.1197374702158	9.66721529606441	1.09261905631182e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.110334457827381
"line_161"	-47.7884963874818	9.70668208615297	8.51152890822106e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00187326558115863
"line_176"	-47.483864446526	9.66290125076761	8.92194214244949e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.022325089650999
"line_181"	-48.7634836593882	9.70578111818137	5.05617257990242e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.224312423832975
"line_189"	-47.1066012041824	9.74452316923689	1.33707837458309e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.198022551817848
"line_195"	-47.3948016904547	9.67726789462819	9.70441348504916e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.058834979720567
"line_208"	-48.1306577707982	9.6873148379686	6.7500314510033e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0988285165431346
"line_21"	-47.6734943431412	9.65614138143298	7.92861373737673e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0289370523202805
"line_217"	-47.988730639999	9.68487184022874	7.23229659228697e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0688580849273555
"line_228"	-47.411179049954	9.69471394659009	1.00623364175353e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0745645202238405
"line_229"	-48.3384081728448	9.70969536947232	6.4123625374432e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.121116244725923
"line_235"	-46.7430344836322	9.67474161958199	1.35541972674508e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.203939489136534
"line_239"	-47.2333482315255	9.67899068501626	1.06092860560132e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0975518464370486
"line_26"	-47.8349317442318	9.66084716701156	7.36731271084325e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0608252087393932
"line_280"	-48.0107565122224	9.66574931786361	6.79610735147777e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0958740825471471
"line_287"	-47.5776596179096	9.71040932728534	9.60048843833316e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0541590160188008
"line_301"	-50.9894329664597	9.74490510825084	1.67305386930359e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.704624388241538
"line_303"	-47.891517098669	9.650848139031	6.96219068940927e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0853883987990569
"line_304"	-47.2992667355406	9.66655710093666	9.92684895493565e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0686771008621516
"line_306"	-46.5451669348449	9.66563266807312	1.46807966047586e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.238615308845149
"line_307"	-48.3229802283631	9.6857001128643	6.06594973367073e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.145235505776164
"line_309"	-47.8615546664611	9.66273601633007	7.29993521887189e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0648153068056772
"line_31"	-48.126181042913	9.67029060481326	6.46758631620531e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.117392079416711
"line_310"	-46.523251753269	9.69999838499348	1.61693895072567e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.280559310034706
"line_313"	-47.818871526264	9.68137582803901	7.84179685044932e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0337187256453806
"line_317"	-47.3800433837371	9.65108751396001	9.14040206364196e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0328309867677383
"line_318"	-48.4167401809986	9.67141517257968	5.55239718076673e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.183653787890312
"line_319"	-48.2997654124955	9.71254174711694	6.59493486055986e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.108923802631149
"line_32"	-47.9731514843275	9.65461597721642	6.73219094480339e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0999778875729023
"line_320"	-47.2281904461386	9.67088501605062	1.04195997318759e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0897167229701648
"line_321"	-47.670549955131	9.66459912916026	8.11874470752623e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0186454276166916
"line_324"	-47.4890120295335	9.64864015869223	8.57366140320752e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00503201513943541
"line_332"	-47.3054539460887	9.68363552370465	1.03380379893175e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.086303810817383
"line_335"	-47.4975437733301	9.64840928060251	8.52986077244299e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00280762958488445
"line_336"	-47.3395606123364	9.65923885593037	9.53686025887287e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0512711061526492
"line_338"	-47.5125595960052	9.65262397536933	8.55579375328036e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00412599395996338
"line_348"	-47.4986496058552	9.64840871398619	8.52485202758104e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00255253642173869
"line_350"	-47.6677490812604	9.6492655662278	7.81069111854612e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0354448493812924
"line_352"	-47.1648487834098	9.65456684902113	1.03304429363202e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0859846301512448
"line_354"	-47.5364747745948	9.66202369133868	8.65754187214524e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00926028776444454
"line_355"	-47.4763274477691	9.64900807551957	8.63973382681499e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00836605000267365
"line_356"	-45.892110155726	9.74155754203516	2.46549866940246e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.463770459559558
"line_357"	-45.932695023587	9.68354033771896	2.1018324300408e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.39446377573741
"line_358"	-47.3709364778638	9.64933626104419	9.14286314735411e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.032947906264317
"line_359"	-47.7235949427631	9.67898684013495	8.19608585222447e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0145278140309477
"line_360"	-47.8283912919594	9.68154066261597	7.80571948822783e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0357213728079122
"line_361"	-48.05002646193	9.6561174087308	6.48704860073148e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.116087161263753
"line_362"	-47.8587381409357	9.72382672995658	8.57514757596025e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00510728994459075
"line_365"	-47.7420842869484	9.8303438918672	1.19416269221766e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.148929185995285
"line_370"	-47.8339696271095	9.70096653556116	8.18743654439232e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0149863658517129
"line_371"	-45.9613202211869	9.69850935617212	2.14766283939064e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.403831789761541
"line_373"	-47.5143928323885	9.64825567956333	8.45065313175418e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.00124403704529197
"line_374"	-47.4939810202952	9.64988072105935	8.57882525823921e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00529350886423785
"line_375"	-47.4564799041444	9.69086554337133	9.72949362246624e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0599559248061086
"line_377"	-48.0337286901673	9.69049272897553	7.16676985556006e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0728108546061712
"line_379"	-47.2739166191598	9.69048053327268	1.06956779077273e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.101074003075517
"line_38"	-47.3933754730913	9.68440764601018	9.89166318480485e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0671350071109105
"line_380"	-47.7432056280377	9.66105038246959	7.73952735499862e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.039419873350683
"line_381"	-46.589745243416	9.66606261057915	1.43608595264536e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.229046121161685
"line_382"	-49.0524493726032	9.72421482569745	4.5503964009031e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.27008508171228
"line_383"	-48.3158400537656	9.6828252268168	6.04263706559139e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.146907802598745
"line_385"	-47.364241233284	9.65159071218448	9.22904676568087e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0370225337369199
"line_386"	-47.3234519119659	9.66805045051359	9.83913379925974e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0648225535189271
"line_390"	-47.2272343962167	9.6541732378741	9.98680084393157e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0712920763685911
"line_391"	-47.3293920218277	9.67541704907677	9.99606306571565e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0716946745264178
"line_392"	-48.2207388902457	9.65962505567846	5.97607597970015e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.151718202471534
"line_395"	-47.525329820222	9.64833331106945	8.40350706735731e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.00367374327506198
"line_397"	-47.4798660135129	9.65068524383154	8.66132114856572e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00944982895073299
"line_399"	-47.4392160101799	9.6497147185454	8.82734738058404e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0176959046905374
"line_40"	-47.3810820492146	9.68748757483397	1.00347050824938e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0733703002788246
"line_405"	-47.9633446408843	9.65396085321673	6.75578924040445e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0984582204502864
"line_406"	-48.4862610994009	9.6742999793238	5.39057236453561e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.196499432420164
"line_409"	-47.4472267195701	9.64883198123581	8.76984313470564e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0148575123295958
"line_41"	-47.5895181811285	9.68218223996282	8.87079540598327e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0198282499671052
"line_426"	-48.6327360345537	9.68637255275745	5.14734045330132e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.216551418795213
"line_427"	-47.7470262861326	9.69784126739816	8.50231071810342e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00140265934754069
"line_437"	-47.6427864558942	9.64904488858681	7.91040394863407e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0299356514011935
"line_439"	-46.8394744736478	9.67960478255624	1.30503072186186e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.187486422640927
"line_440"	-47.2745149807796	9.65037669373067	9.6461889330681e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0562214509628936
"line_441"	-49.3703456553702	9.70254311727077	3.61111771246218e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.370492667466589
"line_443"	-47.1772316859554	9.67295921090382	1.07586817648184e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.103624748616059
"line_45"	-47.8513942351104	9.67939583755813	7.66794436184447e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0434553599224703
"line_461"	-47.6683536154512	9.71603215553443	9.28794346207619e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0397852501600395
"line_48"	-46.5693665055527	9.70827438389275	1.61161108996257e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.279125934308123
"line_486"	-48.1024266186256	9.72074892051058	7.48152359998297e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0541442626958837
"line_491"	-47.8209623263993	9.68923214559199	7.99559520622939e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.025283513990626
"line_492"	-47.5112605451256	9.64853012292855	8.47075826357602e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.00021202479608462
"line_502"	-46.6399971161352	9.66778014697789	1.40515839595474e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.219590969759049
"line_505"	-47.2806853422273	9.66301162245851	9.93328999103081e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0689588014624905
"line_509"	-44.1746664409132	9.69102446953726	5.15675771226455e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.784242413847953
"line_513"	-46.3541356419817	9.66538096669619	1.61951488630457e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.281250631400753
"line_517"	-46.9491677051591	9.68750309271954	1.25744620419334e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.171355101302995
"line_528"	-48.2466730552839	9.68194841508834	6.25550184148515e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.131872156649699
"line_531"	-46.8191528154938	9.66846425317444	1.28241363199462e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.179893812975291
"line_535"	-47.5078507656036	9.7123715442554	1.00081632598403e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0722200683200773
"line_551"	-47.4788632430127	9.64851260694538	8.61700681931404e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00722212371244613
"line_555"	-47.7693024255067	9.64960417989329	7.40649737033159e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0585214399481862
"line_559"	-47.6295438021865	9.66769810256385	8.36434793680298e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.00570222279488775
"line_563"	-46.0819543742625	9.72368411434285	2.14621296759335e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.403538501658548
"line_566"	-46.8438661686812	9.66301033079828	1.24869111069314e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.168320707104987
"line_57"	-47.7747843613458	9.67637638592953	7.92278868874329e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0292562400519634
"line_584"	-47.4993519788804	9.68784690771519	9.43919931707954e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0468008437758218
"line_589"	-47.3076749620726	9.66437730649808	9.82773850091828e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0643192792140335
"line_59"	-47.6525247537413	9.66594204136154	8.22544205824051e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0129750654763621
"line_595"	-47.6817377025193	9.6629495414103	8.03600441641325e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0230941461695053
"line_596"	-48.9182073003575	9.67699772921467	4.30161567656195e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.294502706734686
"line_627"	-47.1098918807964	9.6514258255188	1.05478138814938e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0950281450423418
"line_630"	-47.7984401168758	9.65267894587035	7.35182325439789e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0617392553194316
"line_634"	-47.6359404637362	9.65275350252081	8.01676969923848e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.0241349052890918
"line_639"	-47.8750013609185	9.65700453981791	7.13907738599065e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.074492223286124
"line_69"	-47.5530133338187	9.69118862965623	9.25602792622142e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0382903433243778
"line_703"	-48.7933907568347	9.68045126311057	4.64548739939634e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	0.261103026508039
"line_705"	-47.1727785936775	9.66622579504554	1.05997021993311e-06	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0971593509247137
"line_707"	-47.4971270663472	9.64848410456955	8.53340932251159e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00298826503485294
"line_712"	-47.4990366652503	9.64840617411452	8.52304749884365e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.00246059584280722
"line_714"	-47.2258595531659	9.65024156910225	9.89330271325094e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0672069848097712
"line_716"	-47.2924766615925	9.65822294700727	9.75078987022164e-07	"NightSleepChange"	"3R_29419559"	-47.5089454775218	8.4748947408986e-07	-0.0609054845569625
