Batch,file,region_id,status,start_datetime,stop_datetime,Sex,Genotype,Temperature,Treatment,Environment,Light,monitor
Batch21_DGRP,Monitor44.txt,1,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,2,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,3,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,4,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,5,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,6,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,7,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,8,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,9,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,10,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,11,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,12,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,13,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,14,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,15,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,16,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,17,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,18,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,19,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,20,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,21,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,22,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,23,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,24,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,25,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,26,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,27,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,28,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,29,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,30,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,31,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor44.txt,32,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP40,21.5C,Winter,NA,08:12,M44
Batch21_DGRP,Monitor45.txt,1,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP461,21.5C,Winter,NA,08:12,M45
Batch21_DGRP,Monitor45.txt,2,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP461,21.5C,Winter,NA,08:12,M45
Batch21_DGRP,Monitor45.txt,3,OK,2026-01-17 10:00:00,2026-01-23 10:30:00,M,DGRP461,21.5C,Winter,NA,08:12,M45
