259066	17 Jan 26	09:50:00	1	0	45	0	Ct	0	1	0	9	0	0	0	0	3	0	0	1	0	0	0	6	1	0	0	0	0	0	0	1	0	7	2	2	0	5	0	1	0	4
259067	17 Jan 26	09:51:00	1	0	45	0	Ct	0	1	3	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	2	0	3	0	0	0	2
259068	17 Jan 26	09:52:00	1	0	45	0	Ct	0	1	2	1	0	16	2	0	14	1	0	0	0	6	0	2	0	0	0	0	0	0	4	3	2	1	6	0	0	0	0	3	0	0
259069	17 Jan 26	09:53:00	1	0	45	0	Ct	0	1	1	0	0	0	2	0	3	4	0	0	0	0	0	7	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0
259070	17 Jan 26	09:54:00	1	0	45	0	Ct	0	1	0	0	0	0	1	1	3	1	0	1	0	8	0	1	1	0	0	0	0	0	1	3	1	0	0	3	0	0	0	1	0	0
259071	17 Jan 26	09:55:00	1	0	45	0	Ct	0	1	0	1	0	2	3	5	2	0	0	5	0	0	0	1	6	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
259072	17 Jan 26	09:56:00	1	0	45	0	Ct	0	1	1	1	0	7	6	1	2	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0
259073	17 Jan 26	09:57:00	1	0	45	0	Ct	0	1	1	1	0	2	1	2	3	5	0	1	0	2	0	7	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	3	0	0
259074	17 Jan 26	09:58:00	1	0	45	0	Ct	0	1	0	0	0	2	3	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
259075	17 Jan 26	09:59:00	1	0	45	0	Ct	0	1	0	4	0	0	2	3	2	1	0	0	0	10	0	3	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0
259076	17 Jan 26	10:00:00	1	0	45	0	Ct	0	1	0	1	0	0	2	1	0	1	0	1	0	0	0	1	5	0	0	0	0	2	2	7	0	3	0	0	0	0	0	0	0	0
259077	17 Jan 26	10:01:00	1	0	45	0	Ct	0	1	0	3	0	0	18	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	19	0	0	0	0	0	0	1	0	0
259078	17 Jan 26	10:02:00	1	0	45	0	Ct	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	14	0	0	3	0	0	0	1	2	2
259079	17 Jan 26	10:03:00	1	0	45	0	Ct	0	1	1	1	0	6	3	0	3	1	0	1	0	0	0	1	4	0	0	0	0	0	1	4	0	4	0	1	0	0	0	0	0	15
259080	17 Jan 26	10:04:00	1	0	45	0	Ct	0	1	1	3	0	1	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	3	0	0	0	0	0	7
259081	17 Jan 26	10:05:00	1	0	45	0	Ct	0	1	2	0	0	0	0	0	3	3	0	9	0	1	0	4	5	0	0	0	0	0	0	2	2	0	3	2	0	0	0	2	0	0
259082	17 Jan 26	10:06:00	1	0	45	0	Ct	0	1	2	0	0	1	0	4	0	2	0	5	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
259083	17 Jan 26	10:07:00	1	0	45	0	Ct	0	1	0	0	0	1	1	0	1	3	0	12	0	1	0	3	1	0	0	0	0	1	3	0	1	2	0	0	0	0	0	0	0	1
259084	17 Jan 26	10:08:00	1	0	45	0	Ct	0	1	0	0	0	0	2	1	3	1	0	5	0	20	0	2	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	1	0	0
259085	17 Jan 26	10:09:00	1	0	45	0	Ct	0	1	0	3	0	3	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0
259086	17 Jan 26	10:10:00	1	0	45	0	Ct	0	1	0	1	0	1	0	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	2	3	0	0	0	0	0	0
259087	17 Jan 26	10:11:00	1	0	45	0	Ct	0	1	0	0	0	3	1	0	3	1	0	1	0	0	0	3	3	0	0	0	0	0	4	0	0	0	1	2	0	0	0	2	2	0
259088	17 Jan 26	10:12:00	1	0	45	0	Ct	0	1	0	0	0	1	0	1	2	5	0	1	0	4	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259089	17 Jan 26	10:13:00	1	0	45	0	Ct	0	1	0	0	0	2	2	0	1	0	0	0	0	1	0	4	10	0	0	0	0	0	0	0	5	1	1	3	0	0	0	0	10	2
259090	17 Jan 26	10:14:00	1	0	45	0	Ct	0	1	0	0	0	1	0	5	3	0	0	0	0	0	0	2	11	0	0	0	0	8	0	0	1	0	0	1	0	0	0	0	0	6
259091	17 Jan 26	10:15:00	1	0	45	0	Ct	0	1	0	3	0	2	3	0	2	1	0	0	0	6	0	4	5	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0
259092	17 Jan 26	10:16:00	1	0	45	0	Ct	0	1	0	0	0	0	5	1	2	1	0	3	0	1	0	0	0	0	0	0	0	0	3	1	5	1	1	1	0	0	0	0	2	1
259093	17 Jan 26	10:17:00	1	0	45	0	Ct	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0
